序号,武将位置x1,武将位置z1,战法1,武将位置x2,武将位置z2,战法2,武将位置x3,武将位置z3,战法3,武将位置x4,武将位置z4,战法4,武将位置x5,武将位置z5,战法5
439021,56,-8,1,56,8,1,70,-16,3,70,16,3,77,0,3
439031,56,-8,1,56,8,1,70,-16,3,70,16,3,77,0,3
439041,49,-16,5,49,16,5,70,-8,5,70,8,5,56,0,3
439051,49,-16,5,49,16,5,56,0,3,70,-8,5,70,8,5
440011,49,0,1,56,-8,1,56,8,1,56,0,3,70,0,4
440021,63,16,1,70,24,1,70,8,1,70,16,3,77,16,3
440031,49,0,5,56,-8,5,56,8,5,56,0,5,77,0,3
440041,56,16,1,70,32,1,77,24,1,77,40,3,77,32,3
440051,49,-16,1,49,16,1,77,-32,5,77,0,5,77,32,5
441011,56,24,1,63,16,1,63,32,1,63,24,3,70,24,3
441021,77,-40,5,70,-32,5,70,-24,5,77,-32,5,77,-24,5
441031,70,-40,5,70,-32,5,77,-24,5,77,-40,4,77,-32,4
441041,49,-16,5,49,16,5,70,-8,5,70,8,5,56,0,3
441051,49,-16,5,49,16,5,56,0,3,70,-8,5,70,8,5
442011,49,-8,1,63,-16,5,70,-24,5,70,-8,5,70,-16,3
442021,56,-8,1,56,8,1,70,-16,3,70,16,3,77,0,3
442031,56,-8,1,56,8,1,70,-16,3,70,16,3,77,0,3
442041,49,-16,5,49,16,5,70,-8,5,70,8,5,56,0,3
442051,49,-16,5,49,16,5,56,0,3,70,-8,5,70,8,5
443011,49,0,1,56,-8,1,56,8,1,56,0,3,70,0,4
443021,63,-16,1,70,-24,1,70,-8,1,70,-16,3,77,-16,3
443031,49,0,5,56,-8,5,56,8,5,56,0,5,77,0,3
443041,56,-16,1,70,-32,1,77,-24,1,77,-40,3,77,-32,3
443051,49,-16,1,49,16,1,77,-32,5,77,0,5,77,32,5
444011,56,-24,1,63,-16,1,63,-32,1,63,-24,3,70,-24,3
444021,77,40,5,70,32,5,70,24,5,77,32,5,77,24,5
444031,70,40,5,70,32,5,77,24,5,77,40,4,77,32,4
444041,49,-16,5,49,16,5,70,-8,5,70,8,5,56,0,3
444051,49,-16,5,49,16,5,56,0,3,70,-8,5,70,8,5
445011,49,-8,1,63,-16,5,70,-24,5,70,-8,5,70,-16,3
445021,56,-8,1,56,8,1,70,-16,3,70,16,3,77,0,3
445031,56,-8,1,56,8,1,70,-16,3,70,16,3,77,0,3
445041,49,-16,5,49,16,5,70,-8,5,70,8,5,56,0,3
445051,49,-16,5,49,16,5,56,0,3,70,-8,5,70,8,5
446011,63,-24,1,70,-40,3,70,-32,3,77,-40,3,77,-32,3
446021,63,-24,1,70,-40,3,70,-32,3,77,-40,3,77,-32,3
446031,49,0,1,56,0,3,70,0,5,77,-8,5,77,8,5
446041,49,-16,1,56,-8,1,56,-24,1,63,-16,1,70,-32,1
446051,49,0,5,56,-8,5,56,8,5,63,8,5,63,-8,5
446061,49,0,1,56,-8,1,56,8,1,63,0,3,70,0,3
447011,63,-24,1,70,-40,3,70,-32,3,77,-40,3,77,-32,3
447021,63,-24,1,70,-40,3,70,-32,3,77,-40,3,77,-32,3
447031,49,0,1,56,0,3,70,0,5,77,-8,5,77,8,5
447041,49,-16,1,56,-8,1,56,-24,1,63,-16,1,70,-32,1
447051,49,0,5,56,-8,5,56,8,5,63,8,5,63,-8,5
447061,49,-8,1,49,-24,1,63,-8,5,63,-24,5,70,-16,3
448011,63,-24,1,70,-40,3,70,-32,3,77,-40,3,77,-32,3
448021,63,-24,1,70,-40,3,70,-32,3,77,-40,3,77,-32,3
448031,49,0,1,56,0,3,70,0,5,77,-8,5,77,8,5
448041,49,-16,1,56,-8,1,56,-24,1,63,-16,1,70,-32,1
448051,49,0,5,56,-8,5,56,8,5,63,8,5,63,-8,5
448061,56,-16,4,63,-8,1,63,-24,1,77,-8,3,77,-24,3
449011,63,-24,1,70,-40,3,70,-32,3,77,-40,3,77,-32,3
449021,63,-24,1,70,-40,3,70,-32,3,77,-40,3,77,-32,3
449031,49,0,1,56,0,3,70,0,5,77,-8,5,77,8,5
449041,49,-16,1,56,-8,1,56,-24,1,63,-16,1,70,-32,1
449051,49,0,5,56,-8,5,56,8,5,63,8,5,63,-8,5
449061,56,8,1,56,-8,1,77,-24,3,77,24,3,77,0,4
450011,63,-24,1,70,-40,3,70,-32,3,77,-40,3,77,-32,3
450021,63,-24,1,70,-40,3,70,-32,3,77,-40,3,77,-32,3
450031,49,0,1,56,0,3,70,0,5,77,-8,5,77,8,5
450041,49,-16,1,56,-8,1,56,-24,1,63,-16,1,70,-32,1
450051,49,0,5,56,-8,5,56,8,5,63,8,5,63,-8,5
450061,56,8,1,56,-8,1,70,-16,1,70,0,3,70,16,1
451011,49,0,1,56,0,3,70,0,5,77,-8,5,77,8,5
451021,49,-16,1,56,-8,1,56,-24,1,63,-16,1,70,-32,1
451031,49,0,5,56,-8,5,56,8,5,63,8,5,63,-8,5
451041,49,0,1,56,-8,1,56,8,1,63,0,3,70,0,3
451051,49,0,5,56,-8,5,56,8,5,56,0,5,77,0,3
451061,49,0,3,70,-8,5,70,8,5,70,0,5,77,0,5
452011,49,0,1,56,0,3,70,0,5,77,-8,5,77,8,5
452021,49,-16,1,56,-8,1,56,-24,1,63,-16,1,70,-32,1
452031,49,-8,1,49,8,1,49,0,3,63,0,4,77,0,1
452041,49,-24,6,63,-24,1,70,-32,1,70,-40,3,77,-32,3
452051,49,0,5,56,-8,5,56,8,5,56,0,5,77,0,3
452061,49,0,3,70,-8,5,70,8,5,70,0,5,77,0,5
453011,63,-24,1,70,-40,3,70,-32,3,77,-40,3,77,-32,3
453021,63,-24,1,70,-40,3,70,-32,3,77,-40,3,77,-32,3
453031,49,0,1,56,0,3,70,0,5,77,-8,5,77,8,5
453041,49,-16,1,56,-8,1,56,-24,1,63,-16,1,70,-32,1
453051,49,0,5,56,-8,5,56,8,5,63,8,5,63,-8,5
453061,49,0,5,56,-8,5,56,8,5,63,0,3,70,0,3
454011,63,-24,1,70,-40,3,70,-32,3,77,-40,3,77,-32,3
454021,63,-24,1,70,-40,3,70,-32,3,77,-40,3,77,-32,3
454031,49,0,1,56,0,3,70,0,5,77,-8,5,77,8,5
454041,49,-16,1,56,-8,1,56,-24,1,63,-16,1,70,-32,1
454051,49,24,1,56,16,1,56,24,1,63,32,3,70,32,3
454061,49,0,5,56,-8,5,56,8,5,63,0,3,70,0,3
455011,63,-24,1,70,-40,3,70,-32,3,77,-40,3,77,-32,3
455021,63,-24,1,70,-40,3,70,-32,3,77,-40,3,77,-32,3
455031,49,0,1,56,0,3,70,0,5,77,-8,5,77,8,5
455041,49,-16,1,56,-8,1,56,-24,1,63,-16,1,70,-32,1
455051,49,24,1,56,16,1,56,24,1,63,32,3,70,32,3
455061,49,0,5,56,-8,5,56,8,5,63,0,3,70,0,3
456011,63,-24,1,70,-40,3,70,-32,3,77,-40,3,77,-32,3
456021,63,-24,1,70,-40,3,70,-32,3,77,-40,3,77,-32,3
456031,49,0,1,56,0,3,70,0,5,77,-8,5,77,8,5
456041,49,-16,1,56,-8,1,56,-24,1,63,-16,1,70,-32,1
456051,49,24,1,56,16,1,56,24,1,63,32,3,70,32,3
456061,49,0,5,56,-8,5,56,8,5,63,0,3,70,0,3
457011,63,-24,1,70,-40,3,70,-32,3,77,-40,3,77,-32,3
457021,63,-24,1,70,-40,3,70,-32,3,77,-40,3,77,-32,3
457031,49,0,1,56,0,3,70,0,5,77,-8,5,77,8,5
457041,49,-16,1,56,-8,1,56,-24,1,63,-16,1,70,-32,1
457051,49,24,1,56,16,1,56,24,1,63,32,3,70,32,3
457061,49,0,5,56,-8,5,56,8,5,63,0,3,70,0,3
458011,63,-24,1,70,-40,3,70,-32,3,77,-40,3,77,-32,3
458021,63,-24,1,70,-40,3,70,-32,3,77,-40,3,77,-32,3
458031,49,0,1,56,0,3,70,0,5,77,-8,5,77,8,5
458041,49,-16,1,56,-8,1,56,-24,1,63,-16,1,70,-32,1
458051,49,24,1,56,16,1,56,24,1,63,32,3,70,32,3
458061,49,0,5,56,-8,5,56,8,5,63,0,3,70,0,3
459011,63,-24,1,70,-40,3,70,-32,3,77,-40,3,77,-32,3
459021,63,-24,1,70,-40,3,70,-32,3,77,-40,3,77,-32,3
459031,49,0,1,56,0,3,70,0,5,77,-8,5,77,8,5
459041,49,-16,1,56,-8,1,56,-24,1,63,-16,1,70,-32,1
459051,49,24,1,56,16,1,56,24,1,63,32,3,70,32,3
459061,49,0,5,56,-8,5,56,8,5,63,0,3,70,0,3
460011,63,-24,1,70,-40,3,70,-32,3,77,-40,3,77,-32,3
460021,63,-24,1,70,-40,3,70,-32,3,77,-40,3,77,-32,3
460031,49,0,1,56,0,3,70,0,5,77,-8,5,77,8,5
460041,49,-16,1,56,-8,1,56,-24,1,63,-16,1,70,-32,1
460051,49,24,1,56,16,1,56,24,1,63,32,3,70,32,3
460061,49,0,5,56,-8,5,56,8,5,63,0,3,70,0,3
461011,63,-24,1,70,-40,3,70,-32,3,77,-40,3,77,-32,3
461021,63,-24,1,70,-40,3,70,-32,3,77,-40,3,77,-32,3
461031,49,0,1,56,0,3,70,0,5,77,-8,5,77,8,5
461041,49,-16,1,56,-8,1,56,-24,1,63,-16,1,70,-32,1
461051,49,24,1,56,16,1,56,24,1,63,32,3,70,32,3
461061,49,0,5,56,-8,5,56,8,5,63,0,3,70,0,3
462011,63,-24,1,70,-40,3,70,-32,3,77,-40,3,77,-32,3
462021,63,-24,1,70,-40,3,70,-32,3,77,-40,3,77,-32,3
462031,49,0,1,56,0,3,70,0,5,77,-8,5,77,8,5
462041,49,-16,1,56,-8,1,56,-24,1,63,-16,1,70,-32,1
462051,49,24,1,56,16,1,56,24,1,63,32,3,70,32,3
462061,49,0,5,56,-8,5,56,8,5,63,0,3,70,0,3
463011,63,-24,1,70,-40,3,70,-32,3,77,-40,3,77,-32,3
463021,63,-24,1,70,-40,3,70,-32,3,77,-40,3,77,-32,3
463031,49,0,1,56,0,3,70,0,5,77,-8,5,77,8,5
463041,49,-16,1,56,-8,1,56,-24,1,63,-16,1,70,-32,1
463051,49,24,1,56,16,1,56,24,1,63,32,3,70,32,3
463061,49,0,5,56,-8,5,56,8,5,63,0,3,70,0,3
464011,63,-24,1,70,-40,3,70,-32,3,77,-40,3,77,-32,3
464021,63,-24,1,70,-40,3,70,-32,3,77,-40,3,77,-32,3
464031,49,0,1,56,0,3,70,0,5,77,-8,5,77,8,5
464041,49,-16,1,56,-8,1,56,-24,1,63,-16,1,70,-32,1
464051,49,24,1,56,16,1,56,24,1,63,32,3,70,32,3
464061,49,0,5,56,-8,5,56,8,5,63,0,3,70,0,3
465011,63,-24,1,70,-40,3,70,-32,3,77,-40,3,77,-32,3
465021,63,-24,1,70,-40,3,70,-32,3,77,-40,3,77,-32,3
465031,49,0,1,56,0,3,70,0,5,77,-8,5,77,8,5
465041,49,-16,1,56,-8,1,56,-24,1,63,-16,1,70,-32,1
465051,49,24,1,56,16,1,56,24,1,63,32,3,70,32,3
465061,49,0,5,56,-8,5,56,8,5,63,0,3,70,0,3
466011,63,-24,1,70,-40,3,70,-32,3,77,-40,3,77,-32,3
466021,63,-24,1,70,-40,3,70,-32,3,77,-40,3,77,-32,3
466031,49,0,1,56,0,3,70,0,5,77,-8,5,77,8,5
466041,49,-16,1,56,-8,1,56,-24,1,63,-16,1,70,-32,1
466051,49,24,1,56,16,1,56,24,1,63,32,3,70,32,3
466061,49,0,5,56,-8,5,56,8,5,63,0,3,70,0,3
467011,63,-24,1,70,-40,3,70,-32,3,77,-40,3,77,-32,3
467021,63,-24,1,70,-40,3,70,-32,3,77,-40,3,77,-32,3
467031,49,0,1,56,0,3,70,0,5,77,-8,5,77,8,5
467041,49,-16,1,56,-8,1,56,-24,1,63,-16,1,70,-32,1
467051,49,24,1,56,16,1,56,24,1,63,32,3,70,32,3
467061,49,0,5,56,-8,5,56,8,5,63,0,3,70,0,3
499011,56,-16,1,56,0,1,56,16,1,63,-8,1,63,8,1
499021,56,-24,1,56,0,1,63,0,1,70,-24,3,77,-24,3
499031,49,0,0,56,-8,3,56,0,3,56,8,3,63,0,3
499041,56,-8,5,56,8,5,70,-16,5,70,0,5,70,16,5
499051,49,0,3,56,-8,5,56,0,3,56,8,5,63,0,5
499061,49,-16,1,49,0,1,49,16,1,56,0,1,70,0,5
499071,56,-8,3,56,0,1,56,8,3,63,-8,1,63,8,1
499081,56,0,0,63,-16,5,63,16,5,70,-8,5,70,8,5
499091,56,-8,1,56,8,1,63,0,3,70,-8,1,70,8,5
499101,70,-16,1,70,0,1,70,16,1,77,-8,3,77,8,3
499111,70,-16,1,70,0,1,70,16,1,77,-8,3,77,8,3
499121,70,-16,1,70,0,1,70,16,1,77,-8,3,77,8,3
601001,77,8,1,77,0,1,77,-8,1,70,8,1,70,-8,1
602001,77,8,4,77,-8,4,70,16,4,70,0,4,70,-16,4
603001,77,8,3,77,-8,3,63,8,5,63,0,5,63,-8,5
611001,77,16,3,77,0,3,77,-16,3,63,16,1,63,-16,1
612001,77,8,1,77,0,1,77,-8,1,70,8,5,70,-8,5
613001,77,40,3,77,0,3,77,-40,3,49,24,1,49,-24,1
991011,63,0,5,70,-8,5,56,0,5,70,0,5,70,8,5
991021,56,0,5,56,8,5,63,-8,5,56,-8,5,63,8,5
991031,49,0,3,77,0,4,56,0,5,56,-8,5,56,8,5
991041,77,0,5,63,0,3,77,-8,5,70,0,5,77,8,5
991051,56,0,1,63,0,1,63,-8,1,63,8,1,70,0,1
991061,70,0,1,70,-8,3,77,-8,1,70,8,3,77,8,1
991071,77,-40,3,70,-40,0,63,-40,0,70,-32,0,77,-32,0
991081,63,24,5,63,16,5,56,24,5,63,32,5,70,24,5
991091,49,-8,3,49,8,3,56,-8,1,56,8,1,49,0,1
991101,77,40,3,70,40,0,77,-40,3,77,32,0,70,-40,0
991111,70,0,3,56,0,0,70,-8,3,70,8,3,63,0,3
991121,56,8,1,56,-8,1,49,0,1,70,-8,5,70,8,5
991131,77,-40,3,63,-16,4,63,-32,3,63,-24,3,49,-16,0
991141,56,32,1,63,32,3,63,40,1,63,24,1,70,32,3
991151,70,-32,4,70,-40,4,77,-40,3,70,-24,4,63,-32,4
991161,77,0,5,70,-8,3,49,-8,1,70,8,3,49,8,1
991171,70,40,5,63,32,5,63,24,5,63,40,5,70,24,5
991181,49,-16,1,63,0,5,49,16,1,49,0,1,70,0,5
992011,56,0,5,56,-8,5,56,8,5,63,8,5,63,-8,5
992021,77,40,3,77,-40,4,70,32,1,70,40,1,77,32,1
992031,77,32,4,77,40,4,77,-40,3,77,-32,1,70,-40,1
992041,70,0,1,63,-8,1,56,0,1,63,8,1,63,0,1
992051,56,0,1,70,0,1,63,-8,1,63,8,1,63,0,3
992061,77,-40,3,70,-40,0,70,-32,0,63,-40,0,77,-32,0
992071,63,16,1,63,32,1,77,24,4,77,16,4,77,32,4
992081,70,0,3,77,0,1,77,-8,1,77,8,1,63,0,1
992091,77,-40,3,70,-24,1,77,-32,3,70,-32,1,70,-40,1
992101,70,0,3,56,-8,1,56,8,1,70,-8,3,70,8,3
992111,70,8,1,70,-8,1,77,-8,1,77,8,1,77,0,1
992121,77,-40,3,63,-16,4,63,-32,3,63,-24,3,49,-16,0
992131,63,32,1,77,32,3,70,24,1,70,32,3,77,40,3
992141,63,0,4,70,0,4,70,-8,4,77,0,3,70,8,4
992151,77,-8,5,77,8,5,77,0,3,49,-8,0,49,8,0
992161,77,-8,5,77,0,5,49,0,1,77,8,5,56,0,3
993011,70,-16,6,70,-24,6,63,-16,6,77,-16,6,77,-24,6
993021,77,40,3,77,-40,4,56,-8,5,56,8,5,56,0,5
993031,70,-16,1,63,0,3,70,16,1,77,0,3,56,0,1
993041,63,0,1,49,0,1,56,0,1,56,-8,1,56,8,1
993051,77,-8,1,77,8,1,63,0,1,77,0,3,70,0,3
993061,77,-40,3,70,-32,1,70,-40,1,70,-32,1,49,24,1
993071,63,16,1,63,32,1,77,24,5,77,16,5,77,32,5
993081,70,0,5,49,0,1,56,0,3,70,-8,5,70,8,5
993091,77,-8,3,77,8,3,63,-16,1,49,0,1,63,16,1
993101,70,0,3,70,-8,3,56,-8,1,56,8,1,70,8,3
993111,70,40,3,77,40,3,70,32,1,77,32,3,77,24,3
993121,70,32,3,77,40,3,70,40,3,77,24,3,77,32,3
993131,56,0,1,77,0,5,63,0,3,49,-8,3,49,8,3
993141,77,0,5,70,0,5,70,-8,3,70,8,3,49,0,1
993151,70,0,5,63,0,5,77,0,5,77,8,5,77,-8,5
994011,70,0,5,70,-16,5,70,16,5,77,-8,5,77,8,5
994021,70,40,3,63,40,1,70,32,1,77,0,4,77,40,1
994031,63,0,5,70,-8,5,70,8,5,77,0,3,70,0,5
994041,63,0,1,49,0,1,56,-8,1,56,8,1,56,0,3
994051,49,0,1,63,-8,1,63,8,1,70,0,5,63,0,3
994061,77,-40,3,70,-40,1,70,-32,1,49,32,1,77,40,3
994071,49,-8,1,49,0,1,49,8,1,49,16,1,49,-16,1
994081,70,0,5,49,0,1,70,-8,5,56,0,3,70,8,5
994091,70,-24,1,77,-40,3,77,-32,3,70,-32,1,70,-40,1
994101,70,-8,3,70,0,3,56,-8,1,56,8,1,70,8,3
994111,77,0,3,63,-8,1,63,8,1,77,-8,3,77,8,3
994121,49,0,1,56,0,1,56,-8,1,70,0,5,56,8,1
994131,56,0,1,63,0,5,49,-8,1,49,8,1,49,0,3
994141,49,-8,1,63,0,3,77,0,5,70,0,5,49,8,1
994151,63,0,5,63,-8,5,70,-8,5,70,8,5,63,8,5
1000001,49,-40,9,56,-40,9,63,-40,9,70,-40,9,77,-40,9
1000002,70,8,3,56,8,4,56,-8,4,70,-8,4,77,40,0
1000003,56,0,17,63,-8,15,63,8,11,70,-8,15,70,8,15
1000004,56,0,5,70,0,5,77,-40,0,77,-40,0,77,-40,0
1000005,77,0,15,56,8,11,56,-8,11,63,16,11,63,-16,11
1000006,56,8,15,56,-8,15,70,8,23,70,-8,23,49,0,23
1000007,56,0,17,63,-8,15,63,8,11,70,-8,15,70,8,15
1000008,63,0,5,70,-8,5,70,8,5,0,0,0,0,0,0
1000009,77,0,23,55,0,15,0,0,9,0,0,9,0,0,9
1000010,70,0,4,49,0,5,56,8,5,56,-8,5,77,0,3
1000011,63,0,23,49,0,11,70,0,23,70,8,23,70,-8,23
1000012,77,40,13,0,0,0,0,0,0,0,0,0,0,0,0
1000013,49,40,27,49,-40,25,49,8,17,49,-8,17,49,0,17
1000014,49,0,23,56,0,11,63,0,11,70,0,11,77,0,11
1000015,49,0,5,56,-32,6,56,32,7,63,0,5,77,0,5
1000016,63,16,11,70,-16,25,70,8,11,70,16,15,70,24,11
1000017,70,0,3,77,-8,1,77,8,1,49,0,1,56,0,1
1000018,63,-8,17,63,8,17,49,0,11,56,0,15,70,0,15
1000019,49,40,23,56,40,23,63,40,23,70,40,23,77,40,23
1000020,49,0,11,70,-8,23,70,8,23,77,0,23,70,0,15
1000021,49,0,4,56,8,4,56,-8,4,77,0,5,0,0,0
1000022,56,-8,11,56,0,11,56,8,11,63,0,15,77,-8,23
1000023,63,-16,23,63,8,23,70,-16,15,70,0,15,70,16,15
1000024,63,40,15,77,-40,17,63,0,17,70,0,17,77,0,17
1000025,49,-40,17,56,-40,17,63,-40,17,70,-40,17,77,-40,17
1000026,70,0,23,63,-8,11,63,8,11,56,-16,11,56,16,11
1000027,56,-8,3,56,8,3,63,0,3,77,-8,5,77,8,5
1000028,70,0,11,77,-8,15,77,8,15,0,0,9,0,0,9
1000029,56,0,1,63,0,1,63,-8,1,63,8,1,77,0,3
1000030,77,-8,11,77,8,11,63,0,11,77,0,15,70,24,25
1000031,63,0,9,70,-8,9,70,8,9,70,0,15,77,0,9
1000032,56,0,11,63,-16,11,63,-8,11,63,8,11,63,16,11
1000033,49,0,5,56,0,1,63,0,1,70,0,1,77,0,1
1000034,56,0,23,56,8,23,63,-8,11,70,-8,15,70,8,15
1000035,56,-16,1,63,0,1,56,16,1,70,-16,3,70,16,3
1000036,77,0,15,46,0,17,63,15,17,63,-16,17,63,0,17
1000037,20,0,9,63,16,9,70,16,9,56,16,9,49,16,9
1000038,56,-8,11,56,8,11,70,-32,25,70,0,15,70,32,25
1000039,49,0,3,56,0,4,63,0,1,70,0,1,77,0,1
1000040,56,-8,11,56,8,23,63,0,15,70,-8,15,70,8,27
1000041,70,0,1,70,-16,1,70,-8,3,70,8,3,70,16,1
1000042,49,0,11,56,-16,25,56,16,27,63,0,15,70,0,23
1000043,49,0,9,56,-8,9,56,8,9,63,0,9,56,0,9
1000044,49,-40,6,49,-8,5,49,0,5,49,8,5,49,40,7
1000045,63,-16,17,70,-16,15,70,-8,15,70,0,17,77,-16,15
1000046,49,-8,1,49,8,1,63,-16,1,63,16,1,56,0,1
1000047,56,0,11,70,0,15,77,-8,15,77,0,11,77,8,15
1000048,77,0,17,56,0,9,56,-8,9,56,8,9,49,0,9
1000049,77,0,15,49,0,9,63,8,11,70,-8,15,70,8,15
1000050,49,16,11,56,8,11,56,24,11,56,16,15,77,-40,25
1000051,49,0,4,56,-16,3,56,16,3,63,0,3,77,0,3
1000052,56,-8,11,56,8,11,63,0,15,70,-8,15,70,8,15
1000053,49,-8,23,49,8,23,56,0,23,70,-8,15,70,8,15
1000054,49,0,15,56,-8,11,56,8,11,56,0,11,63,0,15
1000055,77,-16,15,77,0,15,77,8,15,77,-8,15,77,16,15
1000056,49,0,11,56,0,11,70,-8,23,70,8,23,77,0,15
1000057,56,-16,1,56,16,1,63,-16,3,63,16,3,77,0,3
1000058,63,0,15,70,-8,15,70,8,15,77,-16,11,77,16,11
1000059,63,0,15,77,-8,23,77,8,23,0,0,9,0,0,9
1000060,77,-24,15,77,-40,15,77,24,15,77,40,15,77,0,15
1000061,56,0,13,63,0,9,63,8,11,70,-8,15,70,8,15
1000062,56,0,11,63,-16,11,63,16,11,70,0,15,77,0,17
1000063,49,-8,3,49,8,3,49,0,3,56,0,1,63,0,6
1000064,56,-8,11,63,16,11,63,8,11,70,-16,25,77,-16,25
1000065,49,0,1,70,40,1,56,-8,3,56,8,3,77,40,3
1000066,49,-8,11,56,8,11,56,0,15,63,-16,15,63,16,15
1000067,77,0,15,70,-40,17,49,0,9,56,0,17,70,40,15
1000068,49,-24,1,49,24,1,56,-18,1,56,-24,5,56,24,5
1000069,49,16,15,56,0,11,63,-8,11,63,8,11,63,0,15
1000070,35,-16,6,42,-16,6,35,24,7,42,24,7,49,-16,6
1000071,42,0,11,56,-16,11,63,8,11,63,16,11,56,16,15
1000072,30,40,9,77,-40,13,49,8,9,70,-8,15,70,8,15
1000073,77,-40,15,77,40,15,77,8,15,77,-8,15,49,0,9
1000074,49,40,17,63,0,15,49,32,17,49,0,9,49,-40,17
1000075,56,0,15,63,0,15,56,-8,15,49,0,9,56,8,9
1000076,56,0,15,63,0,17,49,0,9,56,8,15,70,0,17
1000077,77,40,15,77,32,15,70,32,9,70,40,15,77,24,15
1000078,70,0,17,63,0,17,49,0,17,49,8,15,56,0,17
1000079,56,0,17,56,8,17,56,-8,17,49,0,17,63,0,15
1000080,70,0,17,63,0,17,56,0,17,49,8,15,49,0,17
1000081,63,40,9,49,40,9,77,40,17,56,40,9,70,40,17
1000082,63,40,9,49,32,15,77,40,17,56,40,9,49,40,9
1000083,56,40,9,77,40,17,49,32,15,56,32,15,49,40,9
1000084,50,0,23,60,20,9,77,40,15,60,-20,13,77,-40,13
1100001,63,0,23,63,-8,23,70,-8,23,70,8,23,63,8,23
1100002,70,0,23,63,0,23,77,0,23,77,8,23,77,-8,23
1100003,77,-8,23,77,0,23,49,0,11,77,8,23,56,0,15
1100004,49,-16,11,63,0,23,49,16,11,49,0,11,70,0,23
1100005,70,0,23,63,0,23,77,0,23,77,8,23,77,-8,23
1100006,77,-8,23,77,0,23,49,0,11,77,8,23,56,0,15
1100007,49,-16,11,63,0,23,49,16,11,49,0,11,70,0,23
1200000,63,0,25,49,0,13,56,0,25,70,0,25,77,0,25
1200001,80.5,36.3636322,6,52.5,36.3636322,6,59.5,36.3636322,6,80.5,21.81818008,3,45.5,7.272724152,1
1200002,59.5,0,5,45.5,0,5,52.5,0,23,66.5,0,5,38.5,0,5
1200003,38.5,14.54545593,23,45.5,14.54545593,5,38.5,21.81818008,15,52.5,14.54545593,5,59.5,14.54545593,5
1200004,45.5,14.54545593,23,52.5,14.54545593,5,59.5,14.54545593,5,38.5,21.81818008,2,38.5,14.54545593,23
1200005,59.5,36.3636322,9,66.5,36.3636322,15,66.5,14.54545593,13,80.5,21.81818008,19,73.5,36.3636322,2
1200006,73.5,-29.09090805,11,59.5,-29.09090805,13,66.5,-36.36363602,4,66.5,-29.09090805,4,66.5,-21.81818199,1
1200007,45.5,14.54545593,11,52.5,14.54545593,21,38.5,7.272724152,11,45.5,7.272724152,13,38.5,14.54545593,11
1200008,52.5,36.3636322,11,80.5,36.3636322,3,38.5,36.3636322,1,73.5,36.3636322,5,59.5,36.3636322,17
1200009,80.5,-7.272727966,13,80.5,0,3,73.5,-36.36363602,21,73.5,-14.54545593,4,80.5,-36.36363602,21
1200010,80.5,36.36363602,13,73.5,36.36363602,19,80.5,-36.36363602,11,73.5,-29.09090805,1,38.5,36.36363602,1
1200011,52.5,0,15,38.5,0,9,45.5,14.54545593,15,45.5,7.272724152,15,45.5,0,3
1200012,45.5,36.3636322,1,73.5,36.3636322,5,59.5,36.3636322,17,80.5,36.3636322,3,52.5,36.3636322,11
1200013,38.5,-7.272727966,11,45.5,-14.54545593,17,52.5,-29.09090805,13,38.5,-21.81818199,9,45.5,-29.09090805,17
1200014,80.5,29.09091187,15,80.5,36.3636322,15,66.5,36.3636322,1,66.5,29.09091187,9,73.5,29.09091187,3
1200015,66.5,21.81818008,13,73.5,29.09091187,15,80.5,29.09091187,30,59.5,29.09091187,13,66.5,29.09091187,9
1200016,59.5,7.272725105,17,66.5,7.272725105,17,52.5,7.272725105,17,59.5,14.54545498,17,80.5,36.36363602,13
1200017,52.5,0,17,38.5,7.272724152,9,45.5,0,13,38.5,0,17,45.5,7.272724152,11
1200018,52.5,14.54545593,17,38.5,14.54545593,13,45.5,14.54545593,17,66.5,14.54545593,17,59.5,14.54545593,17
1200019,66.5,36.3636322,23,59.5,29.09091187,4,59.5,36.3636322,23,52.5,36.3636322,13,52.5,29.09091187,23
1200020,38.5,14.54545593,23,45.5,14.54545593,17,38.5,21.81818008,3,38.5,7.272724152,13,52.5,14.54545593,5
1200021,73.5,-36.36363602,9,66.5,-29.09090805,13,66.5,-36.36363602,13,80.5,-36.36363602,15,73.5,-29.09090805,9
1200022,59.5,-36.36363602,19,80.5,-29.09090805,13,73.5,-36.36363602,19,80.5,-36.36363602,19,66.5,-36.36363602,19
1200023,80.5,21.81818008,30,73.5,29.09091187,9,66.5,21.81818008,9,66.5,29.09091187,9,59.5,29.09091187,13
1200024,45.5,-7.272727966,19,52.5,-21.81818199,25,38.5,-21.81818199,25,45.5,-21.81818199,25,38.5,-7.272727966,19
1200025,73.5,21.81818008,17,59.5,21.81818008,17,66.5,21.81818008,17,80.5,29.09090996,13,80.5,21.81818008,17
1200026,66.5,-36.36363602,11,52.5,-36.36363602,13,80.5,-36.36363602,17,73.5,-36.36363602,17,59.5,-36.36363602,9
1200027,73.5,-36.36363602,9,66.5,-29.09090805,13,66.5,-36.36363602,13,80.5,-36.36363602,15,73.5,-29.09090805,9
1200028,80.5,29.09091187,19,73.5,14.54545593,13,80.5,36.3636322,19,80.5,-36.36363602,21,80.5,14.54545593,3
1200029,45.5,29.09091187,11,52.5,29.09091187,13,73.5,29.09091187,17,80.5,29.09091187,17,59.5,29.09091187,9
