序号（6位数的ID只可使用9开头）,类型,等级,挂载点类型（1武将，2战器，3战法，4将魂）,额外增加战力,前置条件,是否可封印,触发条件,是否被动技能,是否团队被动(0|非团队 1|团队),范围,覆盖方式,影响属性,刷新时间(0不刷新|其他刷新),持续时间(0一直存在|其他持续n回合),特效名称,特效目标(0|自己 1|对方),特效位置(0|原点 1|前方 2|后方 3|上方 4|下方 5|左方 6|右方),特效方向(0|原点 1|向前 2|向后 3|向上 4|向下 5|向左 6|向右),类型参数(属性值除以1000填写),单挑几率,单挑被杀死,不受减益,异性伤害提升,技能伤害提升,技能减伤,普攻提高,普攻减伤,防御提高,枪兵减伤,骑兵减伤,弓兵减伤,血量增加,速度变化,攻击范围变化（CSVZhanfa）,被动技能触发几率值,护甲,破甲,抗性,破法,铁壁,穿透,大片图片名,小图标名称,技能名称,技能说明
5002,60,2,1,80,0,0,8102,1,0,1,0,0,0,0,null,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lable_beishui,,蓄势,每持续不动[fed655]6秒[-]，武力提高[fed655]3%[-]，最高可提高[fed655]21%[-]，一旦移动则清空
5003,60,3,1,170,0,0,8103,1,0,12,0,0,0,0,null,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lable_beishui,,蓄势,每持续不动[fed655]6秒[-]，武力提高[fed655]4%[-]，最高可提高[fed655]28%[-]，一旦移动则清空
5004,60,4,1,300,0,0,8104,1,0,12,0,0,0,0,null,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lable_beishui,,蓄势,每持续不动[fed655]6秒[-]，武力提高[fed655]5%[-]，最高可提高[fed655]35%[-]，一旦移动则清空
5005,60,5,1,470,0,0,8105,1,0,12,0,0,0,0,null,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lable_beishui,,蓄势,每持续不动[fed655]6秒[-]，武力提高[fed655]6%[-]，最高可提高[fed655]42%[-]，一旦移动则清空
5006,60,6,1,680,0,0,8106,1,0,12,0,0,0,0,null,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lable_beishui,,蓄势,每持续不动[fed655]6秒[-]，武力提高[fed655]7%[-]，最高可提高[fed655]49%[-]，一旦移动则清空
5007,60,7,1,930,0,0,8107,1,0,1,0,0,0,0,null,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lable_beishui,,蓄势,每持续不动[fed655]6秒[-]，武力提高[fed655]8%[-]，最高可提高[fed655]56%[-]，一旦移动则清空
5008,60,8,1,1220,0,0,8108,1,0,1,0,0,0,0,null,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lable_beishui,,蓄势,每持续不动[fed655]6秒[-]，武力提高[fed655]10%[-]，最高可提高[fed655]70%[-]，一旦移动则清空
5009,60,9,1,1550,0,0,8109,1,0,1,0,0,0,0,null,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lable_beishui,,蓄势,每持续不动[fed655]6秒[-]，武力提高[fed655]12%[-]，最高可提高[fed655]84%[-]，一旦移动则清空
5010,60,10,1,1920,0,0,8110,1,0,1,0,0,0,0,null,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lable_beishui,,蓄势,每持续不动[fed655]6秒[-]，武力提高[fed655]14%[-]，最高可提高[fed655]98%[-]，一旦移动则清空
10001,1001,1,2,10,0,0,0,0,0,11,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,NULL,,护甲,受到普通攻击伤害减少[fed655]1%[-]，敌方武将等级越低减伤效果越高
10002,1001,2,2,29,0,0,0,0,0,11,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,NULL,,护甲,受到普通攻击伤害减少[fed655]2%[-]，敌方武将等级越低减伤效果越高
10003,1001,3,2,50,0,0,0,0,0,11,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,NULL,,护甲,受到普通攻击伤害减少[fed655]3%[-]，敌方武将等级越低减伤效果越高
10004,1001,4,2,73,0,0,0,0,0,11,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,NULL,,护甲,受到普通攻击伤害减少[fed655]4%[-]，敌方武将等级越低减伤效果越高
10005,1001,5,2,98,0,0,0,0,0,11,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,NULL,,护甲,受到普通攻击伤害减少[fed655]5%[-]，敌方武将等级越低减伤效果越高
10006,1001,6,2,125,0,0,0,0,0,11,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,NULL,,护甲,受到普通攻击伤害减少[fed655]6%[-]，敌方武将等级越低减伤效果越高
10007,1001,7,2,154,0,0,0,0,0,11,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,NULL,,护甲,受到普通攻击伤害减少[fed655]7%[-]，敌方武将等级越低减伤效果越高
10008,1001,8,2,185,0,0,0,0,0,11,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,0,0,0,0,0,NULL,,护甲,受到普通攻击伤害减少[fed655]8%[-]，敌方武将等级越低减伤效果越高
10009,1001,9,2,218,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,NULL,,护甲,受到普通攻击伤害减少[fed655]9%[-]，敌方武将等级越低减伤效果越高
10010,1001,10,2,253,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,NULL,,护甲,受到普通攻击伤害减少[fed655]10%[-]，敌方武将等级越低减伤效果越高
10011,1001,11,2,290,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,0,0,0,0,0,NULL,,护甲,受到普通攻击伤害减少[fed655]11%[-]，敌方武将等级越低减伤效果越高
10012,1001,12,2,329,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,0,0,0,0,NULL,,护甲,受到普通攻击伤害减少[fed655]12%[-]，敌方武将等级越低减伤效果越高
10013,1001,13,2,370,0,0,0,0,0,12,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,0,0,0,0,0,NULL,,护甲,受到普通攻击伤害减少[fed655]13%[-]，敌方武将等级越低减伤效果越高
10014,1001,14,2,413,0,0,0,0,0,12,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400,0,0,0,0,0,NULL,,护甲,受到普通攻击伤害减少[fed655]14%[-]，敌方武将等级越低减伤效果越高
10015,1001,15,2,458,0,0,0,0,0,12,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,0,0,0,0,0,NULL,,护甲,受到普通攻击伤害减少[fed655]15%[-]，敌方武将等级越低减伤效果越高
10101,1002,1,2,10,0,0,0,0,0,12,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,NULL,,破甲,无视敌方[fed655]1%[-]的普通攻击减伤，敌方武将等级越低无视效果越高
10102,1002,2,2,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,NULL,,破甲,无视敌方[fed655]2%[-]的普通攻击减伤，敌方武将等级越低无视效果越高
10103,1002,3,2,50,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,NULL,,破甲,无视敌方[fed655]3%[-]的普通攻击减伤，敌方武将等级越低无视效果越高
10104,1002,4,2,73,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,NULL,,破甲,无视敌方[fed655]4%[-]的普通攻击减伤，敌方武将等级越低无视效果越高
10105,1002,5,2,98,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,NULL,,破甲,无视敌方[fed655]5%[-]的普通攻击减伤，敌方武将等级越低无视效果越高
10106,1002,6,2,125,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,NULL,,破甲,无视敌方[fed655]6%[-]的普通攻击减伤，敌方武将等级越低无视效果越高
10107,1002,7,2,154,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,0,0,0,0,NULL,,破甲,无视敌方[fed655]7%[-]的普通攻击减伤，敌方武将等级越低无视效果越高
10108,1002,8,2,185,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,0,0,0,0,NULL,,破甲,无视敌方[fed655]8%[-]的普通攻击减伤，敌方武将等级越低无视效果越高
10109,1002,9,2,218,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,0,0,0,0,NULL,,破甲,无视敌方[fed655]9%[-]的普通攻击减伤，敌方武将等级越低无视效果越高
10110,1002,10,2,253,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,NULL,,破甲,无视敌方[fed655]10%[-]的普通攻击减伤，敌方武将等级越低无视效果越高
10111,1002,11,2,290,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,0,0,0,0,NULL,,破甲,无视敌方[fed655]11%[-]的普通攻击减伤，敌方武将等级越低无视效果越高
10112,1002,12,2,329,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,0,0,0,NULL,,破甲,无视敌方[fed655]12%[-]的普通攻击减伤，敌方武将等级越低无视效果越高
10113,1002,13,2,370,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,0,0,0,0,NULL,,破甲,无视敌方[fed655]13%[-]的普通攻击减伤，敌方武将等级越低无视效果越高
10114,1002,14,2,413,0,0,0,0,0,7,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400,0,0,0,0,NULL,,破甲,无视敌方[fed655]14%[-]的普通攻击减伤，敌方武将等级越低无视效果越高
10115,1002,15,2,458,0,0,0,0,0,7,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,0,0,0,0,NULL,,破甲,无视敌方[fed655]15%[-]的普通攻击减伤，敌方武将等级越低无视效果越高
10201,1003,1,2,10,0,0,0,0,0,7,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,NULL,,抗性,受到技能伤害减少[fed655]1%[-]，敌方武将等级越低减伤效果越高
10202,1003,2,2,29,0,0,0,0,0,7,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,NULL,,抗性,受到技能伤害减少[fed655]2%[-]，敌方武将等级越低减伤效果越高
10203,1003,3,2,50,0,0,0,0,0,13,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,NULL,,抗性,受到技能伤害减少[fed655]3%[-]，敌方武将等级越低减伤效果越高
10204,1003,4,2,73,0,0,0,0,0,13,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,NULL,,抗性,受到技能伤害减少[fed655]4%[-]，敌方武将等级越低减伤效果越高
10205,1003,5,2,98,0,0,0,0,0,13,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,NULL,,抗性,受到技能伤害减少[fed655]5%[-]，敌方武将等级越低减伤效果越高
10206,1003,6,2,125,0,0,0,0,0,13,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,NULL,,抗性,受到技能伤害减少[fed655]6%[-]，敌方武将等级越低减伤效果越高
10207,1003,7,2,154,0,0,0,0,0,7,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,0,0,0,NULL,,抗性,受到技能伤害减少[fed655]7%[-]，敌方武将等级越低减伤效果越高
10208,1003,8,2,185,0,0,0,0,0,7,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,0,0,0,NULL,,抗性,受到技能伤害减少[fed655]8%[-]，敌方武将等级越低减伤效果越高
10209,1003,9,2,218,0,0,0,0,0,7,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,0,0,0,NULL,,抗性,受到技能伤害减少[fed655]9%[-]，敌方武将等级越低减伤效果越高
10210,1003,10,2,253,0,0,0,0,0,7,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,NULL,,抗性,受到技能伤害减少[fed655]10%[-]，敌方武将等级越低减伤效果越高
10211,1003,11,2,290,0,0,0,0,0,12,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,0,0,0,NULL,,抗性,受到技能伤害减少[fed655]11%[-]，敌方武将等级越低减伤效果越高
10212,1003,12,2,329,0,0,0,0,0,12,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,0,0,NULL,,抗性,受到技能伤害减少[fed655]12%[-]，敌方武将等级越低减伤效果越高
10213,1003,13,2,370,0,0,0,0,0,12,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,0,0,0,NULL,,抗性,受到技能伤害减少[fed655]13%[-]，敌方武将等级越低减伤效果越高
10214,1003,14,2,413,0,0,0,0,0,12,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400,0,0,0,NULL,,抗性,受到技能伤害减少[fed655]14%[-]，敌方武将等级越低减伤效果越高
10215,1003,15,2,458,0,0,0,0,0,7,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,0,0,0,NULL,,抗性,受到技能伤害减少[fed655]15%[-]，敌方武将等级越低减伤效果越高
10301,1004,1,2,10,0,0,0,0,0,7,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,NULL,,破法,无视敌方[fed655]1%[-]的技能减伤，敌方武将等级越低无视效果越高
10302,1004,2,2,29,0,0,0,0,0,7,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,NULL,,破法,无视敌方[fed655]2%[-]的技能减伤，敌方武将等级越低无视效果越高
10303,1004,3,2,50,0,0,0,0,0,7,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,NULL,,破法,无视敌方[fed655]3%[-]的技能减伤，敌方武将等级越低无视效果越高
10304,1004,4,2,73,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,NULL,,破法,无视敌方[fed655]4%[-]的技能减伤，敌方武将等级越低无视效果越高
10305,1004,5,2,98,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,NULL,,破法,无视敌方[fed655]5%[-]的技能减伤，敌方武将等级越低无视效果越高
10306,1004,6,2,125,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,0,NULL,,破法,无视敌方[fed655]6%[-]的技能减伤，敌方武将等级越低无视效果越高
10307,1004,7,2,154,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,0,0,NULL,,破法,无视敌方[fed655]7%[-]的技能减伤，敌方武将等级越低无视效果越高
10308,1004,8,2,185,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,0,0,NULL,,破法,无视敌方[fed655]8%[-]的技能减伤，敌方武将等级越低无视效果越高
10309,1004,9,2,218,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,0,0,NULL,,破法,无视敌方[fed655]9%[-]的技能减伤，敌方武将等级越低无视效果越高
10310,1004,10,2,253,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,NULL,,破法,无视敌方[fed655]10%[-]的技能减伤，敌方武将等级越低无视效果越高
10311,1004,11,2,290,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,0,0,NULL,,破法,无视敌方[fed655]11%[-]的技能减伤，敌方武将等级越低无视效果越高
10312,1004,12,2,329,0,0,0,0,0,13,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,0,NULL,,破法,无视敌方[fed655]12%[-]的技能减伤，敌方武将等级越低无视效果越高
10313,1004,13,2,370,0,0,0,0,0,13,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,0,0,NULL,,破法,无视敌方[fed655]13%[-]的技能减伤，敌方武将等级越低无视效果越高
10314,1004,14,2,413,0,0,0,0,0,13,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400,0,0,NULL,,破法,无视敌方[fed655]14%[-]的技能减伤，敌方武将等级越低无视效果越高
10315,1004,15,2,458,0,0,0,0,0,13,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,0,0,NULL,,破法,无视敌方[fed655]15%[-]的技能减伤，敌方武将等级越低无视效果越高
10401,1005,1,2,10,0,0,0,0,0,12,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,NULL,,铁壁,受到阵型特殊攻击伤害减少[fed655]1%[-]，敌方武将等级越低减伤效果越高
10402,1005,2,2,29,0,0,0,0,0,12,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,NULL,,铁壁,受到阵型特殊攻击伤害减少[fed655]2%[-]，敌方武将等级越低减伤效果越高
10403,1005,3,2,50,0,0,0,0,0,12,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,NULL,,铁壁,受到阵型特殊攻击伤害减少[fed655]3%[-]，敌方武将等级越低减伤效果越高
10404,1005,4,2,73,0,0,0,0,0,12,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,NULL,,铁壁,受到阵型特殊攻击伤害减少[fed655]4%[-]，敌方武将等级越低减伤效果越高
10405,1005,5,2,98,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,NULL,,铁壁,受到阵型特殊攻击伤害减少[fed655]5%[-]，敌方武将等级越低减伤效果越高
10406,1005,6,2,125,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,NULL,,铁壁,受到阵型特殊攻击伤害减少[fed655]6%[-]，敌方武将等级越低减伤效果越高
10407,1005,7,2,154,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,0,NULL,,铁壁,受到阵型特殊攻击伤害减少[fed655]7%[-]，敌方武将等级越低减伤效果越高
10408,1005,8,2,185,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,0,NULL,,铁壁,受到阵型特殊攻击伤害减少[fed655]8%[-]，敌方武将等级越低减伤效果越高
10409,1005,9,2,218,0,0,0,0,0,16,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,0,NULL,,铁壁,受到阵型特殊攻击伤害减少[fed655]9%[-]，敌方武将等级越低减伤效果越高
10410,1005,10,2,253,0,0,0,0,0,16,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,NULL,,铁壁,受到阵型特殊攻击伤害减少[fed655]10%[-]，敌方武将等级越低减伤效果越高
10411,1005,11,2,290,0,0,0,0,0,16,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,0,NULL,,铁壁,受到阵型特殊攻击伤害减少[fed655]11%[-]，敌方武将等级越低减伤效果越高
10412,1005,12,2,329,0,0,0,0,0,16,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,NULL,,铁壁,受到阵型特殊攻击伤害减少[fed655]12%[-]，敌方武将等级越低减伤效果越高
10413,1005,13,2,370,0,0,0,0,0,13,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,0,NULL,,铁壁,受到阵型特殊攻击伤害减少[fed655]13%[-]，敌方武将等级越低减伤效果越高
10414,1005,14,2,413,0,0,0,0,0,13,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400,0,NULL,,铁壁,受到阵型特殊攻击伤害减少[fed655]14%[-]，敌方武将等级越低减伤效果越高
10415,1005,15,2,458,0,0,0,0,0,13,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,0,NULL,,铁壁,受到阵型特殊攻击伤害减少[fed655]15%[-]，敌方武将等级越低减伤效果越高
10501,1006,1,2,10,0,0,0,0,0,13,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,NULL,,穿透,无视敌方[fed655]1%[-]的阵型特殊攻击减伤，敌方武将等级越低无视效果越高
10502,1006,2,2,29,0,0,0,0,0,11,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,NULL,,穿透,无视敌方[fed655]2%[-]的阵型特殊攻击减伤，敌方武将等级越低无视效果越高
10503,1006,3,2,50,0,0,0,0,0,11,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,NULL,,穿透,无视敌方[fed655]3%[-]的阵型特殊攻击减伤，敌方武将等级越低无视效果越高
10504,1006,4,2,73,0,0,0,0,0,11,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,NULL,,穿透,无视敌方[fed655]4%[-]的阵型特殊攻击减伤，敌方武将等级越低无视效果越高
10505,1006,5,2,98,0,0,0,0,0,11,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,NULL,,穿透,无视敌方[fed655]5%[-]的阵型特殊攻击减伤，敌方武将等级越低无视效果越高
10506,1006,6,2,125,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,NULL,,穿透,无视敌方[fed655]6%[-]的阵型特殊攻击减伤，敌方武将等级越低无视效果越高
10507,1006,7,2,154,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,NULL,,穿透,无视敌方[fed655]7%[-]的阵型特殊攻击减伤，敌方武将等级越低无视效果越高
10508,1006,8,2,185,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,NULL,,穿透,无视敌方[fed655]8%[-]的阵型特殊攻击减伤，敌方武将等级越低无视效果越高
10509,1006,9,2,218,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,NULL,,穿透,无视敌方[fed655]9%[-]的阵型特殊攻击减伤，敌方武将等级越低无视效果越高
10510,1006,10,2,253,0,0,0,0,0,11,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,NULL,,穿透,无视敌方[fed655]10%[-]的阵型特殊攻击减伤，敌方武将等级越低无视效果越高
10511,1006,11,2,290,0,0,0,0,0,11,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,NULL,,穿透,无视敌方[fed655]11%[-]的阵型特殊攻击减伤，敌方武将等级越低无视效果越高
10512,1006,12,2,329,0,0,0,0,0,11,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,NULL,,穿透,无视敌方[fed655]12%[-]的阵型特殊攻击减伤，敌方武将等级越低无视效果越高
10513,1006,13,2,370,0,0,0,0,0,11,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,NULL,,穿透,无视敌方[fed655]13%[-]的阵型特殊攻击减伤，敌方武将等级越低无视效果越高
10514,1006,14,2,413,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400,NULL,,穿透,无视敌方[fed655]14%[-]的阵型特殊攻击减伤，敌方武将等级越低无视效果越高
10515,1006,15,2,458,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,NULL,,穿透,无视敌方[fed655]15%[-]的阵型特殊攻击减伤，敌方武将等级越低无视效果越高
