ID,赛季id,服务器ID,服务器名字,分组ID(>0),阵营
6442,83,30003521,s482,2,2
6443,83,30003523,s484,2,2
6444,83,10000342,s12,2,3
6445,83,10000348,s18,2,3
6446,83,30003058,s28,2,3
6447,83,30003096,s66,2,3
6448,83,30003099,s69,2,3
6449,83,30003112,s82,2,3
6450,83,30003131,s101,2,3
6451,83,30003136,s106,2,3
6452,83,30003153,s123,2,3
6453,83,30003164,s134,2,3
6454,83,30003165,s135,2,3
6455,83,30003173,s143,2,3
6456,83,30003198,s168,2,3
6457,83,30003201,s171,2,3
6458,83,30003220,s190,2,3
6459,83,30003221,s191,2,3
6460,83,30003225,s195,2,3
6461,83,30003230,s200,2,3
6462,83,30003236,s206,2,3
6463,83,30003278,s248,2,3
6464,83,30003294,s264,2,3
6465,83,30003300,s270,2,3
6466,83,30003328,s298,2,3
6467,83,30003332,s302,2,3
6468,83,30003337,s307,2,3
6469,83,30003340,s310,2,3
6470,83,30003374,s335,2,3
6471,83,30003380,s341,2,3
6472,83,30003388,s349,2,3
6473,83,30003393,s354,2,3
6474,83,30003398,s359,2,3
6475,83,30003400,s361,2,3
6476,83,30003405,s366,2,3
6477,83,30003407,s368,2,3
6478,83,30003425,s386,2,3
6479,83,30003437,s398,2,3
6480,83,30003455,s416,2,3
6481,83,30003457,s418,2,3
6482,83,30003464,s425,2,3
6483,83,30003466,s427,2,3
6484,83,30003482,s443,2,3
6485,83,30003515,s476,2,3
6486,83,10000345,s15,2,4
6487,83,30003061,s31,2,4
6488,83,30003070,s40,2,4
6489,83,30003088,s58,2,4
6490,83,30003092,s62,2,4
6491,83,30003110,s80,2,4
6492,83,30003116,s86,2,4
6493,83,30003122,s92,2,4
6494,83,30003126,s96,2,4
6495,83,30003130,s100,2,4
6496,83,30003144,s114,2,4
6497,83,30003155,s125,2,4
6498,83,30003158,s128,2,4
6499,83,30003162,s132,2,4
6500,83,30003178,s148,2,4
6501,83,30003184,s154,2,4
6502,83,30003207,s177,2,4
6503,83,30003228,s198,2,4
6504,83,30003233,s203,2,4
6505,83,30003245,s215,2,4
6506,83,30003253,s223,2,4
6507,83,30003269,s239,2,4
6508,83,30003310,s280,2,4
6509,83,30003315,s285,2,4
6510,83,30003325,s295,2,4
6511,83,30003326,s296,2,4
6512,83,30003329,s299,2,4
6513,83,30003331,s301,2,4
6514,83,30003338,s308,2,4
6515,83,30003346,s316,2,4
6516,83,30003363,s324,2,4
6517,83,30003408,s369,2,4
6518,83,30003419,s380,2,4
6519,83,30003426,s387,2,4
6520,83,30003429,s390,2,4
6521,83,30003452,s413,2,4
6522,83,30003456,s417,2,4
6523,83,30003462,s423,2,4
6524,83,30003500,s461,2,4
6525,83,30003535,s496,2,4
6526,83,30003079,s49,3,1
6527,83,30003080,s50,3,1
6528,83,30003090,s60,3,1
6529,83,30003094,s64,3,1
6530,83,30003098,s68,3,1
6531,83,30003100,s70,3,1
6532,83,30003127,s97,3,1
6533,83,30003134,s104,3,1
6534,83,30003140,s110,3,1
6535,83,30003143,s113,3,1
6536,83,30003156,s126,3,1
6537,83,30003168,s138,3,1
6538,83,30003182,s152,3,1
6539,83,30003194,s164,3,1
6540,83,30003200,s170,3,1
6541,83,30003226,s196,3,1
6542,83,30003232,s202,3,1
6543,83,30003263,s233,3,1
6544,83,30003283,s253,3,1
6545,83,30003296,s266,3,1
6546,83,30003305,s275,3,1
6547,83,30003308,s278,3,1
6548,83,30003333,s303,3,1
6549,83,30003334,s304,3,1
6550,83,30003362,s323,3,1
6551,83,30003384,s345,3,1
6552,83,30003391,s352,3,1
6553,83,30003396,s357,3,1
6554,83,30003402,s363,3,1
6555,83,30003410,s371,3,1
6556,83,30003415,s376,3,1
6557,83,30003416,s377,3,1
6558,83,30003424,s385,3,1
6559,83,30003431,s392,3,1
6560,83,30003441,s402,3,1
6561,83,30003465,s426,3,1
6562,83,30003474,s435,3,1
6563,83,30003487,s448,3,1
6564,83,30003518,s479,3,1
6565,83,30003525,s486,3,1
6566,83,30003526,s487,3,1
6567,83,30003537,s498,3,1
6568,83,10000337,s7,3,2
6569,83,10000338,s8,3,2
6570,83,30003064,s34,3,2
6571,83,30003072,s42,3,2
6572,83,30003073,s43,3,2
6573,83,30003086,s56,3,2
6574,83,30003093,s63,3,2
6575,83,30003104,s74,3,2
6576,83,30003105,s75,3,2
6577,83,30003118,s88,3,2
6578,83,30003141,s111,3,2
6579,83,30003150,s120,3,2
6580,83,30003169,s139,3,2
6581,83,30003218,s188,3,2
6582,83,30003243,s213,3,2
6583,83,30003258,s228,3,2
6584,83,30003262,s232,3,2
6585,83,30003289,s259,3,2
6586,83,30003317,s287,3,2
6587,83,30003319,s289,3,2
6588,83,30003349,s319,3,2
6589,83,30003361,s322,3,2
6590,83,30003365,s326,3,2
6591,83,30003366,s327,3,2
6592,83,30003414,s375,3,2
6593,83,30003421,s382,3,2
6594,83,30003427,s388,3,2
6595,83,30003430,s391,3,2
6596,83,30003442,s403,3,2
6597,83,30003450,s411,3,2
6598,83,30003451,s412,3,2
6599,83,30003460,s421,3,2
6600,83,30003471,s432,3,2
6601,83,30003473,s434,3,2
6602,83,30003478,s439,3,2
6603,83,30003484,s445,3,2
6604,83,30003501,s462,3,2
6605,83,30003503,s464,3,2
6606,83,30003510,s471,3,2
6607,83,30003516,s477,3,2
6608,83,30003536,s497,3,2
6609,83,30003540,s501,3,2
6610,83,10000333,s3,3,3
6611,83,10000350,s20,3,3
6612,83,30003063,s33,3,3
6613,83,30003082,s52,3,3
6614,83,30003087,s57,3,3
6615,83,30003103,s73,3,3
6616,83,30003114,s84,3,3
6617,83,30003117,s87,3,3
6618,83,30003119,s89,3,3
6619,83,30003123,s93,3,3
6620,83,30003137,s107,3,3
6621,83,30003154,s124,3,3
6622,83,30003177,s147,3,3
6623,83,30003181,s151,3,3
6624,83,30003195,s165,3,3
6625,83,30003208,s178,3,3
6626,83,30003224,s194,3,3
6627,83,30003271,s241,3,3
6628,83,30003307,s277,3,3
6629,83,30003313,s283,3,3
6630,83,30003318,s288,3,3
6631,83,30003342,s312,3,3
6632,83,30003344,s314,3,3
6633,83,30003375,s336,3,3
6634,83,30003379,s340,3,3
6635,83,30003397,s358,3,3
6636,83,30003412,s373,3,3
6637,83,30003438,s399,3,3
6638,83,30003439,s400,3,3
6639,83,30003447,s408,3,3
6640,83,30003458,s419,3,3
6641,83,30003463,s424,3,3
6642,83,30003470,s431,3,3
6643,83,30003476,s437,3,3
6644,83,30003480,s441,3,3
6645,83,30003481,s442,3,3
6646,83,30003483,s444,3,3
6647,83,30003486,s447,3,3
6648,83,30003508,s469,3,3
6649,83,30003512,s473,3,3
6650,83,30003532,s493,3,3
6651,83,10000334,s4,3,4
6652,83,10000335,s5,3,4
6653,83,10000344,s14,3,4
6654,83,30003067,s37,3,4
6655,83,30003107,s77,3,4
6656,83,30003128,s98,3,4
6657,83,30003142,s112,3,4
6658,83,30003147,s117,3,4
6659,83,30003160,s130,3,4
6660,83,30003175,s145,3,4
6661,83,30003192,s162,3,4
6662,83,30003196,s166,3,4
6663,83,30003204,s174,3,4
6664,83,30003209,s179,3,4
6665,83,30003219,s189,3,4
6666,83,30003238,s208,3,4
6667,83,30003242,s212,3,4
6668,83,30003248,s218,3,4
6669,83,30003254,s224,3,4
6670,83,30003268,s238,3,4
6671,83,30003272,s242,3,4
6672,83,30003276,s246,3,4
6673,83,30003281,s251,3,4
6674,83,30003290,s260,3,4
6675,83,30003303,s273,3,4
6676,83,30003314,s284,3,4
6677,83,30003330,s300,3,4
6678,83,30003347,s317,3,4
6679,83,30003351,s321,3,4
6680,83,30003381,s342,3,4
6681,83,30003387,s348,3,4
6682,83,30003401,s362,3,4
6683,83,30003403,s364,3,4
6684,83,30003448,s409,3,4
6685,83,30003449,s410,3,4
6686,83,30003453,s414,3,4
6687,83,30003477,s438,3,4
6688,83,30003489,s450,3,4
6689,83,30003505,s466,3,4
6690,83,30003517,s478,3,4
6691,83,30003527,s488,3,4
6692,83,30003539,s500,3,4
6693,84,30003059,s29,1,2
6694,84,30003062,s32,1,2
6695,84,30003066,s36,1,2
6696,84,30003069,s39,1,2
6697,84,30003085,s55,1,2
6698,84,30003108,s78,1,2
6699,84,30003115,s85,1,2
6700,84,30003125,s95,1,2
6701,84,30003133,s103,1,2
6702,84,30003138,s108,1,2
6703,84,30003148,s118,1,2
6704,84,30003149,s119,1,2
6705,84,30003183,s153,1,2
6706,84,30003197,s167,1,2
6707,84,30003214,s184,1,2
6708,84,30003215,s185,1,2
6709,84,30003237,s207,1,2
6710,84,30003241,s211,1,2
6711,84,30003247,s217,1,2
6712,84,30003255,s225,1,2
6713,84,30003256,s226,1,2
6714,84,30003257,s227,1,2
6715,84,30003265,s235,1,2
6716,84,30003266,s236,1,2
6717,84,30003275,s245,1,2
6718,84,30003293,s263,1,2
6719,84,30003309,s279,1,2
6720,84,30003350,s320,1,2
6721,84,30003367,s328,1,2
6722,84,30003368,s329,1,2
6723,84,30003372,s333,1,2
6724,84,30003386,s347,1,2
6725,84,30003389,s350,1,2
6726,84,30003404,s365,1,2
6727,84,30003413,s374,1,2
6728,84,30003422,s383,1,2
6729,84,30003440,s401,1,2
6730,84,30003445,s406,1,2
6731,84,30003497,s458,1,2
6732,84,30003499,s460,1,2
6733,84,30003504,s465,1,2
6734,84,30003534,s495,1,2
6735,84,10000336,s6,1,3
6736,84,10000343,s13,1,3
6737,84,10000352,s22,1,3
6738,84,30000355,s25,1,3
6739,84,300003057,s27,1,3
6740,84,30003077,s47,1,3
6741,84,30003078,s48,1,3
6742,84,30003091,s61,1,3
6743,84,30003121,s91,1,3
6744,84,30003139,s109,1,3
6745,84,30003157,s127,1,3
6746,84,30003163,s133,1,3
6747,84,30003176,s146,1,3
6748,84,30003185,s155,1,3
6749,84,30003206,s176,1,3
6750,84,30003239,s209,1,3
6751,84,30003251,s221,1,3
6752,84,30003252,s222,1,3
6753,84,30003267,s237,1,3
6754,84,30003279,s249,1,3
6755,84,30003297,s267,1,3
6756,84,30003312,s282,1,3
6757,84,30003343,s313,1,3
6758,84,30003345,s315,1,3
6759,84,30003369,s330,1,3
6760,84,30003371,s332,1,3
6761,84,30003378,s339,1,3
6762,84,30003417,s378,1,3
6763,84,30003423,s384,1,3
6764,84,30003433,s394,1,3
6765,84,30003435,s396,1,3
6766,84,30003443,s404,1,3
6767,84,30003444,s405,1,3
6768,84,30003467,s428,1,3
6769,84,30003469,s430,1,3
6770,84,30003475,s436,1,3
6771,84,30003493,s454,1,3
6772,84,30003506,s467,1,3
6773,84,30003511,s472,1,3
6774,84,30003522,s483,1,3
6775,84,30003531,s492,1,3
6776,84,30003541,s502,1,3
6777,84,10000331,s1,1,4
6778,84,10000340,s10,1,4
6779,84,10000351,s21,1,4
6780,84,30003065,s35,1,4
6781,84,30003068,s38,1,4
6782,84,30003071,s41,1,4
6783,84,30003124,s94,1,4
6784,84,30003132,s102,1,4
6785,84,30003166,s136,1,4
6786,84,30003180,s150,1,4
6787,84,30003188,s158,1,4
6788,84,30003191,s161,1,4
6789,84,30003193,s163,1,4
6790,84,30003199,s169,1,4
6791,84,30003210,s180,1,4
6792,84,30003211,s181,1,4
6793,84,30003223,s193,1,4
6794,84,30003229,s199,1,4
6795,84,30003244,s214,1,4
6796,84,30003261,s231,1,4
6797,84,30003264,s234,1,4
6798,84,30003273,s243,1,4
6799,84,30003285,s255,1,4
6800,84,30003286,s256,1,4
6801,84,30003288,s258,1,4
6802,84,30003291,s261,1,4
6803,84,30003301,s271,1,4
6804,84,30003302,s272,1,4
6805,84,30003320,s290,1,4
6806,84,30003382,s343,1,4
6807,84,30003390,s351,1,4
6808,84,30003409,s370,1,4
6809,84,30003418,s379,1,4
6810,84,30003420,s381,1,4
6811,84,30003432,s393,1,4
6812,84,30003459,s420,1,4
6813,84,30003468,s429,1,4
6814,84,30003485,s446,1,4
6815,84,30003490,s451,1,4
6816,84,30003496,s457,1,4
6817,84,30003520,s481,1,4
6818,84,30003544,s505,1,4
6819,84,30003545,s506,1,4
6820,84,10000339,s9,1,1
6821,84,10000341,s11,1,1
6822,84,10000346,s16,1,1
6823,84,10000347,s17,1,1
6824,84,30000354,s24,1,1
6825,84,30003076,s46,1,1
6826,84,30003081,s51,1,1
6827,84,30003084,s54,1,1
6828,84,30003097,s67,1,1
6829,84,30003109,s79,1,1
6830,84,30003111,s81,1,1
6831,84,30003120,s90,1,1
6832,84,30003159,s129,1,1
6833,84,30003170,s140,1,1
6834,84,30003190,s160,1,1
6835,84,30003202,s172,1,1
6836,84,30003216,s186,1,1
6837,84,30003231,s201,1,1
6838,84,30003240,s210,1,1
6839,84,30003277,s247,1,1
6840,84,30003280,s250,1,1
6841,84,30003287,s257,1,1
6842,84,30003311,s281,1,1
6843,84,30003335,s305,1,1
6844,84,30003348,s318,1,1
6845,84,30003364,s325,1,1
6846,84,30003376,s337,1,1
6847,84,30003383,s344,1,1
6848,84,30003394,s355,1,1
6849,84,30003395,s356,1,1
6850,84,30003399,s360,1,1
6851,84,30003434,s395,1,1
6852,84,30003461,s422,1,1
6853,84,30003472,s433,1,1
6854,84,30003479,s440,1,1
6855,84,30003495,s456,1,1
6856,84,30003502,s463,1,1
6857,84,30003507,s468,1,1
6858,84,30003514,s475,1,1
6859,84,30003529,s490,1,1
6860,84,30003530,s491,1,1
6861,84,30003533,s494,1,1
6862,84,30003538,s499,1,1
6863,84,30003542,s503,1,1
6864,84,10000332,s2,2,2
6865,84,10000349,s19,2,2
6866,84,300003056,s26,2,2
6867,84,30003074,s44,2,2
6868,84,30003106,s76,2,2
6869,84,30003146,s116,2,2
6870,84,30003151,s121,2,2
6871,84,30003152,s122,2,2
6872,84,30003174,s144,2,2
6873,84,30003179,s149,2,2
6874,84,30003186,s156,2,2
6875,84,30003189,s159,2,2
6876,84,30003205,s175,2,2
6877,84,30003222,s192,2,2
6878,84,30003227,s197,2,2
6879,84,30003249,s219,2,2
6880,84,30003250,s220,2,2
6881,84,30003259,s229,2,2
6882,84,30003260,s230,2,2
6883,84,30003274,s244,2,2
6884,84,30003282,s252,2,2
6885,84,30003292,s262,2,2
6886,84,30003295,s265,2,2
6887,84,30003299,s269,2,2
6888,84,30003321,s291,2,2
6889,84,30003324,s294,2,2
6890,84,30003339,s309,2,2
6891,84,30003377,s338,2,2
6892,84,30003385,s346,2,2
6893,84,30003406,s367,2,2
6894,84,30003411,s372,2,2
6895,84,30003428,s389,2,2
6896,84,30003436,s397,2,2
6897,84,30003446,s407,2,2
6898,84,30003488,s449,2,2
6899,84,30003491,s452,2,2
6900,84,30003492,s453,2,2
6901,84,30003494,s455,2,2
6902,84,30003498,s459,2,2
6903,84,30003509,s470,2,2
6904,84,30003524,s485,2,2
6905,84,30003528,s489,2,2
6906,84,30003543,s504,2,2
6907,84,10000353,s23,2,3
6908,84,30003060,s30,2,3
6909,84,30003075,s45,2,3
6910,84,30003083,s53,2,3
6911,84,30003089,s59,2,3
6912,84,30003095,s65,2,3
6913,84,30003101,s71,2,3
6914,84,30003102,s72,2,3
6915,84,30003113,s83,2,3
6916,84,30003129,s99,2,3
6917,84,30003135,s105,2,3
6918,84,30003145,s115,2,3
6919,84,30003161,s131,2,3
6920,84,30003167,s137,2,3
6921,84,30003171,s141,2,3
6922,84,30003172,s142,2,3
6923,84,30003187,s157,2,3
6924,84,30003203,s173,2,3
6925,84,30003212,s182,2,3
6926,84,30003213,s183,2,3
6927,84,30003217,s187,2,3
6928,84,30003234,s204,2,3
6929,84,30003235,s205,2,3
6930,84,30003246,s216,2,3
6931,84,30003270,s240,2,3
6932,84,30003284,s254,2,3
6933,84,30003298,s268,2,3
6934,84,30003304,s274,2,3
6935,84,30003306,s276,2,3
6936,84,30003316,s286,2,3
6937,84,30003322,s292,2,3
6938,84,30003323,s293,2,3
6939,84,30003327,s297,2,3
6940,84,30003336,s306,2,3
6941,84,30003341,s311,2,3
6942,84,30003370,s331,2,3
6943,84,30003373,s334,2,3
6944,84,30003392,s353,2,3
6945,84,30003454,s415,2,3
6946,84,30003513,s474,2,3
6947,84,30003519,s480,2,3
6948,84,30003521,s482,2,3
6949,84,30003523,s484,2,3
6950,84,10000342,s12,2,4
6951,84,10000348,s18,2,4
6952,84,30003058,s28,2,4
6953,84,30003096,s66,2,4
6954,84,30003099,s69,2,4
6955,84,30003112,s82,2,4
6956,84,30003131,s101,2,4
6957,84,30003136,s106,2,4
6958,84,30003153,s123,2,4
6959,84,30003164,s134,2,4
6960,84,30003165,s135,2,4
6961,84,30003173,s143,2,4
6962,84,30003198,s168,2,4
6963,84,30003201,s171,2,4
6964,84,30003220,s190,2,4
6965,84,30003221,s191,2,4
6966,84,30003225,s195,2,4
6967,84,30003230,s200,2,4
6968,84,30003236,s206,2,4
6969,84,30003278,s248,2,4
6970,84,30003294,s264,2,4
6971,84,30003300,s270,2,4
6972,84,30003328,s298,2,4
6973,84,30003332,s302,2,4
6974,84,30003337,s307,2,4
6975,84,30003340,s310,2,4
6976,84,30003374,s335,2,4
6977,84,30003380,s341,2,4
6978,84,30003388,s349,2,4
6979,84,30003393,s354,2,4
6980,84,30003398,s359,2,4
6981,84,30003400,s361,2,4
6982,84,30003405,s366,2,4
6983,84,30003407,s368,2,4
6984,84,30003425,s386,2,4
6985,84,30003437,s398,2,4
6986,84,30003455,s416,2,4
6987,84,30003457,s418,2,4
6988,84,30003464,s425,2,4
6989,84,30003466,s427,2,4
6990,84,30003482,s443,2,4
6991,84,30003515,s476,2,4
6992,84,10000345,s15,2,1
6993,84,30003061,s31,2,1
6994,84,30003070,s40,2,1
6995,84,30003088,s58,2,1
6996,84,30003092,s62,2,1
6997,84,30003110,s80,2,1
6998,84,30003116,s86,2,1
6999,84,30003122,s92,2,1
7000,84,30003126,s96,2,1
7001,84,30003130,s100,2,1
7002,84,30003144,s114,2,1
7003,84,30003155,s125,2,1
7004,84,30003158,s128,2,1
7005,84,30003162,s132,2,1
7006,84,30003178,s148,2,1
7007,84,30003184,s154,2,1
7008,84,30003207,s177,2,1
7009,84,30003228,s198,2,1
7010,84,30003233,s203,2,1
7011,84,30003245,s215,2,1
7012,84,30003253,s223,2,1
7013,84,30003269,s239,2,1
7014,84,30003310,s280,2,1
7015,84,30003315,s285,2,1
7016,84,30003325,s295,2,1
7017,84,30003326,s296,2,1
7018,84,30003329,s299,2,1
7019,84,30003331,s301,2,1
7020,84,30003338,s308,2,1
7021,84,30003346,s316,2,1
7022,84,30003363,s324,2,1
7023,84,30003408,s369,2,1
7024,84,30003419,s380,2,1
7025,84,30003426,s387,2,1
7026,84,30003429,s390,2,1
7027,84,30003452,s413,2,1
7028,84,30003456,s417,2,1
7029,84,30003462,s423,2,1
7030,84,30003500,s461,2,1
7031,84,30003535,s496,2,1
7032,84,30003079,s49,3,2
7033,84,30003080,s50,3,2
7034,84,30003090,s60,3,2
7035,84,30003094,s64,3,2
7036,84,30003098,s68,3,2
7037,84,30003100,s70,3,2
7038,84,30003127,s97,3,2
7039,84,30003134,s104,3,2
7040,84,30003140,s110,3,2
7041,84,30003143,s113,3,2
7042,84,30003156,s126,3,2
7043,84,30003168,s138,3,2
7044,84,30003182,s152,3,2
7045,84,30003194,s164,3,2
7046,84,30003200,s170,3,2
7047,84,30003226,s196,3,2
7048,84,30003232,s202,3,2
7049,84,30003263,s233,3,2
7050,84,30003283,s253,3,2
7051,84,30003296,s266,3,2
7052,84,30003305,s275,3,2
7053,84,30003308,s278,3,2
7054,84,30003333,s303,3,2
7055,84,30003334,s304,3,2
7056,84,30003362,s323,3,2
7057,84,30003384,s345,3,2
7058,84,30003391,s352,3,2
7059,84,30003396,s357,3,2
7060,84,30003402,s363,3,2
7061,84,30003410,s371,3,2
7062,84,30003415,s376,3,2
7063,84,30003416,s377,3,2
7064,84,30003424,s385,3,2
7065,84,30003431,s392,3,2
7066,84,30003441,s402,3,2
7067,84,30003465,s426,3,2
7068,84,30003474,s435,3,2
7069,84,30003487,s448,3,2
7070,84,30003518,s479,3,2
7071,84,30003525,s486,3,2
7072,84,30003526,s487,3,2
7073,84,30003537,s498,3,2
7074,84,10000337,s7,3,3
7075,84,10000338,s8,3,3
7076,84,30003064,s34,3,3
7077,84,30003072,s42,3,3
7078,84,30003073,s43,3,3
7079,84,30003086,s56,3,3
7080,84,30003093,s63,3,3
7081,84,30003104,s74,3,3
7082,84,30003105,s75,3,3
7083,84,30003118,s88,3,3
7084,84,30003141,s111,3,3
7085,84,30003150,s120,3,3
7086,84,30003169,s139,3,3
7087,84,30003218,s188,3,3
7088,84,30003243,s213,3,3
7089,84,30003258,s228,3,3
7090,84,30003262,s232,3,3
7091,84,30003289,s259,3,3
7092,84,30003317,s287,3,3
7093,84,30003319,s289,3,3
7094,84,30003349,s319,3,3
7095,84,30003361,s322,3,3
7096,84,30003365,s326,3,3
7097,84,30003366,s327,3,3
7098,84,30003414,s375,3,3
7099,84,30003421,s382,3,3
7100,84,30003427,s388,3,3
7101,84,30003430,s391,3,3
7102,84,30003442,s403,3,3
7103,84,30003450,s411,3,3
7104,84,30003451,s412,3,3
7105,84,30003460,s421,3,3
7106,84,30003471,s432,3,3
7107,84,30003473,s434,3,3
7108,84,30003478,s439,3,3
7109,84,30003484,s445,3,3
7110,84,30003501,s462,3,3
7111,84,30003503,s464,3,3
7112,84,30003510,s471,3,3
7113,84,30003516,s477,3,3
7114,84,30003536,s497,3,3
7115,84,30003540,s501,3,3
7116,84,10000333,s3,3,4
7117,84,10000350,s20,3,4
7118,84,30003063,s33,3,4
7119,84,30003082,s52,3,4
7120,84,30003087,s57,3,4
7121,84,30003103,s73,3,4
7122,84,30003114,s84,3,4
7123,84,30003117,s87,3,4
7124,84,30003119,s89,3,4
7125,84,30003123,s93,3,4
7126,84,30003137,s107,3,4
7127,84,30003154,s124,3,4
7128,84,30003177,s147,3,4
7129,84,30003181,s151,3,4
7130,84,30003195,s165,3,4
7131,84,30003208,s178,3,4
7132,84,30003224,s194,3,4
7133,84,30003271,s241,3,4
7134,84,30003307,s277,3,4
7135,84,30003313,s283,3,4
7136,84,30003318,s288,3,4
7137,84,30003342,s312,3,4
7138,84,30003344,s314,3,4
7139,84,30003375,s336,3,4
7140,84,30003379,s340,3,4
7141,84,30003397,s358,3,4
7142,84,30003412,s373,3,4
7143,84,30003438,s399,3,4
7144,84,30003439,s400,3,4
7145,84,30003447,s408,3,4
7146,84,30003458,s419,3,4
7147,84,30003463,s424,3,4
7148,84,30003470,s431,3,4
7149,84,30003476,s437,3,4
7150,84,30003480,s441,3,4
7151,84,30003481,s442,3,4
7152,84,30003483,s444,3,4
7153,84,30003486,s447,3,4
7154,84,30003508,s469,3,4
7155,84,30003512,s473,3,4
7156,84,30003532,s493,3,4
7157,84,10000334,s4,3,1
7158,84,10000335,s5,3,1
7159,84,10000344,s14,3,1
7160,84,30003067,s37,3,1
7161,84,30003107,s77,3,1
7162,84,30003128,s98,3,1
7163,84,30003142,s112,3,1
7164,84,30003147,s117,3,1
7165,84,30003160,s130,3,1
7166,84,30003175,s145,3,1
7167,84,30003192,s162,3,1
7168,84,30003196,s166,3,1
7169,84,30003204,s174,3,1
7170,84,30003209,s179,3,1
7171,84,30003219,s189,3,1
7172,84,30003238,s208,3,1
7173,84,30003242,s212,3,1
7174,84,30003248,s218,3,1
7175,84,30003254,s224,3,1
7176,84,30003268,s238,3,1
7177,84,30003272,s242,3,1
7178,84,30003276,s246,3,1
7179,84,30003281,s251,3,1
7180,84,30003290,s260,3,1
7181,84,30003303,s273,3,1
7182,84,30003314,s284,3,1
7183,84,30003330,s300,3,1
7184,84,30003347,s317,3,1
7185,84,30003351,s321,3,1
7186,84,30003381,s342,3,1
7187,84,30003387,s348,3,1
7188,84,30003401,s362,3,1
7189,84,30003403,s364,3,1
7190,84,30003448,s409,3,1
7191,84,30003449,s410,3,1
7192,84,30003453,s414,3,1
7193,84,30003477,s438,3,1
7194,84,30003489,s450,3,1
7195,84,30003505,s466,3,1
7196,84,30003517,s478,3,1
7197,84,30003527,s488,3,1
7198,84,30003539,s500,3,1
7199,85,10000339,s9,1,1
7200,85,10000341,s11,1,1
7201,85,10000343,s13,1,1
7202,85,10000350,s20,1,1
7203,85,30000355,s25,1,1
7204,85,30003068,s38,1,1
7205,85,30003077,s47,1,1
7206,85,30003085,s55,1,1
7207,85,30003089,s59,1,1
7208,85,30003097,s67,1,1
7209,85,30003107,s77,1,1
7210,85,30003146,s116,1,1
7211,85,30003158,s128,1,1
7212,85,30003162,s132,1,1
7213,85,30003164,s134,1,1
7214,85,30003165,s135,1,1
7215,85,30003169,s139,1,1
7216,85,30003185,s155,1,1
7217,85,30003213,s183,1,1
7218,85,30003236,s206,1,1
7219,85,30003261,s231,1,1
7220,85,30003268,s238,1,1
7221,85,30003271,s241,1,1
7222,85,30003303,s273,1,1
7223,85,30003311,s281,1,1
7224,85,30003336,s306,1,1
7225,85,30003351,s321,1,1
7226,85,30003369,s330,1,1
7227,85,30003382,s343,1,1
7228,85,30003399,s360,1,1
7229,85,30003405,s366,1,1
7230,85,30003442,s403,1,1
7231,85,30003454,s415,1,1
7232,85,30003467,s428,1,1
7233,85,30003500,s461,1,1
7234,85,30003501,s462,1,1
7235,85,30003502,s463,1,1
7236,85,30003524,s485,1,1
7237,85,30003539,s500,1,1
7238,85,30003540,s501,1,1
7239,85,30003542,s503,1,1
7240,85,30003545,s506,1,1
7241,85,30003553,s514,1,1
7242,85,10000337,s7,1,2
7243,85,30003062,s32,1,2
7244,85,30003072,s42,1,2
7245,85,30003081,s51,1,2
7246,85,30003087,s57,1,2
7247,85,30003103,s73,1,2
7248,85,30003105,s75,1,2
7249,85,30003119,s89,1,2
7250,85,30003134,s104,1,2
7251,85,30003144,s114,1,2
7252,85,30003145,s115,1,2
7253,85,30003147,s117,1,2
7254,85,30003161,s131,1,2
7255,85,30003180,s150,1,2
7256,85,30003183,s153,1,2
7257,85,30003214,s184,1,2
7258,85,30003228,s198,1,2
7259,85,30003229,s199,1,2
7260,85,30003241,s211,1,2
7261,85,30003248,s218,1,2
7262,85,30003256,s226,1,2
7263,85,30003260,s230,1,2
7264,85,30003293,s263,1,2
7265,85,30003300,s270,1,2
7266,85,30003308,s278,1,2
7267,85,30003343,s313,1,2
7268,85,30003365,s326,1,2
7269,85,30003367,s328,1,2
7270,85,30003372,s333,1,2
7271,85,30003391,s352,1,2
7272,85,30003398,s359,1,2
7273,85,30003406,s367,1,2
7274,85,30003413,s374,1,2
7275,85,30003432,s393,1,2
7276,85,30003453,s414,1,2
7277,85,30003466,s427,1,2
7278,85,30003475,s436,1,2
7279,85,30003489,s450,1,2
7280,85,30003496,s457,1,2
7281,85,30003510,s471,1,2
7282,85,30003517,s478,1,2
7283,85,30003528,s489,1,2
7284,85,30003548,s509,1,2
7285,85,30003552,s513,1,2
7286,85,10000334,s4,1,3
7287,85,10000335,s5,1,3
7288,85,10000346,s16,1,3
7289,85,10000353,s23,1,3
7290,85,30003065,s35,1,3
7291,85,30003076,s46,1,3
7292,85,30003106,s76,1,3
7293,85,30003125,s95,1,3
7294,85,30003148,s118,1,3
7295,85,30003153,s123,1,3
7296,85,30003209,s179,1,3
7297,85,30003216,s186,1,3
7298,85,30003221,s191,1,3
7299,85,30003227,s197,1,3
7300,85,30003231,s201,1,3
7301,85,30003243,s213,1,3
7302,85,30003253,s223,1,3
7303,85,30003254,s224,1,3
7304,85,30003284,s254,1,3
7305,85,30003314,s284,1,3
7306,85,30003315,s285,1,3
7307,85,30003318,s288,1,3
7308,85,30003325,s295,1,3
7309,85,30003347,s317,1,3
7310,85,30003375,s336,1,3
7311,85,30003386,s347,1,3
7312,85,30003407,s368,1,3
7313,85,30003412,s373,1,3
7314,85,30003417,s378,1,3
