序号,活动id,档位描述,发放模式|0选择|1全发,最大选择数量,奖励1参数1,奖励1参数2,奖励1参数3,奖励2参数1,奖励2参数2,奖励2参数3,奖励3参数1,奖励3参数2,奖励3参数3,奖励4参数1,奖励4参数2,奖励4参数3,奖励5参数1,奖励5参数2,奖励5参数3,奖励6参数1,奖励6参数2,奖励6参数3,奖励7参数1,奖励7参数2,奖励7参数3
1899,2026,充值达到[fedc6f]{0}[-]钻石,1,0,34,1,1,28,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1900,2027,充值达到[fedc6f]{0}[-]钻石,1,0,34,1,1,28,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1901,2028,充值达到[fedc6f]{0}[-]钻石,1,0,34,1,1,28,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1902,2029,充值达到[fedc6f]{0}[-]钻石,1,0,34,1,1,28,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1903,2030,充值达到[fedc6f]{0}[-]钻石,1,0,16,1,5,29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1904,2031,充值达到[fedc6f]{0}[-]钻石,1,0,16,1,5,29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1905,2032,充值达到[fedc6f]{0}[-]钻石（循环）,1,0,34,1,1,53,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1906,2033,充值达到[fedc6f]{0}[-]钻石（循环）,1,0,29,1,3,26,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1907,2034,充值达到[fedc6f]{0}[-]钻石（循环）,1,0,16,1,10,36,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1908,2035,累计60钻抽卡[fedc6f]{0}[-]次,1,0,53,1,4,33,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1909,2035,累计60钻抽卡[fedc6f]{0}[-]次,1,0,29,1,10,17,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1910,2035,累计60钻抽卡[fedc6f]{0}[-]次,1,0,34,1,5,16,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1911,2035,累计60钻抽卡[fedc6f]{0}[-]次,1,0,29,1,25,1,7006 1 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1912,2036,累计消耗达到[fedc6f]{0}[-]钻石,1,0,36,1,2000,26,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1913,2037,累计购买兵书[fedc6f]{0}[-]次,1,0,29,1,5,26,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1914,2037,累计购买兵书[fedc6f]{0}[-]次,1,0,52,304 1 0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1915,2037,累计购买兵书[fedc6f]{0}[-]次,1,0,52,302 1 0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1916,2037,累计购买兵书[fedc6f]{0}[-]次,1,0,52,201 1 0,1,34,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1917,2038,充值达到[fedc6f]{0}[-]钻石,1,0,27,1,10,53,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1918,2039,充值达到[fedc6f]{0}[-]钻石,1,0,53,1,2,28,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1919,2040,充值达到[fedc6f]{0}[-]钻石,1,0,53,1,2,28,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1920,2041,充值达到[fedc6f]{0}[-]钻石,1,0,53,1,2,28,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1921,2042,充值达到[fedc6f]{0}[-]钻石,1,0,53,1,2,28,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1922,2043,充值达到[fedc6f]{0}[-]钻石,1,0,53,1,2,28,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1923,2044,充值达到[fedc6f]{0}[-]钻石,1,0,34,1,1,29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1924,2045,充值达到[fedc6f]{0}[-]钻石,1,0,34,1,1,29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1925,2046,充值达到[fedc6f]{0}[-]钻石（循环）,1,0,34,1,1,23,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1926,2047,充值达到[fedc6f]{0}[-]钻石（循环）,1,0,29,1,3,13,1,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1927,2048,充值达到[fedc6f]{0}[-]钻石（循环）,1,0,36,1,2000,200,58,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1928,2049,累计消耗达到[fedc6f]{0}[-]钻石,0,1,1,443 1 0,1,1,444 1 0,1,1,439 1 0,1,1,440 1 0,1,1,435 1 0,1,1,436 1 0,1,0,0,0
1929,2050,累计消耗达到[fedc6f]{0}[-]钻石,0,1,1,443 1 0,1,1,444 1 0,1,1,439 1 0,1,1,440 1 0,1,1,435 1 0,1,1,436 1 0,1,0,0,0
1930,2051,累计190精选抽卡[fedc6f]{0}[-]次,1,0,28,1,100,53,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1931,2051,累计190精选抽卡[fedc6f]{0}[-]次,1,0,34,1,10,13,1,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1932,2051,累计190精选抽卡[fedc6f]{0}[-]次,1,0,29,1,100,23,1,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1933,2051,累计190精选抽卡[fedc6f]{0}[-]次,1,0,34,1,20,1,7006 1 0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1934,2052,累计消耗达到[fedc6f]{0}[-]钻石,1,0,13,1,300,53,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1935,2053,累计购买兵书[fedc6f]{0}[-]次,1,0,34,1,3,29,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1936,2053,累计购买兵书[fedc6f]{0}[-]次,1,0,52,305 1 0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1937,2053,累计购买兵书[fedc6f]{0}[-]次,1,0,52,303 1 0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1938,2053,累计购买兵书[fedc6f]{0}[-]次,1,0,52,202 1 0,1,34,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1939,2054,充值达到[fedc6f]{0}[-]钻石,1,0,26,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1940,2055,充值达到[fedc6f]{0}[-]钻石,1,0,29,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1941,2056,充值达到[fedc6f]{0}[-]钻石,1,0,34,1,1,29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1942,2057,充值达到[fedc6f]{0}[-]钻石,1,0,34,1,1,29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1943,2058,充值达到[fedc6f]{0}[-]钻石,1,0,34,1,1,29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1944,2059,充值达到[fedc6f]{0}[-]钻石,1,0,34,1,1,29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1945,2060,充值达到[fedc6f]{0}[-]钻石,1,0,34,1,1,29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1946,2061,充值达到[fedc6f]{0}[-]钻石,1,0,23,1,5,53,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1947,2062,充值达到[fedc6f]{0}[-]钻石,1,0,23,1,5,53,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1948,2063,充值达到[fedc6f]{0}[-]钻石（循环）,1,0,34,1,1,53,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1949,2064,充值达到[fedc6f]{0}[-]钻石（循环）,1,0,29,1,3,26,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1950,2065,充值达到[fedc6f]{0}[-]钻石（循环）,1,0,1,7006 1 0,1,33,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1951,2066,累计60钻抽卡[fedc6f]{0}[-]次,1,0,53,1,4,24,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1952,2066,累计60钻抽卡[fedc6f]{0}[-]次,1,0,29,1,10,18,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1953,2066,累计60钻抽卡[fedc6f]{0}[-]次,1,0,34,1,5,16,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1954,2066,累计60钻抽卡[fedc6f]{0}[-]次,1,0,29,1,25,1,7006 1 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1955,2067,累计消耗达到[fedc6f]{0}[-]钻石,1,0,36,1,2000,29,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1956,2068,累计消耗达到[fedc6f]{0}[-]钻石,1,0,13,1,300,53,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1957,2069,累计消耗达到[fedc6f]{0}[-]钻石,1,0,1,7006 1 0,1,28,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1958,2070,累计购买兵书[fedc6f]{0}[-]次,1,0,29,1,5,26,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1959,2070,累计购买兵书[fedc6f]{0}[-]次,1,0,52,304 1 0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1960,2070,累计购买兵书[fedc6f]{0}[-]次,1,0,52,302 1 0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1961,2070,累计购买兵书[fedc6f]{0}[-]次,1,0,52,201 1 0,1,34,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,2071,充值达到[fedc6f]{0}[-]钻石,1,0,34,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,2072,充值达到[fedc6f]{0}[-]钻石,1,0,36,1,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1964,2073,充值达到[fedc6f]{0}[-]钻石,1,0,36,1,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1965,2074,充值达到[fedc6f]{0}[-]钻石,1,0,36,1,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1966,2075,充值达到[fedc6f]{0}[-]钻石,1,0,36,1,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1967,2076,充值达到[fedc6f]{0}[-]钻石,1,0,36,1,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1968,2077,充值达到[fedc6f]{0}[-]钻石,1,0,28,1,10,34,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1969,2078,充值达到[fedc6f]{0}[-]钻石,1,0,28,1,10,34,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970,2079,充值达到[fedc6f]{0}[-]钻石（循环）,1,0,13,1,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971,2080,充值达到[fedc6f]{0}[-]钻石（循环）,1,0,29,1,3,26,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1972,2081,充值达到[fedc6f]{0}[-]钻石（循环）,1,0,34,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1973,2082,累计190精选抽卡[fedc6f]{0}[-]次,1,0,28,1,100,53,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1974,2082,累计190精选抽卡[fedc6f]{0}[-]次,1,0,34,1,10,13,1,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975,2082,累计190精选抽卡[fedc6f]{0}[-]次,1,0,29,1,100,23,1,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1976,2082,累计190精选抽卡[fedc6f]{0}[-]次,1,0,34,1,20,1,7006 1 0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,2083,累计消耗达到[fedc6f]{0}[-]钻石,1,0,29,1,5,34,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1978,2084,累计消耗达到[fedc6f]{0}[-]钻石,1,0,13,1,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979,2085,累计消耗达到[fedc6f]{0}[-]钻石,1,0,53,1,2,28,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,2086,累计购买兵书[fedc6f]{0}[-]次,1,0,34,1,3,29,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1981,2086,累计购买兵书[fedc6f]{0}[-]次,1,0,52,305 1 0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982,2086,累计购买兵书[fedc6f]{0}[-]次,1,0,52,303 1 0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,2086,累计购买兵书[fedc6f]{0}[-]次,1,0,52,202 1 0,1,23,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,2087,充值达到[fedc6f]{0}[-]钻石,1,0,53,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,2088,充值达到[fedc6f]{0}[-]钻石,1,0,53,1,2,28,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,2089,充值达到[fedc6f]{0}[-]钻石,1,0,53,1,2,28,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,2090,充值达到[fedc6f]{0}[-]钻石,1,0,53,1,2,28,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988,2091,充值达到[fedc6f]{0}[-]钻石,1,0,53,1,2,28,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,2092,充值达到[fedc6f]{0}[-]钻石,1,0,53,1,2,28,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,2093,充值达到[fedc6f]{0}[-]钻石,1,0,34,1,1,29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,2094,充值达到[fedc6f]{0}[-]钻石,1,0,34,1,1,29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,2095,累计消耗达到[fedc6f]{0}[-]钻石,1,0,23,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,2096,累计消耗达到[fedc6f]{0}[-]钻石,1,0,36,1,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,2097,累计消耗达到[fedc6f]{0}[-]钻石,1,0,34,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,2098,累计60钻抽卡[fedc6f]{0}[-]次,1,0,53,1,4,34,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,2098,累计60钻抽卡[fedc6f]{0}[-]次,1,0,29,1,10,18,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,2098,累计60钻抽卡[fedc6f]{0}[-]次,1,0,34,1,5,16,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2098,累计60钻抽卡[fedc6f]{0}[-]次,1,0,29,1,25,1,7006 1 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,2099,累计消耗达到[fedc6f]{0}[-]钻石（循环）,1,0,23,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,2100,累计消耗达到[fedc6f]{0}[-]钻石（循环）,1,0,28,1,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,2101,累计消耗达到[fedc6f]{0}[-]钻石（循环）,1,0,36,1,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,2102,累计购买兵书[fedc6f]{0}[-]次,1,0,29,1,5,26,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,2102,累计购买兵书[fedc6f]{0}[-]次,1,0,52,304 1 0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,2102,累计购买兵书[fedc6f]{0}[-]次,1,0,52,302 1 0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,2102,累计购买兵书[fedc6f]{0}[-]次,1,0,52,201 1 0,1,53,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2103,充值达到[fedc6f]{0}[-]钻石,1,0,34,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,2104,充值达到[fedc6f]{0}[-]钻石,1,0,53,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,2105,充值达到[fedc6f]{0}[-]钻石,1,0,53,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,2106,充值达到[fedc6f]{0}[-]钻石,1,0,53,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,2107,充值达到[fedc6f]{0}[-]钻石,1,0,53,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,2108,充值达到[fedc6f]{0}[-]钻石,1,0,53,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,2109,充值达到[fedc6f]{0}[-]钻石,1,0,28,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,2110,充值达到[fedc6f]{0}[-]钻石,1,0,28,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,2111,累计消耗达到[fedc6f]{0}[-]钻石,1,0,200,58,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,2112,累计消耗达到[fedc6f]{0}[-]钻石,1,0,34,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,2113,累计消耗达到[fedc6f]{0}[-]钻石,1,0,1,7006 1 0,1,5,1,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,100001,累计消耗达到[fedc6f]{0}[-]钻石（循环）,0,1,2,1,5000000,13,1,300,200,59,6,28,1,60,0,0,0,0,0,0,0,0,0
2018,100002,累计充值达到[fedc6f]{0}[-]钻石（循环）,0,1,24,1,20,1,7006 1 0,1,16,1,12,34,1,2,0,0,0,0,0,0,0,0,0
2019,100003,累计获得达到[fedc6f]{0}[-]卡魂,1,0,33,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,100003,累计获得达到[fedc6f]{0}[-]卡魂,1,0,28,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,100003,累计获得达到[fedc6f]{0}[-]卡魂,1,0,26,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,100003,累计获得达到[fedc6f]{0}[-]卡魂,1,0,16,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,100003,累计获得达到[fedc6f]{0}[-]卡魂,1,0,29,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,100003,累计获得达到[fedc6f]{0}[-]卡魂,1,0,34,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,100004,累计消耗达到[fedc6f]{0}[-]卡魂,1,0,27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,100004,累计消耗达到[fedc6f]{0}[-]卡魂,1,0,27,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2027,100004,累计消耗达到[fedc6f]{0}[-]卡魂,1,0,17,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2028,100004,累计消耗达到[fedc6f]{0}[-]卡魂,1,0,18,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2029,100004,累计消耗达到[fedc6f]{0}[-]卡魂,1,0,53,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030,100004,累计消耗达到[fedc6f]{0}[-]卡魂,1,0,5,1,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031,100016,累计充值达到[fedc6f]{0}[-]钻石（循环）,0,1,2,1,5000000,13,1,300,200,59,6,28,1,60,0,0,0,0,0,0,0,0,0
2032,1005898,累计190钻精选抽卡{0}次,1,0,2,1,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2033,1005898,累计190钻精选抽卡{0}次,1,0,13,1,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2034,1005898,累计190钻精选抽卡{0}次,0,1,1,7 1 0,1,1,10 1 0,1,1,24 1 0,1,0,0,0,0,0,0,0,0,0,0,0,0
2035,1005898,累计190钻精选抽卡{0}次,0,1,52,106 1 0,1,52,104 1 0,1,52,102 1 0,1,0,0,0,0,0,0,0,0,0,0,0,0
2036,2114,累计充值达到[fedc6f]{0}[-]钻石,1,0,23,1,50,26,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2037,2114,累计充值达到[fedc6f]{0}[-]钻石,1,0,34,1,25,53,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2038,2114,累计充值达到[fedc6f]{0}[-]钻石,1,0,29,1,80,1,7006 1 0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2039,2114,累计充值达到[fedc6f]{0}[-]钻石,0,1,1,455 1 0,1,1,456 1 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2040,2114,累计充值达到[fedc6f]{0}[-]钻石,0,1,1,455 1 0,1,1,456 1 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2041,2115,累计190精选抽卡[fedc6f]{0}[-]次,1,0,28,1,100,53,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2042,2115,累计190精选抽卡[fedc6f]{0}[-]次,1,0,34,1,6,16,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2043,2115,累计190精选抽卡[fedc6f]{0}[-]次,1,0,29,1,100,23,1,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2044,2115,累计190精选抽卡[fedc6f]{0}[-]次,1,0,34,1,20,1,7006 1 0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2045,2116,累计消耗达到[fedc6f]{0}[-]钻石（循环）,1,0,34,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2046,2117,累计消耗达到[fedc6f]{0}[-]钻石（循环）,1,0,13,1,300,53,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2047,2118,累计消耗达到[fedc6f]{0}[-]钻石（循环）,1,0,29,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2048,2119,累计购买兵书[fedc6f]{0}[-]次,1,0,34,1,3,23,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2049,2119,累计购买兵书[fedc6f]{0}[-]次,1,0,52,305 1 0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,2119,累计购买兵书[fedc6f]{0}[-]次,1,0,52,303 1 0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2051,2119,累计购买兵书[fedc6f]{0}[-]次,1,0,52,202 1 0,1,34,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2052,2120,充值达到[fedc6f]{0}[-]钻石,1,0,23,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2053,2121,充值达到[fedc6f]{0}[-]钻石,1,0,53,1,2,28,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2054,2122,充值达到[fedc6f]{0}[-]钻石,1,0,53,1,2,28,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2055,2123,充值达到[fedc6f]{0}[-]钻石,1,0,53,1,2,28,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2056,2124,充值达到[fedc6f]{0}[-]钻石,1,0,53,1,2,28,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2057,2125,充值达到[fedc6f]{0}[-]钻石,1,0,53,1,2,28,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2058,2126,充值达到[fedc6f]{0}[-]钻石,1,0,34,1,1,29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2059,2127,充值达到[fedc6f]{0}[-]钻石,1,0,34,1,1,29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2060,2128,累计消耗达到[fedc6f]{0}[-]钻石（循环）,1,0,200,59,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2061,2129,累计消耗达到[fedc6f]{0}[-]钻石（循环）,1,0,13,1,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2062,2130,累计消耗达到[fedc6f]{0}[-]钻石（循环）,1,0,1,7006 1 0,1,26,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2063,2131,充值达到[fedc6f]{0}[-]钻石,1,0,26,1,4,27,1,4,34,1,2,38,1,4,0,0,0,0,0,0,0,0,0
2064,2132,累计消耗达到[fedc6f]{0}[-]钻石,0,1,1,8 1 0,1,1,10 1 0,1,1,4 1 0,1,1,19 1 0,1,0,0,0,0,0,0,0,0,0
2065,2132,累计消耗达到[fedc6f]{0}[-]钻石,0,1,1,329 1 0,1,1,330 1 0,1,1,295 1 0,1,1,303 1 0,1,1,304 1 0,1,1,258 1 0,1,0,0,0
2066,2133,累计60钻抽卡[fedc6f]{0}[-]次,1,0,28,1,50,53,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2067,2133,累计60钻抽卡[fedc6f]{0}[-]次,1,0,29,1,10,18,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2068,2133,累计60钻抽卡[fedc6f]{0}[-]次,1,0,34,1,5,16,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2069,2133,累计60钻抽卡[fedc6f]{0}[-]次,1,0,29,1,25,1,7006 1 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2070,2134,累计消耗达到[fedc6f]{0}[-]钻石（循环）,1,0,34,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2071,2135,累计消耗达到[fedc6f]{0}[-]钻石（循环）,1,0,28,1,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2072,2136,累计消耗达到[fedc6f]{0}[-]钻石（循环）,1,0,13,1,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2073,2137,累计购买兵书[fedc6f]{0}[-]次,1,0,29,1,5,26,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2074,2137,累计购买兵书[fedc6f]{0}[-]次,1,0,52,304 1 0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2075,2137,累计购买兵书[fedc6f]{0}[-]次,1,0,52,302 1 0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2076,2137,累计购买兵书[fedc6f]{0}[-]次,1,0,52,201 1 0,1,34,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2077,2138,充值达到[fedc6f]{0}[-]钻石,1,0,34,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2078,2139,充值达到[fedc6f]{0}[-]钻石,1,0,53,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
