序号,掉落包ID,战器ID,几率
8455,2081,1532007,0.0202
8456,2081,1133007,0.0025
8457,2081,1233007,0.0151
8458,2081,1333007,0.0025
8459,2081,1433007,0.0025
8460,2081,1533007,0.0151
8461,2082,1121010,0.0588
8462,2082,1221010,0.0098
8463,2082,1321010,0.0588
8464,2082,1421010,0.0098
8465,2082,1521010,0.0098
8466,2082,1122010,0.0588
8467,2082,1222010,0.0098
8468,2082,1322010,0.0588
8469,2082,1422010,0.0098
8470,2082,1522010,0.0098
8471,2082,1131007,0.0151
8472,2082,1231007,0.0025
8473,2082,1331007,0.0151
8474,2082,1431007,0.0025
8475,2082,1531007,0.0025
8476,2082,1132007,0.0202
8477,2082,1232007,0.0034
8478,2082,1332007,0.0202
8479,2082,1432007,0.0034
8480,2082,1532007,0.0034
8481,2082,1133007,0.0151
8482,2082,1233007,0.0025
8483,2082,1333007,0.0151
8484,2082,1433007,0.0025
8485,2082,1533007,0.0025
8486,2083,1121010,0.0098
8487,2083,1221010,0.0588
8488,2083,1321010,0.0098
8489,2083,1421010,0.0588
8490,2083,1521010,0.0098
8491,2083,1122010,0.0098
8492,2083,1222010,0.0588
8493,2083,1322010,0.0098
8494,2083,1422010,0.0588
8495,2083,1522010,0.0098
8496,2083,1131007,0.0025
8497,2083,1231007,0.0151
8498,2083,1331007,0.0025
8499,2083,1431007,0.0151
8500,2083,1531007,0.0025
8501,2083,1132007,0.0034
8502,2083,1232007,0.0202
8503,2083,1332007,0.0034
8504,2083,1432007,0.0202
8505,2083,1532007,0.0034
8506,2083,1133007,0.0025
8507,2083,1233007,0.0151
8508,2083,1333007,0.0025
8509,2083,1433007,0.0151
8510,2083,1533007,0.0025
8511,2084,1121008,0.0546
8512,2084,1221008,0.0091
8513,2084,1321008,0.0091
8514,2084,1421008,0.0091
8515,2084,1521008,0.0546
8516,2084,1122008,0.0546
8517,2084,1222008,0.0091
8518,2084,1322008,0.0091
8519,2084,1422008,0.0091
8520,2084,1522008,0.0546
8521,2084,1131008,0.0176
8522,2084,1231008,0.003
8523,2084,1331008,0.003
8524,2084,1431008,0.003
8525,2084,1531008,0.0176
8526,2084,1132008,0.0235
8527,2084,1232008,0.0039
8528,2084,1332008,0.0039
8529,2084,1432008,0.0039
8530,2084,1532008,0.0235
8531,2084,1133008,0.0176
8532,2084,1233008,0.003
8533,2084,1333008,0.003
8534,2084,1433008,0.003
8535,2084,1533008,0.0176
8536,2085,1121008,0.0091
8537,2085,1221008,0.0091
8538,2085,1321008,0.0546
8539,2085,1421008,0.0546
8540,2085,1521008,0.0091
8541,2085,1122008,0.0091
8542,2085,1222008,0.0091
8543,2085,1322008,0.0546
8544,2085,1422008,0.0546
8545,2085,1522008,0.0091
8546,2085,1131008,0.003
8547,2085,1231008,0.003
8548,2085,1331008,0.0176
8549,2085,1431008,0.0176
8550,2085,1531008,0.003
8551,2085,1132008,0.0039
8552,2085,1232008,0.0039
8553,2085,1332008,0.0235
8554,2085,1432008,0.0235
8555,2085,1532008,0.0039
8556,2085,1133008,0.003
8557,2085,1233008,0.003
8558,2085,1333008,0.0176
8559,2085,1433008,0.0176
8560,2085,1533008,0.003
8561,2086,1121008,0.0091
8562,2086,1221008,0.0546
8563,2086,1321008,0.0091
8564,2086,1421008,0.0091
8565,2086,1521008,0.0546
8566,2086,1122008,0.0091
8567,2086,1222008,0.0546
8568,2086,1322008,0.0091
8569,2086,1422008,0.0091
8570,2086,1522008,0.0546
8571,2086,1131008,0.003
8572,2086,1231008,0.0176
8573,2086,1331008,0.003
8574,2086,1431008,0.003
8575,2086,1531008,0.0176
8576,2086,1132008,0.0039
8577,2086,1232008,0.0235
8578,2086,1332008,0.0039
8579,2086,1432008,0.0039
8580,2086,1532008,0.0235
8581,2086,1133008,0.003
8582,2086,1233008,0.0176
8583,2086,1333008,0.003
8584,2086,1433008,0.003
8585,2086,1533008,0.0176
8586,2087,1121008,0.0091
8587,2087,1221008,0.0546
8588,2087,1321008,0.0091
8589,2087,1421008,0.0546
8590,2087,1521008,0.0091
8591,2087,1122008,0.0091
8592,2087,1222008,0.0546
8593,2087,1322008,0.0091
8594,2087,1422008,0.0546
8595,2087,1522008,0.0091
8596,2087,1131008,0.003
8597,2087,1231008,0.0176
8598,2087,1331008,0.003
8599,2087,1431008,0.0176
8600,2087,1531008,0.003
8601,2087,1132008,0.0039
8602,2087,1232008,0.0235
8603,2087,1332008,0.0039
8604,2087,1432008,0.0235
8605,2087,1532008,0.0039
8606,2087,1133008,0.003
8607,2087,1233008,0.0176
8608,2087,1333008,0.003
8609,2087,1433008,0.0176
8610,2087,1533008,0.003
8611,2088,1121009,0.0546
8612,2088,1221009,0.0091
8613,2088,1321009,0.0091
8614,2088,1421009,0.0091
8615,2088,1521009,0.0546
8616,2088,1122009,0.0546
8617,2088,1222009,0.0091
8618,2088,1322009,0.0091
8619,2088,1422009,0.0091
8620,2088,1522009,0.0546
8621,2088,1131009,0.0176
8622,2088,1231009,0.003
8623,2088,1331009,0.003
8624,2088,1431009,0.003
8625,2088,1531009,0.0176
8626,2088,1132009,0.0235
8627,2088,1232009,0.0039
8628,2088,1332009,0.0039
8629,2088,1432009,0.0039
8630,2088,1532009,0.0235
8631,2088,1133009,0.0176
8632,2088,1233009,0.003
8633,2088,1333009,0.003
8634,2088,1433009,0.003
8635,2088,1533009,0.0176
8636,2089,1121009,0.0091
8637,2089,1221009,0.0091
8638,2089,1321009,0.0546
8639,2089,1421009,0.0546
8640,2089,1521009,0.0091
8641,2089,1122009,0.0091
8642,2089,1222009,0.0091
8643,2089,1322009,0.0546
8644,2089,1422009,0.0546
8645,2089,1522009,0.0091
8646,2089,1131009,0.003
8647,2089,1231009,0.003
8648,2089,1331009,0.0176
8649,2089,1431009,0.0176
8650,2089,1531009,0.003
8651,2089,1132009,0.0039
8652,2089,1232009,0.0039
8653,2089,1332009,0.0235
8654,2089,1432009,0.0235
8655,2089,1532009,0.0039
8656,2089,1133009,0.003
8657,2089,1233009,0.003
8658,2089,1333009,0.0176
8659,2089,1433009,0.0176
8660,2089,1533009,0.003
8661,2090,1121009,0.0546
8662,2090,1221009,0.0091
8663,2090,1321009,0.0546
8664,2090,1421009,0.0091
8665,2090,1521009,0.0091
8666,2090,1122009,0.0546
8667,2090,1222009,0.0091
8668,2090,1322009,0.0546
8669,2090,1422009,0.0091
8670,2090,1522009,0.0091
8671,2090,1131009,0.0176
8672,2090,1231009,0.003
8673,2090,1331009,0.0176
8674,2090,1431009,0.003
8675,2090,1531009,0.003
8676,2090,1132009,0.0235
8677,2090,1232009,0.0039
8678,2090,1332009,0.0235
8679,2090,1432009,0.0039
8680,2090,1532009,0.0039
8681,2090,1133009,0.0176
8682,2090,1233009,0.003
8683,2090,1333009,0.0176
8684,2090,1433009,0.003
8685,2090,1533009,0.003
8686,2091,1121009,0.0091
8687,2091,1221009,0.0546
8688,2091,1321009,0.0091
8689,2091,1421009,0.0091
8690,2091,1521009,0.0546
8691,2091,1122009,0.0091
8692,2091,1222009,0.0546
8693,2091,1322009,0.0091
8694,2091,1422009,0.0091
8695,2091,1522009,0.0546
8696,2091,1131009,0.003
8697,2091,1231009,0.0176
8698,2091,1331009,0.003
8699,2091,1431009,0.003
8700,2091,1531009,0.0176
8701,2091,1132009,0.0039
8702,2091,1232009,0.0235
8703,2091,1332009,0.0039
8704,2091,1432009,0.0039
8705,2091,1532009,0.0235
8706,2091,1133009,0.003
8707,2091,1233009,0.0176
8708,2091,1333009,0.003
8709,2091,1433009,0.003
8710,2091,1533009,0.0176
8711,2092,1121010,0.0546
8712,2092,1221010,0.0091
8713,2092,1321010,0.0546
8714,2092,1421010,0.0091
8715,2092,1521010,0.0091
8716,2092,1122010,0.0546
8717,2092,1222010,0.0091
8718,2092,1322010,0.0546
8719,2092,1422010,0.0091
8720,2092,1522010,0.0091
8721,2092,1131010,0.0176
8722,2092,1231010,0.003
8723,2092,1331010,0.0176
8724,2092,1431010,0.003
8725,2092,1531010,0.003
8726,2092,1132010,0.0235
8727,2092,1232010,0.0039
8728,2092,1332010,0.0235
8729,2092,1432010,0.0039
8730,2092,1532010,0.0039
8731,2092,1133010,0.0176
8732,2092,1233010,0.003
8733,2092,1333010,0.0176
8734,2092,1433010,0.003
8735,2092,1533010,0.003
8736,2093,1121010,0.0091
8737,2093,1221010,0.0546
8738,2093,1321010,0.0091
8739,2093,1421010,0.0546
8740,2093,1521010,0.0091
8741,2093,1122010,0.0091
8742,2093,1222010,0.0546
8743,2093,1322010,0.0091
8744,2093,1422010,0.0546
8745,2093,1522010,0.0091
8746,2093,1131010,0.003
8747,2093,1231010,0.0176
8748,2093,1331010,0.003
8749,2093,1431010,0.0176
8750,2093,1531010,0.003
8751,2093,1132010,0.0039
8752,2093,1232010,0.0235
8753,2093,1332010,0.0039
8754,2093,1432010,0.0235
8755,2093,1532010,0.0039
8756,2093,1133010,0.003
8757,2093,1233010,0.0176
8758,2093,1333010,0.003
8759,2093,1433010,0.0176
8760,2093,1533010,0.003
8761,2094,1121010,0.0546
8762,2094,1221010,0.0091
8763,2094,1321010,0.0091
8764,2094,1421010,0.0091
8765,2094,1521010,0.0546
8766,2094,1122010,0.0546
8767,2094,1222010,0.0091
8768,2094,1322010,0.0091
8769,2094,1422010,0.0091
8770,2094,1522010,0.0546
8771,2094,1131010,0.0176
8772,2094,1231010,0.003
8773,2094,1331010,0.003
8774,2094,1431010,0.003
8775,2094,1531010,0.0176
8776,2094,1132010,0.0235
8777,2094,1232010,0.0039
8778,2094,1332010,0.0039
8779,2094,1432010,0.0039
8780,2094,1532010,0.0235
8781,2094,1133010,0.0176
8782,2094,1233010,0.003
8783,2094,1333010,0.003
8784,2094,1433010,0.003
8785,2094,1533010,0.0176
8786,2095,1121010,0.0091
8787,2095,1221010,0.0091
8788,2095,1321010,0.0546
8789,2095,1421010,0.0546
8790,2095,1521010,0.0091
8791,2095,1122010,0.0091
8792,2095,1222010,0.0091
8793,2095,1322010,0.0546
8794,2095,1422010,0.0546
8795,2095,1522010,0.0091
8796,2095,1131010,0.003
8797,2095,1231010,0.003
8798,2095,1331010,0.0176
8799,2095,1431010,0.0176
8800,2095,1531010,0.003
8801,2095,1132010,0.0039
8802,2095,1232010,0.0039
8803,2095,1332010,0.0235
8804,2095,1432010,0.0235
8805,2095,1532010,0.0039
8806,2095,1133010,0.003
8807,2095,1233010,0.003
8808,2095,1333010,0.0176
8809,2095,1433010,0.0176
8810,2095,1533010,0.003
8811,2096,1121008,0.0084
8812,2096,1221008,0.0504
8813,2096,1321008,0.0084
8814,2096,1421008,0.0084
8815,2096,1521008,0.0504
8816,2096,1122008,0.0084
8817,2096,1222008,0.0504
8818,2096,1322008,0.0084
8819,2096,1422008,0.0084
8820,2096,1522008,0.0504
8821,2096,1131011,0.0034
8822,2096,1231011,0.0202
8823,2096,1331011,0.0034
8824,2096,1431011,0.0034
8825,2096,1531011,0.0202
8826,2096,1132011,0.0045
8827,2096,1232011,0.0269
8828,2096,1332011,0.0045
8829,2096,1432011,0.0045
8830,2096,1532011,0.0269
8831,2096,1133011,0.0034
8832,2096,1233011,0.0202
8833,2096,1333011,0.0034
8834,2096,1433011,0.0034
8835,2096,1533011,0.0202
8836,2097,1121008,0.0504
8837,2097,1221008,0.0084
8838,2097,1321008,0.0504
8839,2097,1421008,0.0084
8840,2097,1521008,0.0084
8841,2097,1122008,0.0504
8842,2097,1222008,0.0084
8843,2097,1322008,0.0504
8844,2097,1422008,0.0084
8845,2097,1522008,0.0084
8846,2097,1131011,0.0202
8847,2097,1231011,0.0034
8848,2097,1331011,0.0202
8849,2097,1431011,0.0034
8850,2097,1531011,0.0034
8851,2097,1132011,0.0269
8852,2097,1232011,0.0045
8853,2097,1332011,0.0269
8854,2097,1432011,0.0045
8855,2097,1532011,0.0045
8856,2097,1133011,0.0202
8857,2097,1233011,0.0034
8858,2097,1333011,0.0202
8859,2097,1433011,0.0034
8860,2097,1533011,0.0034
8861,2098,1121008,0.0084
8862,2098,1221008,0.0504
8863,2098,1321008,0.0084
8864,2098,1421008,0.0504
8865,2098,1521008,0.0084
8866,2098,1122008,0.0084
8867,2098,1222008,0.0504
8868,2098,1322008,0.0084
8869,2098,1422008,0.0504
8870,2098,1522008,0.0084
8871,2098,1131011,0.0034
8872,2098,1231011,0.0202
8873,2098,1331011,0.0034
8874,2098,1431011,0.0202
8875,2098,1531011,0.0034
8876,2098,1132011,0.0045
8877,2098,1232011,0.0269
8878,2098,1332011,0.0045
8879,2098,1432011,0.0269
8880,2098,1532011,0.0045
8881,2098,1133011,0.0034
8882,2098,1233011,0.0202
8883,2098,1333011,0.0034
8884,2098,1433011,0.0202
8885,2098,1533011,0.0034
8886,2099,1121008,0.0504
8887,2099,1221008,0.0084
8888,2099,1321008,0.0084
8889,2099,1421008,0.0084
8890,2099,1521008,0.0504
8891,2099,1122008,0.0504
8892,2099,1222008,0.0084
8893,2099,1322008,0.0084
8894,2099,1422008,0.0084
8895,2099,1522008,0.0504
8896,2099,1131011,0.0202
8897,2099,1231011,0.0034
8898,2099,1331011,0.0034
8899,2099,1431011,0.0034
8900,2099,1531011,0.0202
8901,2099,1132011,0.0269
8902,2099,1232011,0.0045
8903,2099,1332011,0.0045
8904,2099,1432011,0.0045
8905,2099,1532011,0.0269
8906,2099,1133011,0.0202
8907,2099,1233011,0.0034
8908,2099,1333011,0.0034
8909,2099,1433011,0.0034
8910,2099,1533011,0.0202
8911,2100,1121009,0.0084
8912,2100,1221009,0.0084
8913,2100,1321009,0.0504
8914,2100,1421009,0.0504
8915,2100,1521009,0.0084
8916,2100,1122009,0.0084
8917,2100,1222009,0.0084
8918,2100,1322009,0.0504
8919,2100,1422009,0.0504
8920,2100,1522009,0.0084
8921,2100,1131012,0.0034
8922,2100,1231012,0.0034
8923,2100,1331012,0.0202
8924,2100,1431012,0.0202
8925,2100,1531012,0.0034
8926,2100,1132012,0.0045
8927,2100,1232012,0.0045
8928,2100,1332012,0.0269
8929,2100,1432012,0.0269
8930,2100,1532012,0.0045
8931,2100,1133012,0.0034
8932,2100,1233012,0.0034
8933,2100,1333012,0.0202
8934,2100,1433012,0.0202
8935,2100,1533012,0.0034
8936,2101,1121009,0.0084
8937,2101,1221009,0.0504
8938,2101,1321009,0.0084
8939,2101,1421009,0.0084
8940,2101,1521009,0.0504
8941,2101,1122009,0.0084
8942,2101,1222009,0.0504
8943,2101,1322009,0.0084
8944,2101,1422009,0.0084
8945,2101,1522009,0.0504
8946,2101,1131012,0.0034
8947,2101,1231012,0.0202
8948,2101,1331012,0.0034
8949,2101,1431012,0.0034
8950,2101,1531012,0.0202
8951,2101,1132012,0.0045
8952,2101,1232012,0.0269
8953,2101,1332012,0.0045
8954,2101,1432012,0.0045
8955,2101,1532012,0.0269
8956,2101,1133012,0.0034
8957,2101,1233012,0.0202
8958,2101,1333012,0.0034
8959,2101,1433012,0.0034
8960,2101,1533012,0.0202
8961,2102,1121009,0.0504
8962,2102,1221009,0.0084
8963,2102,1321009,0.0504
8964,2102,1421009,0.0084
8965,2102,1521009,0.0084
8966,2102,1122009,0.0504
8967,2102,1222009,0.0084
8968,2102,1322009,0.0504
8969,2102,1422009,0.0084
8970,2102,1522009,0.0084
8971,2102,1131012,0.0202
8972,2102,1231012,0.0034
8973,2102,1331012,0.0202
8974,2102,1431012,0.0034
8975,2102,1531012,0.0034
8976,2102,1132012,0.0269
8977,2102,1232012,0.0045
8978,2102,1332012,0.0269
8979,2102,1432012,0.0045
8980,2102,1532012,0.0045
8981,2102,1133012,0.0202
8982,2102,1233012,0.0034
8983,2102,1333012,0.0202
8984,2102,1433012,0.0034
8985,2102,1533012,0.0034
8986,2103,1121009,0.0084
8987,2103,1221009,0.0504
8988,2103,1321009,0.0084
8989,2103,1421009,0.0504
8990,2103,1521009,0.0084
8991,2103,1122009,0.0084
8992,2103,1222009,0.0504
8993,2103,1322009,0.0084
8994,2103,1422009,0.0504
8995,2103,1522009,0.0084
8996,2103,1131012,0.0034
8997,2103,1231012,0.0202
8998,2103,1331012,0.0034
8999,2103,1431012,0.0202
9000,2103,1531012,0.0034
9001,2103,1132012,0.0045
9002,2103,1232012,0.0269
9003,2103,1332012,0.0045
9004,2103,1432012,0.0269
9005,2103,1532012,0.0045
9006,2103,1133012,0.0034
9007,2103,1233012,0.0202
9008,2103,1333012,0.0034
9009,2103,1433012,0.0202
9010,2103,1533012,0.0034
9011,2104,1121010,0.0504
9012,2104,1221010,0.0084
9013,2104,1321010,0.0084
9014,2104,1421010,0.0084
9015,2104,1521010,0.0504
9016,2104,1122010,0.0504
9017,2104,1222010,0.0084
9018,2104,1322010,0.0084
9019,2104,1422010,0.0084
9020,2104,1522010,0.0504
9021,2104,1131013,0.0202
9022,2104,1231013,0.0034
9023,2104,1331013,0.0034
9024,2104,1431013,0.0034
9025,2104,1531013,0.0202
9026,2104,1132013,0.0269
9027,2104,1232013,0.0045
9028,2104,1332013,0.0045
9029,2104,1432013,0.0045
9030,2104,1532013,0.0269
9031,2104,1133013,0.0202
9032,2104,1233013,0.0034
9033,2104,1333013,0.0034
9034,2104,1433013,0.0034
9035,2104,1533013,0.0202
9036,2105,1121010,0.0084
9037,2105,1221010,0.0084
9038,2105,1321010,0.0504
9039,2105,1421010,0.0504
9040,2105,1521010,0.0084
9041,2105,1122010,0.0084
9042,2105,1222010,0.0084
9043,2105,1322010,0.0504
9044,2105,1422010,0.0504
9045,2105,1522010,0.0084
9046,2105,1131013,0.0034
9047,2105,1231013,0.0034
9048,2105,1331013,0.0202
9049,2105,1431013,0.0202
9050,2105,1531013,0.0034
9051,2105,1132013,0.0045
9052,2105,1232013,0.0045
9053,2105,1332013,0.0269
9054,2105,1432013,0.0269
9055,2105,1532013,0.0045
9056,2105,1133013,0.0034
9057,2105,1233013,0.0034
9058,2105,1333013,0.0202
9059,2105,1433013,0.0202
9060,2105,1533013,0.0034
9061,2106,1121010,0.0084
9062,2106,1221010,0.0504
9063,2106,1321010,0.0084
9064,2106,1421010,0.0084
9065,2106,1521010,0.0504
9066,2106,1122010,0.0084
9067,2106,1222010,0.0504
9068,2106,1322010,0.0084
9069,2106,1422010,0.0084
9070,2106,1522010,0.0504
9071,2106,1131013,0.0034
9072,2106,1231013,0.0202
9073,2106,1331013,0.0034
9074,2106,1431013,0.0034
9075,2106,1531013,0.0202
9076,2106,1132013,0.0045
9077,2106,1232013,0.0269
9078,2106,1332013,0.0045
9079,2106,1432013,0.0045
9080,2106,1532013,0.0269
9081,2106,1133013,0.0034
9082,2106,1233013,0.0202
9083,2106,1333013,0.0034
9084,2106,1433013,0.0034
9085,2106,1533013,0.0202
9086,2107,1121010,0.0504
9087,2107,1221010,0.0084
9088,2107,1321010,0.0504
9089,2107,1421010,0.0084
9090,2107,1521010,0.0084
9091,2107,1122010,0.0504
9092,2107,1222010,0.0084
9093,2107,1322010,0.0504
9094,2107,1422010,0.0084
9095,2107,1522010,0.0084
9096,2107,1131013,0.0202
9097,2107,1231013,0.0034
9098,2107,1331013,0.0202
9099,2107,1431013,0.0034
9100,2107,1531013,0.0034
9101,2107,1132013,0.0269
9102,2107,1232013,0.0045
9103,2107,1332013,0.0269
9104,2107,1432013,0.0045
9105,2107,1532013,0.0045
9106,2107,1133013,0.0202
9107,2107,1233013,0.0034
9108,2107,1333013,0.0202
9109,2107,1433013,0.0034
9110,2107,1533013,0.0034
9111,2108,1121008,0.0056
9112,2108,1221008,0.0336
9113,2108,1321008,0.0056
9114,2108,1421008,0.0336
9115,2108,1521008,0.0056
9116,2108,1122008,0.0056
9117,2108,1222008,0.0336
9118,2108,1322008,0.0056
9119,2108,1422008,0.0336
9120,2108,1522008,0.0056
9121,2108,1131014,0.0042
9122,2108,1231014,0.0252
9123,2108,1331014,0.0042
9124,2108,1431014,0.0252
9125,2108,1531014,0.0042
9126,2108,1132014,0.0056
9127,2108,1232014,0.0336
9128,2108,1332014,0.0056
9129,2108,1432014,0.0336
9130,2108,1532014,0.0056
9131,2108,1133014,0.0042
9132,2108,1233014,0.0252
9133,2108,1333014,0.0042
9134,2108,1433014,0.0252
9135,2108,1533014,0.0042
9136,2108,1142001,0.0014
9137,2108,1242001,0.0084
9138,2108,1342001,0.0014
9139,2108,1442001,0.0084
9140,2108,1542001,0.0014
9141,2108,1143001,0.0014
9142,2108,1243001,0.0084
9143,2108,1343001,0.0014
9144,2108,1443001,0.0084
9145,2108,1543001,0.0014
9146,2109,1121008,0.0336
9147,2109,1221008,0.0056
9148,2109,1321008,0.0056
9149,2109,1421008,0.0056
9150,2109,1521008,0.0336
9151,2109,1122008,0.0336
9152,2109,1222008,0.0056
9153,2109,1322008,0.0056
9154,2109,1422008,0.0056
9155,2109,1522008,0.0336
9156,2109,1131014,0.0252
9157,2109,1231014,0.0042
9158,2109,1331014,0.0042
9159,2109,1431014,0.0042
9160,2109,1531014,0.0252
9161,2109,1132014,0.0336
9162,2109,1232014,0.0056
9163,2109,1332014,0.0056
9164,2109,1432014,0.0056
9165,2109,1532014,0.0336
9166,2109,1133014,0.0252
9167,2109,1233014,0.0042
9168,2109,1333014,0.0042
9169,2109,1433014,0.0042
9170,2109,1533014,0.0252
9171,2109,1142001,0.0084
9172,2109,1242001,0.0014
9173,2109,1342001,0.0014
9174,2109,1442001,0.0014
9175,2109,1542001,0.0084
9176,2109,1143001,0.0084
9177,2109,1243001,0.0014
9178,2109,1343001,0.0014
9179,2109,1443001,0.0014
9180,2109,1543001,0.0084
9181,2110,1121008,0.0056
9182,2110,1221008,0.0056
9183,2110,1321008,0.0336
9184,2110,1421008,0.0336
9185,2110,1521008,0.0056
9186,2110,1122008,0.0056
9187,2110,1222008,0.0056
9188,2110,1322008,0.0336
9189,2110,1422008,0.0336
9190,2110,1522008,0.0056
9191,2110,1131014,0.0042
9192,2110,1231014,0.0042
9193,2110,1331014,0.0252
9194,2110,1431014,0.0252
9195,2110,1531014,0.0042
9196,2110,1132014,0.0056
9197,2110,1232014,0.0056
9198,2110,1332014,0.0336
9199,2110,1432014,0.0336
9200,2110,1532014,0.0056
9201,2110,1133014,0.0042
9202,2110,1233014,0.0042
9203,2110,1333014,0.0252
9204,2110,1433014,0.0252
9205,2110,1533014,0.0042
9206,2110,1142001,0.0014
9207,2110,1242001,0.0014
9208,2110,1342001,0.0084
9209,2110,1442001,0.0084
9210,2110,1542001,0.0014
9211,2110,1143001,0.0014
9212,2110,1243001,0.0014
9213,2110,1343001,0.0084
9214,2110,1443001,0.0084
9215,2110,1543001,0.0014
9216,2111,1121008,0.0056
9217,2111,1221008,0.0336
9218,2111,1321008,0.0056
9219,2111,1421008,0.0056
9220,2111,1521008,0.0336
9221,2111,1122008,0.0056
9222,2111,1222008,0.0336
9223,2111,1322008,0.0056
9224,2111,1422008,0.0056
9225,2111,1522008,0.0336
9226,2111,1131014,0.0042
9227,2111,1231014,0.0252
9228,2111,1331014,0.0042
9229,2111,1431014,0.0042
9230,2111,1531014,0.0252
9231,2111,1132014,0.0056
9232,2111,1232014,0.0336
9233,2111,1332014,0.0056
9234,2111,1432014,0.0056
9235,2111,1532014,0.0336
9236,2111,1133014,0.0042
9237,2111,1233014,0.0252
9238,2111,1333014,0.0042
9239,2111,1433014,0.0042
9240,2111,1533014,0.0252
9241,2111,1142001,0.0014
9242,2111,1242001,0.0084
9243,2111,1342001,0.0014
9244,2111,1442001,0.0014
9245,2111,1542001,0.0084
9246,2111,1143001,0.0014
9247,2111,1243001,0.0084
9248,2111,1343001,0.0014
9249,2111,1443001,0.0014
9250,2111,1543001,0.0084
9251,2112,1121009,0.0056
9252,2112,1221009,0.0336
9253,2112,1321009,0.0056
9254,2112,1421009,0.0336
9255,2112,1521009,0.0056
9256,2112,1122009,0.0056
9257,2112,1222009,0.0336
9258,2112,1322009,0.0056
9259,2112,1422009,0.0336
9260,2112,1522009,0.0056
9261,2112,1131015,0.0042
9262,2112,1231015,0.0252
9263,2112,1331015,0.0042
9264,2112,1431015,0.0252
9265,2112,1531015,0.0042
9266,2112,1132015,0.0056
9267,2112,1232015,0.0336
9268,2112,1332015,0.0056
9269,2112,1432015,0.0336
9270,2112,1532015,0.0056
9271,2112,1133015,0.0042
9272,2112,1233015,0.0252
9273,2112,1333015,0.0042
9274,2112,1433015,0.0252
9275,2112,1533015,0.0042
9276,2112,1142002,0.0014
9277,2112,1242002,0.0084
9278,2112,1342002,0.0014
9279,2112,1442002,0.0084
9280,2112,1542002,0.0014
9281,2112,1143002,0.0014
9282,2112,1243002,0.0084
9283,2112,1343002,0.0014
9284,2112,1443002,0.0084
9285,2112,1543002,0.0014
9286,2113,1121009,0.0336
9287,2113,1221009,0.0056
9288,2113,1321009,0.0056
9289,2113,1421009,0.0056
9290,2113,1521009,0.0336
9291,2113,1122009,0.0336
9292,2113,1222009,0.0056
9293,2113,1322009,0.0056
9294,2113,1422009,0.0056
9295,2113,1522009,0.0336
9296,2113,1131015,0.0252
9297,2113,1231015,0.0042
9298,2113,1331015,0.0042
9299,2113,1431015,0.0042
9300,2113,1531015,0.0252
9301,2113,1132015,0.0336
9302,2113,1232015,0.0056
9303,2113,1332015,0.0056
9304,2113,1432015,0.0056
9305,2113,1532015,0.0336
9306,2113,1133015,0.0252
9307,2113,1233015,0.0042
9308,2113,1333015,0.0042
9309,2113,1433015,0.0042
9310,2113,1533015,0.0252
9311,2113,1142002,0.0084
9312,2113,1242002,0.0014
9313,2113,1342002,0.0014
9314,2113,1442002,0.0014
9315,2113,1542002,0.0084
9316,2113,1143002,0.0084
9317,2113,1243002,0.0014
9318,2113,1343002,0.0014
9319,2113,1443002,0.0014
9320,2113,1543002,0.0084
9321,2114,1121009,0.0056
9322,2114,1221009,0.0056
9323,2114,1321009,0.0336
9324,2114,1421009,0.0336
9325,2114,1521009,0.0056
9326,2114,1122009,0.0056
9327,2114,1222009,0.0056
9328,2114,1322009,0.0336
9329,2114,1422009,0.0336
9330,2114,1522009,0.0056
9331,2114,1131015,0.0042
9332,2114,1231015,0.0042
9333,2114,1331015,0.0252
9334,2114,1431015,0.0252
9335,2114,1531015,0.0042
9336,2114,1132015,0.0056
9337,2114,1232015,0.0056
9338,2114,1332015,0.0336
9339,2114,1432015,0.0336
9340,2114,1532015,0.0056
9341,2114,1133015,0.0042
9342,2114,1233015,0.0042
9343,2114,1333015,0.0252
9344,2114,1433015,0.0252
9345,2114,1533015,0.0042
9346,2114,1142002,0.0014
9347,2114,1242002,0.0014
9348,2114,1342002,0.0084
9349,2114,1442002,0.0084
9350,2114,1542002,0.0014
9351,2114,1143002,0.0014
9352,2114,1243002,0.0014
9353,2114,1343002,0.0084
9354,2114,1443002,0.0084
9355,2114,1543002,0.0014
9356,2115,1121009,0.0336
9357,2115,1221009,0.0056
9358,2115,1321009,0.0336
9359,2115,1421009,0.0056
9360,2115,1521009,0.0056
9361,2115,1122009,0.0336
9362,2115,1222009,0.0056
9363,2115,1322009,0.0336
9364,2115,1422009,0.0056
9365,2115,1522009,0.0056
9366,2115,1131015,0.0252
9367,2115,1231015,0.0042
9368,2115,1331015,0.0252
9369,2115,1431015,0.0042
9370,2115,1531015,0.0042
9371,2115,1132015,0.0336
9372,2115,1232015,0.0056
9373,2115,1332015,0.0336
9374,2115,1432015,0.0056
9375,2115,1532015,0.0056
9376,2115,1133015,0.0252
9377,2115,1233015,0.0042
9378,2115,1333015,0.0252
9379,2115,1433015,0.0042
9380,2115,1533015,0.0042
9381,2115,1142002,0.0084
9382,2115,1242002,0.0014
9383,2115,1342002,0.0084
9384,2115,1442002,0.0014
9385,2115,1542002,0.0014
9386,2115,1143002,0.0084
9387,2115,1243002,0.0014
9388,2115,1343002,0.0084
9389,2115,1443002,0.0014
9390,2115,1543002,0.0014
