序号,类型 0:枪|1:弓|2:骑,武将风格,类型名,名字,国家 1:魏|2:蜀|3:吴|4:他,品质,人物等级,等级,武力,智力,兵力,士气,技能,被动技能1,被动技能2,被动技能3,被动技能,兵种等级,战器淬炼（CSVMagicWeaponSmeltAttr.csv）,性别(1男2女）,持续周期,Boss,互斥Id,默认x,默认y,默认战法,小图片atlas,小图片sprite,大图片,技能语音,死亡语音
5241141,0,3,枪,陷阵营,4,1,60,3,862,674,884,7,15410401,900001,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2021,card2021,warrior/1S_02,warrior/1D_02
5241142,1,3,弓,陷阵营,4,1,60,3,799,886,735,0,15410411,900001,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2004,card2004,warrior/5S_02,warrior/5D_02
5241143,2,3,骑,陷阵营,4,1,60,3,884,674,862,0,15410421,900001,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2003,card2003,warrior/2S_01,warrior/2D_02
5241151,0,3,枪,陷阵营,4,1,60,3,794,672,953,0,25410501,900001,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2009,card2009,warrior/4S_03,warrior/4D_03
5241152,1,3,弓,陷阵营,4,1,60,3,731,956,733,7.5,45410511,900001,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2018,card2018,warrior/4S_02n,warrior/4D_02
5241153,0,3,枪,陷阵营,4,1,60,3,794,672,953,0,15410501,900001,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2009,card2009,warrior/4S_03,warrior/4D_03
5241211,2,3,骑,陷阵营,4,1,60,3,725,511,604,7,15410121,900012,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2009,card2009,warrior/4S_03,warrior/4D_03
5241212,2,3,骑,陷阵营,4,1,60,3,672,512,656,0,35410121,900012,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2017,card2017,warrior/4S_02n,warrior/4D_02
5241221,0,3,枪,陷阵营,4,1,60,3,717,560,735,0,15410201,900012,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2021,card2021,warrior/1S_02,warrior/1D_02
5241222,0,3,枪,陷阵营,4,1,60,3,660,559,793,5.5,25410201,900012,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2024,card2024,warrior/3S_01,warrior/3D_01
5241231,0,3,枪,陷阵营,4,1,60,3,785,614,805,4,0,900012,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2021,card2021,warrior/1S_02,warrior/1D_02
5241232,1,3,弓,陷阵营,4,1,60,3,666,871,667,0,35410311,900012,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2020,card2020,warrior/3S_02,warrior/3D_02
5241233,1,3,弓,陷阵营,4,1,60,3,805,736,663,0,15410311,900012,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2004,card2004,warrior/5S_02,warrior/5D_02
5241241,0,3,枪,陷阵营,4,1,60,3,862,674,884,7,15410401,900012,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2021,card2021,warrior/1S_02,warrior/1D_02
5241242,1,3,弓,陷阵营,4,1,60,3,799,886,735,0,15410411,900012,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2004,card2004,warrior/5S_02,warrior/5D_02
5241243,2,3,骑,陷阵营,4,1,60,3,884,674,862,0,15410421,900012,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2003,card2003,warrior/2S_01,warrior/2D_02
5241251,0,3,枪,陷阵营,4,1,60,3,794,672,953,0,25410501,900012,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2009,card2009,warrior/4S_03,warrior/4D_03
5241252,1,3,弓,陷阵营,4,1,60,3,731,956,733,7.5,45410511,900012,900011,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2018,card2018,warrior/4S_02n,warrior/4D_02
5241253,0,3,枪,陷阵营,4,1,60,3,794,672,953,0,15410501,900012,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2009,card2009,warrior/4S_03,warrior/4D_03
5241311,2,3,骑,陷阵营,4,1,60,3,725,511,604,7,15410121,900021,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2009,card2009,warrior/4S_03,warrior/4D_03
5241312,2,3,骑,陷阵营,4,1,60,3,672,512,656,0,35410121,900021,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2017,card2017,warrior/4S_02n,warrior/4D_02
5241321,0,3,枪,陷阵营,4,1,60,3,717,560,735,0,15410201,900021,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2021,card2021,warrior/1S_02,warrior/1D_02
5241322,0,3,枪,陷阵营,4,1,60,3,660,559,793,5.5,25410201,900021,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2024,card2024,warrior/3S_01,warrior/3D_01
5241331,0,3,枪,陷阵营,4,1,60,3,785,614,805,4,0,900021,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2021,card2021,warrior/1S_02,warrior/1D_02
5241332,1,3,弓,陷阵营,4,1,60,3,666,871,667,0,35410311,900021,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2020,card2020,warrior/3S_02,warrior/3D_02
5241333,1,3,弓,陷阵营,4,1,60,3,805,736,663,0,15410311,900021,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2004,card2004,warrior/5S_02,warrior/5D_02
5241341,0,3,枪,陷阵营,4,1,60,3,862,674,884,7,15410401,900021,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2021,card2021,warrior/1S_02,warrior/1D_02
5241342,1,3,弓,陷阵营,4,1,60,3,799,886,735,0,15410411,900021,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2004,card2004,warrior/5S_02,warrior/5D_02
5241343,2,3,骑,陷阵营,4,1,60,3,884,674,862,0,15410421,900021,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2003,card2003,warrior/2S_01,warrior/2D_02
5241351,0,3,枪,陷阵营,4,1,60,3,794,672,953,0,25410501,900021,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2009,card2009,warrior/4S_03,warrior/4D_03
5241352,1,3,弓,陷阵营,4,1,60,3,731,956,733,7.5,45410511,900021,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2018,card2018,warrior/4S_02n,warrior/4D_02
5241353,0,3,枪,陷阵营,4,1,60,3,794,672,953,0,15410501,900021,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2009,card2009,warrior/4S_03,warrior/4D_03
5241411,2,3,骑,陷阵营,4,1,60,3,725,511,604,7,15410121,900031,900032,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2009,card2009,warrior/4S_03,warrior/4D_03
5241412,2,3,骑,陷阵营,4,1,60,3,672,512,656,0,35410121,900031,900032,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2017,card2017,warrior/4S_02n,warrior/4D_02
5241421,0,3,枪,陷阵营,4,1,60,3,717,560,735,0,15410201,900031,900032,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2021,card2021,warrior/1S_02,warrior/1D_02
5241422,0,3,枪,陷阵营,4,1,60,3,660,559,793,5.5,25410201,900031,900032,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2024,card2024,warrior/3S_01,warrior/3D_01
5241431,0,3,枪,陷阵营,4,1,60,3,785,614,805,4,0,900031,900032,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2021,card2021,warrior/1S_02,warrior/1D_02
5241432,1,3,弓,陷阵营,4,1,60,3,666,871,667,0,35410311,900031,900032,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2020,card2020,warrior/3S_02,warrior/3D_02
5241433,1,3,弓,陷阵营,4,1,60,3,805,736,663,0,15410311,900031,900032,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2004,card2004,warrior/5S_02,warrior/5D_02
5241441,0,3,枪,陷阵营,4,1,60,3,862,674,884,7,15410401,900031,900032,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2021,card2021,warrior/1S_02,warrior/1D_02
5241442,1,3,弓,陷阵营,4,1,60,3,799,886,735,0,15410411,900031,900032,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2004,card2004,warrior/5S_02,warrior/5D_02
5241443,2,3,骑,陷阵营,4,1,60,3,884,674,862,0,15410421,900031,900032,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2003,card2003,warrior/2S_01,warrior/2D_02
5241451,0,3,枪,陷阵营,4,1,60,3,794,672,953,0,25410501,900031,900032,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2009,card2009,warrior/4S_03,warrior/4D_03
5241452,1,3,弓,陷阵营,4,1,60,3,731,956,733,7.5,45410511,900031,900032,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2018,card2018,warrior/4S_02n,warrior/4D_02
5241453,0,3,枪,陷阵营,4,1,60,3,794,672,953,0,15410501,900031,900032,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2009,card2009,warrior/4S_03,warrior/4D_03
5241511,2,3,骑,陷阵营,4,1,60,3,725,511,604,7,15410121,900042,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2009,card2009,warrior/4S_03,warrior/4D_03
5241512,2,3,骑,陷阵营,4,1,60,3,672,512,656,0,35410121,900042,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2017,card2017,warrior/4S_02n,warrior/4D_02
5241521,0,3,枪,陷阵营,4,1,60,3,717,560,735,0,15410201,900042,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2021,card2021,warrior/1S_02,warrior/1D_02
5241522,0,3,枪,陷阵营,4,1,60,3,660,559,793,5.5,25410201,900042,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2024,card2024,warrior/3S_01,warrior/3D_01
5241531,0,3,枪,陷阵营,4,1,60,3,785,614,805,4,0,900042,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2021,card2021,warrior/1S_02,warrior/1D_02
5241532,1,3,弓,陷阵营,4,1,60,3,666,871,667,0,35410311,900042,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2020,card2020,warrior/3S_02,warrior/3D_02
5241533,1,3,弓,陷阵营,4,1,60,3,805,736,663,0,15410311,900042,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2004,card2004,warrior/5S_02,warrior/5D_02
5241541,0,3,枪,陷阵营,4,1,60,3,862,674,884,7,15410401,900042,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2021,card2021,warrior/1S_02,warrior/1D_02
5241542,1,3,弓,陷阵营,4,1,60,3,799,886,735,0,15410411,900042,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2004,card2004,warrior/5S_02,warrior/5D_02
5241543,2,3,骑,陷阵营,4,1,60,3,884,674,862,0,15410421,900042,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2003,card2003,warrior/2S_01,warrior/2D_02
5241551,0,3,枪,陷阵营,4,1,60,3,794,672,953,0,25410501,900042,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2009,card2009,warrior/4S_03,warrior/4D_03
5241552,1,3,弓,陷阵营,4,1,60,3,731,956,733,7.5,45410511,900042,900041,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2018,card2018,warrior/4S_02n,warrior/4D_02
5241553,0,3,枪,陷阵营,4,1,60,3,794,672,953,0,15410501,900042,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2009,card2009,warrior/4S_03,warrior/4D_03
5244111,2,3,骑,南蛮铁骑,2,3,60,3,724,511,603,0,15440121,900001,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2015,card2015,warrior/1S_05n,warrior/1D_03n
5244112,1,3,弓,南蛮巫师,2,3,60,3,555,726,556,8,25440111,900001,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2017,card2017,warrior/4S_01,warrior/4D_04
5244121,0,3,枪,南蛮精兵,2,3,60,3,717,560,734,2,15440201,900001,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2012,card2012,warrior/1S_02,warrior/1D_01
5244122,2,3,骑,南蛮铁骑,2,3,60,3,792,558,660,0,15440221,900001,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2015,card2015,warrior/1S_05n,warrior/1D_03n
5244131,1,3,弓,南蛮巫师,2,3,60,3,666,880,667,8,45440311,900001,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2017,card2017,warrior/4S_01,warrior/4D_04
5244132,1,3,弓,南蛮巫师,2,3,60,3,666,870,667,0,15440311,900001,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2017,card2017,warrior/4S_01,warrior/4D_04
5244133,2,3,骑,南蛮铁骑,2,3,60,3,868,612,723,0,15440321,900001,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2015,card2015,warrior/1S_05n,warrior/1D_03n
5244141,0,3,枪,南蛮精兵,2,3,60,3,794,672,953,8,35440401,900001,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2012,card2012,warrior/1S_02,warrior/1D_01
5244142,2,3,骑,南蛮铁骑,2,3,60,3,953,672,794,0,15440421,900001,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2015,card2015,warrior/1S_05n,warrior/1D_03n
5244211,2,3,骑,南蛮铁骑,2,3,60,3,724,511,603,0,15440121,900012,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2015,card2015,warrior/1S_05n,warrior/1D_03n
5244212,1,3,弓,南蛮巫师,2,3,60,3,555,726,556,8,25440111,900012,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2017,card2017,warrior/4S_01,warrior/4D_04
5244221,0,3,枪,南蛮精兵,2,3,60,3,717,560,734,2,15440201,900012,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2012,card2012,warrior/1S_02,warrior/1D_01
5244222,2,3,骑,南蛮铁骑,2,3,60,3,792,558,660,0,15440221,900012,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2015,card2015,warrior/1S_05n,warrior/1D_03n
5244231,1,3,弓,南蛮巫师,2,3,60,3,666,880,667,8,45440311,900012,900011,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2017,card2017,warrior/4S_01,warrior/4D_04
5244232,1,3,弓,南蛮巫师,2,3,60,3,666,870,667,0,15440311,900012,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2017,card2017,warrior/4S_01,warrior/4D_04
5244233,2,3,骑,南蛮铁骑,2,3,60,3,868,612,723,0,15440321,900012,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2015,card2015,warrior/1S_05n,warrior/1D_03n
5244241,0,3,枪,南蛮精兵,2,3,60,3,794,672,953,8,35440401,900012,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2012,card2012,warrior/1S_02,warrior/1D_01
5244242,2,3,骑,南蛮铁骑,2,3,60,3,953,672,794,0,15440421,900012,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2015,card2015,warrior/1S_05n,warrior/1D_03n
5244311,2,3,骑,南蛮铁骑,2,3,60,3,724,511,603,0,15440121,900021,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2015,card2015,warrior/1S_05n,warrior/1D_03n
5244312,1,3,弓,南蛮巫师,2,3,60,3,555,726,556,8,25440111,900021,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2017,card2017,warrior/4S_01,warrior/4D_04
5244321,0,3,枪,南蛮精兵,2,3,60,3,717,560,734,2,15440201,900021,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2012,card2012,warrior/1S_02,warrior/1D_01
5244322,2,3,骑,南蛮铁骑,2,3,60,3,792,558,660,0,15440221,900021,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2015,card2015,warrior/1S_05n,warrior/1D_03n
5244331,1,3,弓,南蛮巫师,2,3,60,3,666,880,667,8,45440311,900021,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2017,card2017,warrior/4S_01,warrior/4D_04
5244332,1,3,弓,南蛮巫师,2,3,60,3,666,870,667,0,15440311,900021,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2017,card2017,warrior/4S_01,warrior/4D_04
5244333,2,3,骑,南蛮铁骑,2,3,60,3,868,612,723,0,15440321,900021,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2015,card2015,warrior/1S_05n,warrior/1D_03n
5244341,0,3,枪,南蛮精兵,2,3,60,3,794,672,953,8,35440401,900021,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2012,card2012,warrior/1S_02,warrior/1D_01
5244342,2,3,骑,南蛮铁骑,2,3,60,3,953,672,794,0,15440421,900021,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2015,card2015,warrior/1S_05n,warrior/1D_03n
5244411,2,3,骑,南蛮铁骑,2,3,60,3,724,511,603,0,15440121,900031,900032,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2015,card2015,warrior/1S_05n,warrior/1D_03n
5244412,1,3,弓,南蛮巫师,2,3,60,3,555,726,556,8,25440111,900031,900032,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2017,card2017,warrior/4S_01,warrior/4D_04
5244421,0,3,枪,南蛮精兵,2,3,60,3,717,560,734,2,15440201,900031,900032,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2012,card2012,warrior/1S_02,warrior/1D_01
5244422,2,3,骑,南蛮铁骑,2,3,60,3,792,558,660,0,15440221,900031,900032,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2015,card2015,warrior/1S_05n,warrior/1D_03n
5244431,1,3,弓,南蛮巫师,2,3,60,3,666,880,667,8,45440311,900031,900032,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2017,card2017,warrior/4S_01,warrior/4D_04
5244432,1,3,弓,南蛮巫师,2,3,60,3,666,870,667,0,15440311,900031,900032,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2017,card2017,warrior/4S_01,warrior/4D_04
5244433,2,3,骑,南蛮铁骑,2,3,60,3,868,612,723,0,15440321,900031,900032,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2015,card2015,warrior/1S_05n,warrior/1D_03n
5244441,0,3,枪,南蛮精兵,2,3,60,3,794,672,953,8,35440401,900031,900032,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2012,card2012,warrior/1S_02,warrior/1D_01
5244442,2,3,骑,南蛮铁骑,2,3,60,3,953,672,794,0,15440421,900031,900032,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2015,card2015,warrior/1S_05n,warrior/1D_03n
5244511,2,3,骑,南蛮铁骑,2,3,60,3,724,511,603,0,15440121,900042,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2015,card2015,warrior/1S_05n,warrior/1D_03n
5244512,1,3,弓,南蛮巫师,2,3,60,3,555,726,556,8,25440111,900042,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2017,card2017,warrior/4S_01,warrior/4D_04
5244521,0,3,枪,南蛮精兵,2,3,60,3,717,560,734,2,15440201,900042,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2012,card2012,warrior/1S_02,warrior/1D_01
5244522,2,3,骑,南蛮铁骑,2,3,60,3,792,558,660,0,15440221,900042,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2015,card2015,warrior/1S_05n,warrior/1D_03n
5244531,1,3,弓,南蛮巫师,2,3,60,3,666,880,667,8,45440311,900042,900041,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2017,card2017,warrior/4S_01,warrior/4D_04
5244532,1,3,弓,南蛮巫师,2,3,60,3,666,870,667,0,15440311,900042,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2017,card2017,warrior/4S_01,warrior/4D_04
5244533,2,3,骑,南蛮铁骑,2,3,60,3,868,612,723,0,15440321,900042,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2015,card2015,warrior/1S_05n,warrior/1D_03n
5244541,0,3,枪,南蛮精兵,2,3,60,3,794,672,953,8,35440401,900042,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2012,card2012,warrior/1S_02,warrior/1D_01
5244542,2,3,骑,南蛮铁骑,2,3,60,3,953,672,794,0,15440421,900042,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2015,card2015,warrior/1S_05n,warrior/1D_03n
5311111,1,3,弓,魏国谋士,1,3,80,3,1342,1755,1345,7,45110111,900001,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2014,card2014,warrior/3S_01,warrior/3D_01
5311112,2,3,骑,虎豹骑,1,3,80,3,1750,1234,1458,0,15110121,900001,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2025,card2025,warrior/5S_04n,warrior/5D_01
5311121,0,3,枪,魏国精兵,1,3,80,3,1760,1376,1803,7,15110201,900001,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2030,card2030,warrior/5S_03,warrior/5D_03n
5311122,2,3,骑,虎豹骑,1,3,80,3,1946,1372,1621,0,15110221,900001,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2025,card2025,warrior/5S_04n,warrior/5D_01
5311123,2,3,骑,虎豹骑,1,3,80,3,1631,1809,1500,0,35110221,900001,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2025,card2025,warrior/5S_04n,warrior/5D_01
5311131,2,3,骑,虎豹骑,1,3,80,3,2171,1531,1808,7,25110321,900001,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2025,card2025,warrior/5S_04n,warrior/5D_01
5311132,2,3,骑,虎豹骑,1,3,80,3,2171,1531,1808,0,15110321,900001,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2025,card2025,warrior/5S_04n,warrior/5D_01
5311133,2,3,骑,虎豹骑,1,3,80,3,2011,1535,1963,0,25110322,900001,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2025,card2025,warrior/5S_04n,warrior/5D_01
5311141,2,3,骑,虎豹骑,1,3,80,3,2432,1715,2026,7,15110421,900001,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2025,card2025,warrior/5S_04n,warrior/5D_01
5311142,2,3,骑,虎豹骑,1,3,80,3,2253,1720,2199,0,15110422,900001,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2025,card2025,warrior/5S_04n,warrior/5D_01
5311143,2,3,骑,虎豹骑,1,3,80,3,2432,1715,2026,0,0,900001,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2025,card2025,warrior/5S_04n,warrior/5D_01
5311144,1,3,弓,魏国谋士,1,3,80,3,1865,2438,1868,0,15110423,900001,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2014,card2014,warrior/3S_01,warrior/3D_01
5311211,1,3,弓,魏国谋士,1,3,80,3,1342,1755,1345,7,45110111,900012,900011,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2014,card2014,warrior/3S_01,warrior/3D_01
5311212,2,3,骑,虎豹骑,1,3,80,3,1750,1234,1458,0,15110121,900012,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2025,card2025,warrior/5S_04n,warrior/5D_01
5311221,0,3,枪,魏国精兵,1,3,80,3,1760,1376,1803,7,15110201,900012,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2030,card2030,warrior/5S_03,warrior/5D_03n
5311222,2,3,骑,虎豹骑,1,3,80,3,1946,1372,1621,0,15110221,900012,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2025,card2025,warrior/5S_04n,warrior/5D_01
5311223,2,3,骑,虎豹骑,1,3,80,3,1631,1809,1500,0,35110221,900012,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2025,card2025,warrior/5S_04n,warrior/5D_01
