关卡ID,关卡类型(普通副本值为0，英雄副本为1，百战之路3，挑战副本为7）,章,关卡名,战役名,战役序号,大关卡序号,是否是城池（可争夺）,胜利条件,关卡地图,战器掉落ID,掉落最大数量,掉落物品1,掉落物品2,掉落物品3,掉落物品4,阵型类型,角色1,角色2,角色3,角色4,角色5,将魂将领id(1-5),将魂将领技能,部队技能(符文套装),技能优先级1,技能优先级2,技能优先级3,技能优先级4,技能优先级5,关卡图标位置索引,图标连线类型（0为无连线1为上2为下4为左8为右/如果有多条则按位与）,关卡描述,需求军令,需求战力,需求解锁关卡,标准战力,抽卡类型,挑战产出类型,挑战产出数量,产出碎片概率,产出碎片数量,兄弟关1,兄弟关2,入场回合
4212,7,司马懿,觉醒,勇,0,0,0,1,1,0,0,0,0,0,0,4212,5407121,5407121,5407123,5407121,5407122,1,0,0,4,5,3,0,0,0,0,NULL,15,0,0,100,26,28,2,0,2,0,0,0
4213,7,司马懿,觉醒,勇,0,0,0,1,1,0,0,0,0,0,0,4213,5407132,5407131,5407131,5407131,5407131,1,0,0,45,1,0,0,0,0,0,NULL,25,0,0,100,27,28,2,0,3,0,0,0
4214,7,司马懿,觉醒,智,0,0,0,1,1,0,0,0,0,0,0,4211,5407211,5407211,5407211,5407211,5407212,1,0,0,13,5,2,4,0,0,0,NULL,10,0,0,100,25,28,2,0,1,0,0,0
4215,7,司马懿,觉醒,智,0,0,0,1,1,0,0,0,0,0,0,4212,5407221,5407221,5407223,5407221,5407222,1,0,0,4,5,3,0,0,0,0,NULL,15,0,0,100,26,28,2,0,2,0,0,0
4216,7,司马懿,觉醒,智,0,0,0,1,1,0,0,0,0,0,0,4213,5407232,5407231,5407231,5407231,5407231,1,0,0,45,1,0,0,0,0,0,NULL,25,0,0,100,27,28,2,0,3,0,0,0
4217,7,司马懿,觉醒,力,0,0,0,1,1,0,0,0,0,0,0,4211,5407311,5407311,5407311,5407311,5407312,1,0,0,13,5,2,4,0,0,0,NULL,10,0,0,100,25,28,2,0,1,0,0,0
4218,7,司马懿,觉醒,力,0,0,0,1,1,0,0,0,0,0,0,4212,5407321,5407321,5407323,5407321,5407322,1,0,0,4,5,3,0,0,0,0,NULL,15,0,0,100,26,28,2,0,2,0,0,0
4219,7,司马懿,觉醒,力,0,0,0,1,1,0,0,0,0,0,0,4213,5407332,5407331,5407331,5407331,5407331,1,0,0,45,1,0,0,0,0,0,NULL,25,0,0,100,27,28,2,0,3,0,0,0
4220,7,司马懿,觉醒,体,0,0,0,1,1,0,0,0,0,0,0,4211,5407411,5407411,5407411,5407411,5407412,1,0,0,13,5,2,4,0,0,0,NULL,10,0,0,100,25,28,2,0,1,0,0,0
4221,7,司马懿,觉醒,体,0,0,0,1,1,0,0,0,0,0,0,4212,5407421,5407421,5407423,5407421,5407422,1,0,0,4,5,3,0,0,0,0,NULL,15,0,0,100,26,28,2,0,2,0,0,0
4222,7,司马懿,觉醒,体,0,0,0,1,1,0,0,0,0,0,0,4213,5407432,5407431,5407431,5407431,5407431,1,0,0,45,1,0,0,0,0,0,NULL,25,0,0,100,27,28,2,0,3,0,0,0
4223,7,司马懿,觉醒,心,0,0,0,1,1,0,0,0,0,0,0,4211,5407511,5407511,5407511,5407511,5407512,1,0,0,13,5,2,4,0,0,0,NULL,10,0,0,100,25,28,2,0,1,0,0,0
4224,7,司马懿,觉醒,心,0,0,0,1,1,0,0,0,0,0,0,4212,5407521,5407521,5407523,5407521,5407522,1,0,0,4,5,3,0,0,0,0,NULL,15,0,0,100,26,28,2,0,2,0,0,0
4225,7,司马懿,觉醒,心,0,0,0,1,1,0,0,0,0,0,0,4213,5407532,5407531,5407531,5407531,5407531,1,0,0,45,1,0,0,0,0,0,NULL,25,0,0,100,27,28,2,0,3,0,0,0
4226,7,司马懿,堕天,勇,0,0,0,1,1,0,0,0,0,0,0,4226,5407141,5407142,5407142,5407142,5407142,1,0,0,14,5,0,0,0,0,0,NULL,10,0,0,100,25,28,2,0,1,0,0,0
4227,7,司马懿,堕天,勇,0,0,0,1,1,0,0,0,0,0,0,4227,5407151,5407151,5407152,5407152,5407153,1,0,0,5,3,4,0,0,0,0,NULL,15,0,0,100,26,28,2,0,2,0,0,0
4228,7,司马懿,堕天,勇,0,0,0,1,1,0,0,0,0,0,0,4228,5407161,5407162,5407161,5407161,5407163,1,0,0,15,2,0,0,0,0,0,NULL,25,0,0,100,27,28,2,0,3,0,0,0
4229,7,司马懿,堕天,智,0,0,0,1,1,0,0,0,0,0,0,4226,5407241,5407242,5407242,5407242,5407242,1,0,0,14,5,0,0,0,0,0,NULL,10,0,0,100,25,28,2,0,1,0,0,0
4230,7,司马懿,堕天,智,0,0,0,1,1,0,0,0,0,0,0,4227,5407251,5407251,5407252,5407252,5407253,1,0,0,5,3,4,0,0,0,0,NULL,15,0,0,100,26,28,2,0,2,0,0,0
4231,7,司马懿,堕天,智,0,0,0,1,1,0,0,0,0,0,0,4228,5407261,5407262,5407261,5407261,5407263,1,0,0,15,2,0,0,0,0,0,NULL,25,0,0,100,27,28,2,0,3,0,0,0
4232,7,司马懿,堕天,力,0,0,0,1,1,0,0,0,0,0,0,4226,5407341,5407342,5407342,5407342,5407342,1,0,0,14,5,0,0,0,0,0,NULL,10,0,0,100,25,28,2,0,1,0,0,0
4233,7,司马懿,堕天,力,0,0,0,1,1,0,0,0,0,0,0,4227,5407351,5407351,5407352,5407352,5407353,1,0,0,5,3,4,0,0,0,0,NULL,15,0,0,100,26,28,2,0,2,0,0,0
4234,7,司马懿,堕天,力,0,0,0,1,1,0,0,0,0,0,0,4228,5407361,5407362,5407361,5407361,5407363,1,0,0,15,2,0,0,0,0,0,NULL,25,0,0,100,27,28,2,0,3,0,0,0
4235,7,司马懿,堕天,体,0,0,0,1,1,0,0,0,0,0,0,4226,5407441,5407442,5407442,5407442,5407442,1,0,0,14,5,0,0,0,0,0,NULL,10,0,0,100,25,28,2,0,1,0,0,0
4236,7,司马懿,堕天,体,0,0,0,1,1,0,0,0,0,0,0,4227,5407451,5407451,5407452,5407452,5407453,1,0,0,5,3,4,0,0,0,0,NULL,15,0,0,100,26,28,2,0,2,0,0,0
4237,7,司马懿,堕天,体,0,0,0,1,1,0,0,0,0,0,0,4228,5407461,5407462,5407461,5407461,5407463,1,0,0,15,2,0,0,0,0,0,NULL,25,0,0,100,27,28,2,0,3,0,0,0
4238,7,司马懿,堕天,心,0,0,0,1,1,0,0,0,0,0,0,4226,5407541,5407542,5407542,5407542,5407542,1,0,0,14,5,0,0,0,0,0,NULL,10,0,0,100,25,28,2,0,1,0,0,0
4239,7,司马懿,堕天,心,0,0,0,1,1,0,0,0,0,0,0,4227,5407551,5407551,5407552,5407552,5407553,1,0,0,5,3,4,0,0,0,0,NULL,15,0,0,100,26,28,2,0,2,0,0,0
4240,7,司马懿,堕天,心,0,0,0,1,1,0,0,0,0,0,0,4228,5407561,5407562,5407561,5407561,5407563,1,0,0,15,2,0,0,0,0,0,NULL,25,0,0,100,27,28,2,0,3,0,0,0
4241,7,诸葛亮,觉醒,勇,0,0,0,1,1,0,0,0,0,0,0,4241,5408111,5408111,5408112,5408111,5408113,1,0,0,3,5,0,0,0,0,0,NULL,10,0,0,100,25,28,2,0,1,0,0,0
4242,7,诸葛亮,觉醒,勇,0,0,0,1,1,0,0,0,0,0,0,4242,5408121,5408121,5408121,5408122,5408123,1,0,0,45,0,0,0,0,0,0,NULL,15,0,0,100,26,28,2,0,2,0,0,0
4243,7,诸葛亮,觉醒,勇,0,0,0,1,1,0,0,0,0,0,0,4243,5408132,5408131,5408131,5408131,5408131,1,0,0,23,1,0,0,0,0,0,NULL,25,0,0,100,27,28,2,0,3,0,0,0
4244,7,诸葛亮,觉醒,智,0,0,0,1,1,0,0,0,0,0,0,4241,5408211,5408211,5408212,5408211,5408213,1,0,0,3,5,0,0,0,0,0,NULL,10,0,0,100,25,28,2,0,1,0,0,0
4245,7,诸葛亮,觉醒,智,0,0,0,1,1,0,0,0,0,0,0,4242,5408221,5408221,5408221,5408222,5408223,1,0,0,45,0,0,0,0,0,0,NULL,15,0,0,100,26,28,2,0,2,0,0,0
4246,7,诸葛亮,觉醒,智,0,0,0,1,1,0,0,0,0,0,0,4243,5408232,5408231,5408231,5408231,5408231,1,0,0,23,1,0,0,0,0,0,NULL,25,0,0,100,27,28,2,0,3,0,0,0
4247,7,诸葛亮,觉醒,力,0,0,0,1,1,0,0,0,0,0,0,4241,5408311,5408311,5408312,5408311,5408313,1,0,0,3,5,0,0,0,0,0,NULL,10,0,0,100,25,28,2,0,1,0,0,0
4248,7,诸葛亮,觉醒,力,0,0,0,1,1,0,0,0,0,0,0,4242,5408321,5408321,5408321,5408322,5408323,1,0,0,45,0,0,0,0,0,0,NULL,15,0,0,100,26,28,2,0,2,0,0,0
4249,7,诸葛亮,觉醒,力,0,0,0,1,1,0,0,0,0,0,0,4243,5408332,5408331,5408331,5408331,5408331,1,0,0,23,1,0,0,0,0,0,NULL,25,0,0,100,27,28,2,0,3,0,0,0
4250,7,诸葛亮,觉醒,体,0,0,0,1,1,0,0,0,0,0,0,4241,5408411,5408411,5408412,5408411,5408413,1,0,0,3,5,0,0,0,0,0,NULL,10,0,0,100,25,28,2,0,1,0,0,0
4251,7,诸葛亮,觉醒,体,0,0,0,1,1,0,0,0,0,0,0,4242,5408421,5408421,5408421,5408422,5408423,1,0,0,45,0,0,0,0,0,0,NULL,15,0,0,100,26,28,2,0,2,0,0,0
4252,7,诸葛亮,觉醒,体,0,0,0,1,1,0,0,0,0,0,0,4243,5408432,5408431,5408431,5408431,5408431,1,0,0,23,1,0,0,0,0,0,NULL,25,0,0,100,27,28,2,0,3,0,0,0
4253,7,诸葛亮,觉醒,心,0,0,0,1,1,0,0,0,0,0,0,4241,5408511,5408511,5408512,5408511,5408513,1,0,0,3,5,0,0,0,0,0,NULL,10,0,0,100,25,28,2,0,1,0,0,0
4254,7,诸葛亮,觉醒,心,0,0,0,1,1,0,0,0,0,0,0,4242,5408521,5408521,5408521,5408522,5408523,1,0,0,45,0,0,0,0,0,0,NULL,15,0,0,100,26,28,2,0,2,0,0,0
4255,7,诸葛亮,觉醒,心,0,0,0,1,1,0,0,0,0,0,0,4243,5408532,5408531,5408531,5408531,5408531,1,0,0,23,1,0,0,0,0,0,NULL,25,0,0,100,27,28,2,0,3,0,0,0
4256,7,诸葛亮,堕天,勇,0,0,0,1,1,0,0,0,0,0,0,4256,5408141,5408142,5408142,5408142,5408142,1,0,0,1,34,0,0,0,0,0,NULL,10,0,0,100,25,28,2,0,1,0,0,0
4257,7,诸葛亮,堕天,勇,0,0,0,1,1,0,0,0,0,0,0,4257,5408151,5408152,5408152,5408152,5408153,1,0,0,1,45,0,0,0,0,0,NULL,15,0,0,100,26,28,2,0,2,0,0,0
4258,7,诸葛亮,堕天,勇,0,0,0,1,1,0,0,0,0,0,0,4258,5408161,5408162,5408161,5408163,5408163,1,0,0,12,4,0,0,0,0,0,NULL,25,0,0,100,27,28,2,0,3,0,0,0
4259,7,诸葛亮,堕天,智,0,0,0,1,1,0,0,0,0,0,0,4256,5408241,5408242,5408242,5408242,5408242,1,0,0,1,34,0,0,0,0,0,NULL,10,0,0,100,25,28,2,0,1,0,0,0
4260,7,诸葛亮,堕天,智,0,0,0,1,1,0,0,0,0,0,0,4257,5408251,5408252,5408252,5408252,5408253,1,0,0,1,45,0,0,0,0,0,NULL,15,0,0,100,26,28,2,0,2,0,0,0
4261,7,诸葛亮,堕天,智,0,0,0,1,1,0,0,0,0,0,0,4258,5408261,5408262,5408261,5408263,5408263,1,0,0,12,4,0,0,0,0,0,NULL,25,0,0,100,27,28,2,0,3,0,0,0
4262,7,诸葛亮,堕天,力,0,0,0,1,1,0,0,0,0,0,0,4256,5408341,5408342,5408342,5408342,5408342,1,0,0,1,34,0,0,0,0,0,NULL,10,0,0,100,25,28,2,0,1,0,0,0
4263,7,诸葛亮,堕天,力,0,0,0,1,1,0,0,0,0,0,0,4257,5408351,5408352,5408352,5408352,5408353,1,0,0,1,45,0,0,0,0,0,NULL,15,0,0,100,26,28,2,0,2,0,0,0
4264,7,诸葛亮,堕天,力,0,0,0,1,1,0,0,0,0,0,0,4258,5408361,5408362,5408361,5408363,5408363,1,0,0,12,4,0,0,0,0,0,NULL,25,0,0,100,27,28,2,0,3,0,0,0
4265,7,诸葛亮,堕天,体,0,0,0,1,1,0,0,0,0,0,0,4256,5408441,5408442,5408442,5408442,5408442,1,0,0,1,34,0,0,0,0,0,NULL,10,0,0,100,25,28,2,0,1,0,0,0
4266,7,诸葛亮,堕天,体,0,0,0,1,1,0,0,0,0,0,0,4257,5408451,5408452,5408452,5408452,5408453,1,0,0,1,45,0,0,0,0,0,NULL,15,0,0,100,26,28,2,0,2,0,0,0
4267,7,诸葛亮,堕天,体,0,0,0,1,1,0,0,0,0,0,0,4258,5408461,5408462,5408461,5408463,5408463,1,0,0,12,4,0,0,0,0,0,NULL,25,0,0,100,27,28,2,0,3,0,0,0
4268,7,诸葛亮,堕天,心,0,0,0,1,1,0,0,0,0,0,0,4256,5408541,5408542,5408542,5408542,5408542,1,0,0,1,34,0,0,0,0,0,NULL,10,0,0,100,25,28,2,0,1,0,0,0
4269,7,诸葛亮,堕天,心,0,0,0,1,1,0,0,0,0,0,0,4257,5408551,5408552,5408552,5408552,5408553,1,0,0,1,45,0,0,0,0,0,NULL,15,0,0,100,26,28,2,0,2,0,0,0
4270,7,诸葛亮,堕天,心,0,0,0,1,1,0,0,0,0,0,0,4258,5408561,5408562,5408561,5408563,5408563,1,0,0,12,4,0,0,0,0,0,NULL,25,0,0,100,27,28,2,0,3,0,0,0
4271,7,周瑜,觉醒,勇,0,0,0,1,1,0,0,0,0,0,0,4271,5409111,5409111,5409112,5409111,5409113,1,0,0,2,35,0,0,0,0,0,NULL,10,0,0,100,25,28,2,0,1,0,0,0
4272,7,周瑜,觉醒,勇,0,0,0,1,1,0,0,0,0,0,0,4272,5409121,5409122,5409122,5409123,5409122,1,0,0,45,0,0,0,0,0,0,NULL,15,0,0,100,26,28,2,0,2,0,0,0
4273,7,周瑜,觉醒,勇,0,0,0,1,1,0,0,0,0,0,0,4273,5409131,5409132,5409132,5409132,5409133,1,0,0,45,3,0,0,0,0,0,NULL,25,0,0,100,27,28,2,0,3,0,0,0
4274,7,周瑜,觉醒,智,0,0,0,1,1,0,0,0,0,0,0,4271,5409211,5409211,5409212,5409211,5409213,1,0,0,2,35,0,0,0,0,0,NULL,10,0,0,100,25,28,2,0,1,0,0,0
4275,7,周瑜,觉醒,智,0,0,0,1,1,0,0,0,0,0,0,4272,5409221,5409222,5409222,5409223,5409222,1,0,0,45,0,0,0,0,0,0,NULL,15,0,0,100,26,28,2,0,2,0,0,0
4276,7,周瑜,觉醒,智,0,0,0,1,1,0,0,0,0,0,0,4273,5409231,5409232,5409232,5409232,5409233,1,0,0,45,3,0,0,0,0,0,NULL,25,0,0,100,27,28,2,0,3,0,0,0
4277,7,周瑜,觉醒,力,0,0,0,1,1,0,0,0,0,0,0,4271,5409311,5409311,5409312,5409311,5409313,1,0,0,2,35,0,0,0,0,0,NULL,10,0,0,100,25,28,2,0,1,0,0,0
4278,7,周瑜,觉醒,力,0,0,0,1,1,0,0,0,0,0,0,4272,5409321,5409322,5409322,5409323,5409322,1,0,0,45,0,0,0,0,0,0,NULL,15,0,0,100,26,28,2,0,2,0,0,0
4279,7,周瑜,觉醒,力,0,0,0,1,1,0,0,0,0,0,0,4273,5409331,5409332,5409332,5409332,5409333,1,0,0,45,3,0,0,0,0,0,NULL,25,0,0,100,27,28,2,0,3,0,0,0
4280,7,周瑜,觉醒,体,0,0,0,1,1,0,0,0,0,0,0,4271,5409411,5409411,5409412,5409411,5409413,1,0,0,2,35,0,0,0,0,0,NULL,10,0,0,100,25,28,2,0,1,0,0,0
4281,7,周瑜,觉醒,体,0,0,0,1,1,0,0,0,0,0,0,4272,5409421,5409422,5409422,5409423,5409422,1,0,0,45,0,0,0,0,0,0,NULL,15,0,0,100,26,28,2,0,2,0,0,0
4282,7,周瑜,觉醒,体,0,0,0,1,1,0,0,0,0,0,0,4273,5409431,5409432,5409432,5409432,5409433,1,0,0,45,3,0,0,0,0,0,NULL,25,0,0,100,27,28,2,0,3,0,0,0
4283,7,周瑜,觉醒,心,0,0,0,1,1,0,0,0,0,0,0,4271,5409511,5409511,5409512,5409511,5409513,1,0,0,2,35,0,0,0,0,0,NULL,10,0,0,100,25,28,2,0,1,0,0,0
4284,7,周瑜,觉醒,心,0,0,0,1,1,0,0,0,0,0,0,4272,5409521,5409522,5409522,5409523,5409522,1,0,0,45,0,0,0,0,0,0,NULL,15,0,0,100,26,28,2,0,2,0,0,0
4285,7,周瑜,觉醒,心,0,0,0,1,1,0,0,0,0,0,0,4273,5409531,5409532,5409532,5409532,5409533,1,0,0,45,3,0,0,0,0,0,NULL,25,0,0,100,27,28,2,0,3,0,0,0
4286,7,周瑜,堕天,勇,0,0,0,1,1,0,0,0,0,0,0,4286,5409141,5409142,5409141,5409141,5409141,1,0,0,2,1,0,0,0,0,0,NULL,10,0,0,100,25,28,2,0,1,0,0,0
4287,7,周瑜,堕天,勇,0,0,0,1,1,0,0,0,0,0,0,4287,5409151,5409152,5409151,5409151,5409153,1,0,0,5,12,3,4,0,0,0,NULL,15,0,0,100,26,28,2,0,2,0,0,0
4288,7,周瑜,堕天,勇,0,0,0,1,1,0,0,0,0,0,0,4288,5409161,5409161,5409162,5409163,5409163,1,0,0,34,5,0,0,0,0,0,NULL,25,0,0,100,27,28,2,0,3,0,0,0
4289,7,周瑜,堕天,智,0,0,0,1,1,0,0,0,0,0,0,4286,5409241,5409242,5409241,5409241,5409241,1,0,0,2,1,0,0,0,0,0,NULL,10,0,0,100,25,28,2,0,1,0,0,0
4290,7,周瑜,堕天,智,0,0,0,1,1,0,0,0,0,0,0,4287,5409251,5409252,5409251,5409251,5409253,1,0,0,5,12,3,4,0,0,0,NULL,15,0,0,100,26,28,2,0,2,0,0,0
4291,7,周瑜,堕天,智,0,0,0,1,1,0,0,0,0,0,0,4288,5409261,5409261,5409262,5409263,5409263,1,0,0,34,5,0,0,0,0,0,NULL,25,0,0,100,27,28,2,0,3,0,0,0
4292,7,周瑜,堕天,力,0,0,0,1,1,0,0,0,0,0,0,4286,5409341,5409342,5409341,5409341,5409341,1,0,0,2,1,0,0,0,0,0,NULL,10,0,0,100,25,28,2,0,1,0,0,0
4293,7,周瑜,堕天,力,0,0,0,1,1,0,0,0,0,0,0,4287,5409351,5409352,5409351,5409351,5409353,1,0,0,5,12,3,4,0,0,0,NULL,15,0,0,100,26,28,2,0,2,0,0,0
4294,7,周瑜,堕天,力,0,0,0,1,1,0,0,0,0,0,0,4288,5409361,5409361,5409362,5409363,5409363,1,0,0,34,5,0,0,0,0,0,NULL,25,0,0,100,27,28,2,0,3,0,0,0
4295,7,周瑜,堕天,体,0,0,0,1,1,0,0,0,0,0,0,4286,5409441,5409442,5409441,5409441,5409441,1,0,0,2,1,0,0,0,0,0,NULL,10,0,0,100,25,28,2,0,1,0,0,0
4296,7,周瑜,堕天,体,0,0,0,1,1,0,0,0,0,0,0,4287,5409451,5409452,5409451,5409451,5409453,1,0,0,5,12,3,4,0,0,0,NULL,15,0,0,100,26,28,2,0,2,0,0,0
4297,7,周瑜,堕天,体,0,0,0,1,1,0,0,0,0,0,0,4288,5409461,5409461,5409462,5409463,5409463,1,0,0,34,5,0,0,0,0,0,NULL,25,0,0,100,27,28,2,0,3,0,0,0
4298,7,周瑜,堕天,心,0,0,0,1,1,0,0,0,0,0,0,4286,5409541,5409542,5409541,5409541,5409541,1,0,0,2,1,0,0,0,0,0,NULL,10,0,0,100,25,28,2,0,1,0,0,0
4299,7,周瑜,堕天,心,0,0,0,1,1,0,0,0,0,0,0,4287,5409551,5409552,5409551,5409551,5409553,1,0,0,5,12,3,4,0,0,0,NULL,15,0,0,100,26,28,2,0,2,0,0,0
4300,7,周瑜,堕天,心,0,0,0,1,1,0,0,0,0,0,0,4288,5409561,5409561,5409562,5409563,5409563,1,0,0,34,5,0,0,0,0,0,NULL,25,0,0,100,27,28,2,0,3,0,0,0
4301,7,关羽,觉醒,勇,0,0,0,1,1,0,0,0,0,0,0,4301,5410111,5410111,5410111,5410111,5410112,1,0,0,15,5,3,5,4,0,0,NULL,10,0,0,100,25,28,2,0,1,0,0,0
4302,7,关羽,觉醒,勇,0,0,0,1,1,0,0,0,0,0,0,4302,5410121,5410122,5410123,5410123,5410124,1,0,0,1,2,5,2,5,0,0,NULL,15,0,0,100,26,28,2,0,2,0,0,0
4303,7,关羽,觉醒,勇,0,0,0,1,1,0,0,0,0,0,0,4303,5410131,5410132,5410132,5410132,5410133,1,0,0,51,5,1,5,1,0,0,NULL,25,0,0,100,27,28,2,0,3,0,0,0
4304,7,关羽,觉醒,智,0,0,0,1,1,0,0,0,0,0,0,4301,5410211,5410211,5410211,5410211,5410212,1,0,0,15,5,3,5,4,0,0,NULL,10,0,0,100,25,28,2,0,1,0,0,0
4305,7,关羽,觉醒,智,0,0,0,1,1,0,0,0,0,0,0,4302,5410221,5410222,5410223,5410223,5410224,1,0,0,1,2,5,2,5,0,0,NULL,15,0,0,100,26,28,2,0,2,0,0,0
4306,7,关羽,觉醒,智,0,0,0,1,1,0,0,0,0,0,0,4303,5410231,5410232,5410232,5410232,5410233,1,0,0,51,5,1,5,1,0,0,NULL,25,0,0,100,27,28,2,0,3,0,0,0
4307,7,关羽,觉醒,力,0,0,0,1,1,0,0,0,0,0,0,4301,5410311,5410311,5410311,5410311,5410312,1,0,0,15,5,3,5,4,0,0,NULL,10,0,0,100,25,28,2,0,1,0,0,0
4308,7,关羽,觉醒,力,0,0,0,1,1,0,0,0,0,0,0,4302,5410321,5410322,5410323,5410323,5410324,1,0,0,1,2,5,2,5,0,0,NULL,15,0,0,100,26,28,2,0,2,0,0,0
4309,7,关羽,觉醒,力,0,0,0,1,1,0,0,0,0,0,0,4303,5410331,5410332,5410332,5410332,5410333,1,0,0,51,5,1,5,1,0,0,NULL,25,0,0,100,27,28,2,0,3,0,0,0
4310,7,关羽,觉醒,体,0,0,0,1,1,0,0,0,0,0,0,4301,5410411,5410411,5410411,5410411,5410412,1,0,0,15,5,3,5,4,0,0,NULL,10,0,0,100,25,28,2,0,1,0,0,0
4311,7,关羽,觉醒,体,0,0,0,1,1,0,0,0,0,0,0,4302,5410421,5410422,5410423,5410423,5410424,1,0,0,1,2,5,2,5,0,0,NULL,15,0,0,100,26,28,2,0,2,0,0,0
4312,7,关羽,觉醒,体,0,0,0,1,1,0,0,0,0,0,0,4303,5410431,5410432,5410432,5410432,5410433,1,0,0,51,5,1,5,1,0,0,NULL,25,0,0,100,27,28,2,0,3,0,0,0
4313,7,关羽,觉醒,心,0,0,0,1,1,0,0,0,0,0,0,4301,5410511,5410511,5410511,5410511,5410512,1,0,0,15,5,3,5,4,0,0,NULL,10,0,0,100,25,28,2,0,1,0,0,0
4314,7,关羽,觉醒,心,0,0,0,1,1,0,0,0,0,0,0,4302,5410521,5410522,5410523,5410523,5410524,1,0,0,1,2,5,2,5,0,0,NULL,15,0,0,100,26,28,2,0,2,0,0,0
4315,7,关羽,觉醒,心,0,0,0,1,1,0,0,0,0,0,0,4303,5410531,5410532,5410532,5410532,5410533,1,0,0,51,5,1,5,1,0,0,NULL,25,0,0,100,27,28,2,0,3,0,0,0
4316,7,关羽,堕天,勇,0,0,0,1,1,0,0,0,0,0,0,4316,5410141,5410141,5410141,5410141,5410142,1,0,0,15,1,5,1,5,0,0,NULL,10,0,0,100,25,28,2,0,1,0,0,0
4317,7,关羽,堕天,勇,0,0,0,1,1,0,0,0,0,0,0,4317,5410151,5410151,5410152,5410153,5410154,1,0,0,53,124,5,3,4,0,0,NULL,15,0,0,100,26,28,2,0,2,0,0,0
4318,7,关羽,堕天,勇,0,0,0,1,1,0,0,0,0,0,0,4318,5410161,5410161,5410162,5410163,5410164,1,0,0,4,5,34,5,0,0,0,NULL,25,0,0,100,27,28,2,0,3,0,0,0
4319,7,关羽,堕天,智,0,0,0,1,1,0,0,0,0,0,0,4316,5410241,5410241,5410241,5410241,5410242,1,0,0,15,1,5,1,5,0,0,NULL,10,0,0,100,25,28,2,0,1,0,0,0
4320,7,关羽,堕天,智,0,0,0,1,1,0,0,0,0,0,0,4317,5410251,5410251,5410252,5410253,5410254,1,0,0,53,124,5,3,4,0,0,NULL,15,0,0,100,26,28,2,0,2,0,0,0
4321,7,关羽,堕天,智,0,0,0,1,1,0,0,0,0,0,0,4318,5410261,5410261,5410262,5410263,5410264,1,0,0,4,5,34,5,0,0,0,NULL,25,0,0,100,27,28,2,0,3,0,0,0
4322,7,关羽,堕天,力,0,0,0,1,1,0,0,0,0,0,0,4316,5410341,5410341,5410341,5410341,5410342,1,0,0,15,1,5,1,5,0,0,NULL,10,0,0,100,25,28,2,0,1,0,0,0
4323,7,关羽,堕天,力,0,0,0,1,1,0,0,0,0,0,0,4317,5410351,5410351,5410352,5410353,5410354,1,0,0,53,124,5,3,4,0,0,NULL,15,0,0,100,26,28,2,0,2,0,0,0
4324,7,关羽,堕天,力,0,0,0,1,1,0,0,0,0,0,0,4318,5410361,5410361,5410362,5410363,5410364,1,0,0,4,5,34,5,0,0,0,NULL,25,0,0,100,27,28,2,0,3,0,0,0
4325,7,关羽,堕天,体,0,0,0,1,1,0,0,0,0,0,0,4316,5410441,5410441,5410441,5410441,5410442,1,0,0,15,1,5,1,5,0,0,NULL,10,0,0,100,25,28,2,0,1,0,0,0
4326,7,关羽,堕天,体,0,0,0,1,1,0,0,0,0,0,0,4317,5410451,5410451,5410452,5410453,5410454,1,0,0,53,124,5,3,4,0,0,NULL,15,0,0,100,26,28,2,0,2,0,0,0
4327,7,关羽,堕天,体,0,0,0,1,1,0,0,0,0,0,0,4318,5410461,5410461,5410462,5410463,5410464,1,0,0,4,5,34,5,0,0,0,NULL,25,0,0,100,27,28,2,0,3,0,0,0
4328,7,关羽,堕天,心,0,0,0,1,1,0,0,0,0,0,0,4316,5410541,5410541,5410541,5410541,5410542,1,0,0,15,1,5,1,5,0,0,NULL,10,0,0,100,25,28,2,0,1,0,0,0
4329,7,关羽,堕天,心,0,0,0,1,1,0,0,0,0,0,0,4317,5410551,5410551,5410552,5410553,5410554,1,0,0,53,124,5,3,4,0,0,NULL,15,0,0,100,26,28,2,0,2,0,0,0
4330,7,关羽,堕天,心,0,0,0,1,1,0,0,0,0,0,0,4318,5410561,5410561,5410562,5410563,5410564,1,0,0,4,5,34,5,0,0,0,NULL,25,0,0,100,27,28,2,0,3,0,0,0
4331,7,赵云,觉醒,勇,0,0,0,1,1,0,0,0,0,0,0,4331,5411111,5411112,5411112,5411113,5411114,1,0,0,1,145,5,1,4,0,0,NULL,10,0,0,100,25,28,2,0,1,0,0,0
4332,7,赵云,觉醒,勇,0,0,0,1,1,0,0,0,0,0,0,4332,5411121,5411121,5411122,5411123,5411124,1,0,0,5,3,4,0,0,0,0,NULL,15,0,0,100,26,28,2,0,2,0,0,0
4333,7,赵云,觉醒,勇,0,0,0,1,1,0,0,0,0,0,0,4333,5411131,5411131,5411132,5411133,5411134,1,0,0,5,14,3,34,34,0,0,NULL,25,0,0,100,27,28,2,0,3,0,0,0
4334,7,赵云,觉醒,智,0,0,0,1,1,0,0,0,0,0,0,4331,5411211,5411212,5411212,5411213,5411214,1,0,0,1,145,5,1,4,0,0,NULL,10,0,0,100,25,28,2,0,1,0,0,0
4335,7,赵云,觉醒,智,0,0,0,1,1,0,0,0,0,0,0,4332,5411221,5411221,5411222,5411223,5411224,1,0,0,5,3,4,0,0,0,0,NULL,15,0,0,100,26,28,2,0,2,0,0,0
