编号,名称,起始时间,结束时间,剧情关卡章节,前置事件,后置事件,后续事件,触发概率(以100记),事件触发成功表现编号,事件触发失败表现编号,奖励(礼包编号),"货币奖励（只包括货币,格式：type1,count1|type2,count2）",描述,简述,是否可以快速完成
827040,拜访武将-名门,0:00:00,23:59:00,0,0,0,0,100,827041,0,5756,0,null,NULL,0
827050,拜访武将-名门,0:00:00,23:59:00,0,0,0,0,100,827051,0,5800,0,null,NULL,0
828010,拜访武将-赠礼,0:00:00,23:59:00,0,0,0,828020|828030,100,828011,0,0,0,null,NULL,0
828020,拜访武将-赠礼,0:00:00,23:59:00,0,0,0,828040|828050,100,828021,0,0,0,null,NULL,0
828030,拜访武将-赠礼,0:00:00,23:59:00,0,0,0,828060|828070,100,828031,0,0,0,null,NULL,0
828040,拜访武将-赠礼,0:00:00,23:59:00,0,0,0,0,100,828041,0,5800,0,null,NULL,0
828050,拜访武将-赠礼,0:00:00,23:59:00,0,0,0,0,100,828051,0,5757,0,null,NULL,0
828060,拜访武将-赠礼,0:00:00,23:59:00,0,0,0,0,100,828061,0,5758,0,null,NULL,0
828070,拜访武将-赠礼,0:00:00,23:59:00,0,0,0,0,100,828071,0,5800,0,null,NULL,0
829010,拜访武将-不醉不归,0:00:00,23:59:00,0,0,0,829020|829030,100,829011,0,0,0,null,NULL,0
829020,拜访武将-不醉不归,0:00:00,23:59:00,0,0,0,0,100,829021,0,5759,0,null,NULL,0
829030,拜访武将-不醉不归,0:00:00,23:59:00,0,0,0,829040|829050,100,829031,0,0,0,null,NULL,0
829040,拜访武将-不醉不归,0:00:00,23:59:00,0,0,0,0,100,829041,0,5800,0,null,NULL,0
829050,拜访武将-不醉不归,0:00:00,23:59:00,0,0,0,0,100,829051,0,5760,0,null,NULL,0
830010,拜访武将-游贼,0:00:00,23:59:00,0,0,0,830020|830030,100,830011,0,0,0,null,NULL,0
830020,拜访武将-游贼,0:00:00,23:59:00,0,0,0,0,100,830021,0,5761,0,null,NULL,0
830030,拜访武将-游贼,0:00:00,23:59:00,0,0,0,830040|830050,100,830031,0,0,0,null,NULL,0
830040,拜访武将-游贼,0:00:00,23:59:00,0,0,0,0,100,830041,0,5800,0,null,NULL,0
830050,拜访武将-游贼,0:00:00,23:59:00,0,0,0,0,100,830051,0,5762,0,null,NULL,0
831010,拜访武将-骑兵,0:00:00,23:59:00,0,0,0,831020|831030,100,831011,0,0,0,null,NULL,0
831020,拜访武将-骑兵,0:00:00,23:59:00,0,0,0,0,100,831021,0,5763,0,null,NULL,0
831030,拜访武将-骑兵,0:00:00,23:59:00,0,0,0,831040|831050,100,831031,0,0,0,null,NULL,0
831040,拜访武将-骑兵,0:00:00,23:59:00,0,0,0,0,100,831041,0,5764,0,null,NULL,0
831050,拜访武将-骑兵,0:00:00,23:59:00,0,0,0,0,100,831051,0,5800,0,null,NULL,0
832010,拜访武将-宴会,0:00:00,23:59:00,0,0,0,832020|832030,100,832011,0,0,0,null,NULL,0
832020,拜访武将-宴会,0:00:00,23:59:00,0,0,0,832040|832050,100,832021,0,0,0,null,NULL,0
832030,拜访武将-宴会,0:00:00,23:59:00,0,0,0,0,100,832031,0,5769,0,null,NULL,0
832040,拜访武将-宴会,0:00:00,23:59:00,0,0,0,0,100,832041,0,5765,0,null,NULL,0
832050,拜访武将-宴会,0:00:00,23:59:00,0,0,0,832060|832070,100,832051,0,0,0,null,NULL,0
832060,拜访武将-宴会,0:00:00,23:59:00,0,0,0,0,100,832061,0,5766,0,null,NULL,0
832070,拜访武将-宴会,0:00:00,23:59:00,0,0,0,832080|832090,100,832071,0,0,0,null,NULL,0
832080,拜访武将-宴会,0:00:00,23:59:00,0,0,0,0,100,832081,0,5767,0,null,NULL,0
832090,拜访武将-宴会,0:00:00,23:59:00,0,0,0,832100|832110,100,832091,0,0,0,null,NULL,0
832100,拜访武将-宴会,0:00:00,23:59:00,0,0,0,0,100,832101,0,5768,0,null,NULL,0
832110,拜访武将-宴会,0:00:00,23:59:00,0,0,0,0,100,832111,0,5800,0,null,NULL,0
833010,拜访武将-迷妹,0:00:00,23:59:00,0,0,0,833020|833030,100,833011,0,0,0,null,NULL,0
833020,拜访武将-迷妹,0:00:00,23:59:00,0,0,0,833040|833050,100,833021,0,0,0,null,NULL,0
833030,拜访武将-迷妹,0:00:00,23:59:00,0,0,0,0,100,833031,0,5800,0,null,NULL,0
833040,拜访武将-迷妹,0:00:00,23:59:00,0,0,0,0,100,833041,0,5800,0,null,NULL,0
833050,拜访武将-迷妹,0:00:00,23:59:00,0,0,0,0,100,833051,0,5770,0,null,NULL,0
834010,拜访武将-仁德,0:00:00,23:59:00,0,0,0,834020|834030,100,834011,0,0,0,null,NULL,0
834020,拜访武将-仁德,0:00:00,23:59:00,0,0,0,0,100,834021,0,5800,0,null,NULL,0
834030,拜访武将-仁德,0:00:00,23:59:00,0,0,0,834040|834050,100,834031,0,0,0,null,NULL,0
834040,拜访武将-仁德,0:00:00,23:59:00,0,0,0,0,100,834041,0,5771,0,null,NULL,0
834050,拜访武将-仁德,0:00:00,23:59:00,0,0,0,0,100,834051,0,5772,0,null,NULL,0
835010,拜访武将-礼物,0:00:00,23:59:00,0,0,0,835020|835030,100,835011,0,0,0,null,NULL,0
835020,拜访武将-礼物,0:00:00,23:59:00,0,0,0,0,100,835021,0,5773,0,null,NULL,0
835030,拜访武将-礼物,0:00:00,23:59:00,0,0,0,835040|835050,100,835031,0,0,0,null,NULL,0
835040,拜访武将-礼物,0:00:00,23:59:00,0,0,0,0,100,835041,0,5774,0,null,NULL,0
835050,拜访武将-礼物,0:00:00,23:59:00,0,0,0,0,100,835051,0,5775,0,null,NULL,0
836010,拜访武将-合家,0:00:00,23:59:00,0,0,0,836020|836030,100,836011,0,0,0,null,NULL,0
836020,拜访武将-合家,0:00:00,23:59:00,0,0,0,836040|836050,100,836021,0,0,0,null,NULL,0
836030,拜访武将-合家,0:00:00,23:59:00,0,0,0,836060|836070,100,836031,0,0,0,null,NULL,0
836040,拜访武将-合家,0:00:00,23:59:00,0,0,0,0,100,836041,0,5776,0,null,NULL,0
836050,拜访武将-合家,0:00:00,23:59:00,0,0,0,0,100,836051,0,5777,0,null,NULL,0
836060,拜访武将-合家,0:00:00,23:59:00,0,0,0,0,100,836061,0,5778,0,null,NULL,0
836070,拜访武将-合家,0:00:00,23:59:00,0,0,0,0,100,836071,0,5779,0,null,NULL,0
837010,拜访武将-烟火,0:00:00,23:59:00,0,0,0,837020|837030,100,837011,0,0,0,null,NULL,0
837020,拜访武将-烟火,0:00:00,23:59:00,0,0,0,0,100,837021,0,5800,0,null,NULL,0
837030,拜访武将-烟火,0:00:00,23:59:00,0,0,0,837040|837050,100,837031,0,0,0,null,NULL,0
837040,拜访武将-烟火,0:00:00,23:59:00,0,0,0,0,100,837041,0,5780,0,null,NULL,0
837050,拜访武将-烟火,0:00:00,23:59:00,0,0,0,0,100,837051,0,5800,0,null,NULL,0
838010,拜访武将-疗伤,0:00:00,23:59:00,0,0,0,838020|838030,100,838011,0,0,0,null,NULL,0
838020,拜访武将-疗伤,0:00:00,23:59:00,0,0,0,0,100,838021,0,5800,0,null,NULL,0
838030,拜访武将-疗伤,0:00:00,23:59:00,0,0,0,838040|838050,100,838031,0,0,0,null,NULL,0
838040,拜访武将-疗伤,0:00:00,23:59:00,0,0,0,0,100,838041,0,5781,0,null,NULL,0
838050,拜访武将-疗伤,0:00:00,23:59:00,0,0,0,0,100,838051,0,5800,0,null,NULL,0
839010,拜访武将-求贤,0:00:00,23:59:00,0,0,0,839020|839030,100,839011,0,0,0,null,NULL,0
839020,拜访武将-求贤,0:00:00,23:59:00,0,0,0,0,100,839021,0,5782,0,null,NULL,0
839030,拜访武将-求贤,0:00:00,23:59:00,0,0,0,839040|839050,100,839031,0,0,0,null,NULL,0
839040,拜访武将-求贤,0:00:00,23:59:00,0,0,0,0,100,839041,0,5783,0,null,NULL,0
839050,拜访武将-求贤,0:00:00,23:59:00,0,0,0,0,100,839051,0,5784,0,null,NULL,0
840010,拜访武将-石阵,0:00:00,23:59:00,0,0,0,840020|840030,100,840011,0,0,0,null,NULL,0
840020,拜访武将-石阵,0:00:00,23:59:00,0,0,0,0,100,840021,0,5800,0,null,NULL,0
840030,拜访武将-石阵,0:00:00,23:59:00,0,0,0,840040|840050,100,840031,0,0,0,null,NULL,0
840040,拜访武将-石阵,0:00:00,23:59:00,0,0,0,0,100,840041,0,5785,0,null,NULL,0
840050,拜访武将-石阵,0:00:00,23:59:00,0,0,0,0,100,840051,0,5786,0,null,NULL,0
1000000,慰问信,0:00:00,23:59:00,0,800010,0,0,100,1000001,0,0,"36,20",null,NULL,0
1000010,慰问信,0:00:00,23:59:00,0,801040,0,0,100,1000011,0,0,"36,50",null,NULL,0
1000020,慰问信,0:00:00,23:59:00,0,801050,0,0,100,1000021,0,0,"36,50",null,NULL,0
1000030,慰问信,0:00:00,23:59:00,0,801060,0,0,100,1000031,0,0,"36,50",null,NULL,0
1000040,慰问信,0:00:00,23:59:00,0,801070,0,0,100,1000041,0,0,"36,50",null,NULL,0
1000050,慰问信,0:00:00,23:59:00,0,802040,0,0,100,1000051,0,0,"36,50",null,NULL,0
1000060,慰问信,0:00:00,23:59:00,0,802060,0,0,100,1000061,0,0,"36,50",null,NULL,0
1000070,慰问信,0:00:00,23:59:00,0,802080,0,0,100,1000071,0,0,"36,50",null,NULL,0
1000080,慰问信,0:00:00,23:59:00,0,802100,0,0,100,1000081,0,0,"36,50",null,NULL,0
1000090,慰问信,0:00:00,23:59:00,0,802110,0,0,100,1000091,0,0,"36,50",null,NULL,0
1000100,慰问信,0:00:00,23:59:00,0,802120,0,0,100,1000101,0,0,"36,50",null,NULL,0
1000110,慰问信,0:00:00,23:59:00,0,802140,0,0,100,1000111,0,0,"36,50",null,NULL,0
1000120,慰问信,0:00:00,23:59:00,0,802160,0,0,100,1000121,0,0,"36,50",null,NULL,0
1000130,慰问信,0:00:00,23:59:00,0,802180,0,0,100,1000131,0,0,"36,50",null,NULL,0
1000140,慰问信,0:00:00,23:59:00,0,803080,0,0,100,1000141,0,0,"36,50",null,NULL,0
1000150,慰问信,0:00:00,23:59:00,0,803090,0,0,100,1000151,0,0,"36,50",null,NULL,0
1000160,慰问信,0:00:00,23:59:00,0,803100,0,0,100,1000161,0,0,"36,50",null,NULL,0
1000170,慰问信,0:00:00,23:59:00,0,803110,0,0,100,1000171,0,0,"36,50",null,NULL,0
1000180,慰问信,0:00:00,23:59:00,0,803120,0,0,100,1000181,0,0,"36,50",null,NULL,0
1000190,慰问信,0:00:00,23:59:00,0,803130,0,0,100,1000191,0,0,"36,50",null,NULL,0
1000200,慰问信,0:00:00,23:59:00,0,803180,0,0,100,1000201,0,0,"36,50",null,NULL,0
1000210,慰问信,0:00:00,23:59:00,0,803200,0,0,100,1000211,0,0,"36,50",null,NULL,0
1000220,慰问信,0:00:00,23:59:00,0,803210,0,0,100,1000221,0,0,"36,50",null,NULL,0
1000230,慰问信,0:00:00,23:59:00,0,803220,0,0,100,1000231,0,0,"36,50",null,NULL,0
1000240,慰问信,0:00:00,23:59:00,0,803230,0,0,100,1000241,0,0,"36,50",null,NULL,0
1000250,慰问信,0:00:00,23:59:00,0,803240,0,0,100,1000251,0,0,"36,50",null,NULL,0
1000260,慰问信,0:00:00,23:59:00,0,803250,0,0,100,1000261,0,0,"36,50",null,NULL,0
1000270,慰问信,0:00:00,23:59:00,0,804040,0,0,100,1000271,0,0,"36,50",null,NULL,0
1000280,慰问信,0:00:00,23:59:00,0,804050,0,0,100,1000281,0,0,"36,50",null,NULL,0
1000290,慰问信,0:00:00,23:59:00,0,804080,0,0,100,1000291,0,0,"36,50",null,NULL,0
1000300,慰问信,0:00:00,23:59:00,0,804090,0,0,100,1000301,0,0,"36,50",null,NULL,0
1000310,慰问信,0:00:00,23:59:00,0,804120,0,0,100,1000311,0,0,"36,50",null,NULL,0
1000320,慰问信,0:00:00,23:59:00,0,804130,0,0,100,1000321,0,0,"36,50",null,NULL,0
1000330,慰问信,0:00:00,23:59:00,0,804160,0,0,100,1000331,0,0,"36,50",null,NULL,0
1000340,慰问信,0:00:00,23:59:00,0,804170,0,0,100,1000341,0,0,"36,50",null,NULL,0
1000350,慰问信,0:00:00,23:59:00,0,805020,0,0,100,1000351,0,0,"36,50",null,NULL,0
1000360,慰问信,0:00:00,23:59:00,0,805040,0,0,100,1000361,0,0,"36,50",null,NULL,0
1000370,慰问信,0:00:00,23:59:00,0,805060,0,0,100,1000371,0,0,"36,50",null,NULL,0
1000380,慰问信,0:00:00,23:59:00,0,805080,0,0,100,1000381,0,0,"36,50",null,NULL,0
1000390,慰问信,0:00:00,23:59:00,0,805100,0,0,100,1000391,0,0,"36,50",null,NULL,0
888,处理结果,0:00:00,23:59:00,0,0,0,0,100,666,0,0,0,null,NULL,0
