编号,"表现类型（1,对话;2,信件;3,图片）",NPCID(对话头像填路径/邮件头像直接填ID),事件图片名,事件特效类型(0无1火2雨3群殴),事件触发Icon,音效路径,音效延时,事件描述(对话框内容/事件描述),"触发的表现(对应本表ID列,用于下一步的表现,0为事件结束)",选项1内容,选项2内容,选项3内容
803213,1,npc/icon/npc305,null,0,icon_event11_tex,null,0,王涵雨：\n真是多谢了！,803214,null,null,null
803214,3,0,Event02_Tex,0,icon_event11_tex,null,0,你得到了找寻某位武将的线索。,803215,null,null,null
803215,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了45点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
803221,1,npc/icon/npc1026,null,0,icon_event11_tex,null,0,民众甲：\n这位将军声称自己有事要回军营，便急急忙忙离开了。,803222,null,null,null
803222,1,npc/icon/npc305,null,0,icon_event11_tex,null,0,王涵雨：\n真是多谢了！,803223,null,null,null
803223,3,0,Event02_Tex,0,icon_event11_tex,null,0,你得到了找寻某位武将的线索。,803224,null,null,null
803224,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了45点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
803231,1,npc/icon/npc1026,null,0,icon_event11_tex,null,0,民众甲：\n不知谁喊了一句“军师来了”，他一听，便急急忙忙离开了。,803232,null,null,null
803232,1,npc/icon/npc1026,null,0,icon_event11_tex,null,0,民众甲：\n似乎是往城门方向去了吧。,803233,null,null,null
803233,1,npc/icon/npc305,null,0,icon_event11_tex,null,0,王涵雨：\n真是多谢了！,803234,null,null,null
803234,3,0,Event02_Tex,0,icon_event11_tex,null,0,你得到了找寻某位武将的线索。,803235,null,null,null
803235,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了45点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
803241,1,npc/icon/npc1026,null,0,icon_event11_tex,null,0,民众甲：\n这位将军被打断了剑之后，说是要找自家兄弟一起再来挑战，就往军营跑去了。,803242,null,null,null
803242,1,npc/icon/npc305,null,0,icon_event11_tex,null,0,王涵雨：\n真是多谢了！,803243,null,null,null
803243,3,0,Event02_Tex,0,icon_event11_tex,null,0,你得到了找寻某位武将的线索。,803244,null,null,null
803244,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了45点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
803251,1,npc/icon/npc1026,null,0,icon_event11_tex,null,0,民众甲：\n这位将军捡起断剑之后一声不吭地往西边去了。,803252,null,null,null
803252,1,npc/icon/npc305,null,0,icon_event11_tex,null,0,王涵雨：\n真是多谢了！,803253,null,null,null
803253,3,0,Event02_Tex,0,icon_event11_tex,null,0,你得到了找寻某位武将的线索。,803254,null,null,null
803254,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了45点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
804011,3,0,Event05_Tex,0,icon_event11_tex,null,0,得知盗匪们的猖獗行径之后，你带着大批人马赶到了盗匪的老窝。,804012,null,null,null
804012,1,npc/icon/npc305,null,0,icon_event11_tex,null,0,王涵雨：\n大人，这里便是盗匪们的据点了。,804013,null,null,null
804013,1,npc/icon/npc305,null,0,icon_event11_tex,null,0,王涵雨：\n我们聚集人马直接杀进山寨，一定可以……咦？,804014,null,null,null
804014,1,npc/icon/npc1016,null,0,icon_event11_tex,null,0,落魄盗贼：\n我要从良！！我要从良！！我不干了！！放了我吧！,804015,null,null,null
804015,1,npc/icon/npc1016,null,0,icon_event11_tex,null,0,落魄盗贼：\n这年头当个贼容易么我！想着好不容易找了一群弟兄占山为王可以做点坏事了，还没干几票呢，就被一锅端了。,804016,null,null,null
804016,1,npc/icon/npc1016,null,0,icon_event11_tex,null,0,落魄盗贼：\n求你们放过我们吧！我们已经转行了！,804017,null,null,null
804017,1,npc/icon/npc305,null,0,icon_event11_tex,null,0,王涵雨：\n噗，看来有人比我们先一步啊。,804018,null,null,null
804018,1,npc/icon/npc1016,null,0,icon_event11_tex,null,0,落魄盗贼：\n呜呜呜呜，第一拨人，二话不说直接冲进后堂，抓起大当家就是一顿揍，现在脸肿的都认不出了……,0,这群人都是什么来路？,然后呢？,null
804021,1,npc/icon/npc1016,null,0,icon_event11_tex,null,0,落魄盗贼：\n其中一个自称四世三公，另一个挺着大肚子暴虐无比。,0,“四世三公”在哪？ ,“暴虐的胖子”在哪？ ,null
804031,1,npc/icon/npc1016,null,0,icon_event11_tex,null,0,落魄盗贼：\n然后又来了一拨人，吓得我们半死，他们经过井边，似乎看到了什么东西，捡了起来转身就走了，兄弟们总算没挨打……,0,这群人都是什么来路？,然后呢？,null
804041,1,npc/icon/npc1016,null,0,icon_event11_tex,null,0,落魄盗贼：\n收拾了我们一通之后，他就带着部队下山去了。,804042,null,null,null
804042,1,npc/icon/npc305,null,0,icon_event11_tex,null,0,王涵雨：\n既然贼窝已经被端了，也就没有必要留在这里了。,804043,null,null,null
804043,1,npc/icon/npc305,null,0,icon_event11_tex,null,0,王涵雨：\n我们就去找找这位除贼英雄吧。,804044,null,null,null
804044,3,0,Event02_Tex,0,icon_event11_tex,null,0,你得到了找寻某位武将的线索。,804045,null,null,null
804045,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了45点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
804051,1,npc/icon/npc1016,null,0,icon_event11_tex,null,0,落魄盗贼：\n收拾了我们一通之后，他还带着我们几个压寨夫人，往山下去了。,804052,null,null,null
804052,1,npc/icon/npc305,null,0,icon_event11_tex,null,0,王涵雨：\n…………至少他也算是做了件好事。,804053,null,null,null
804053,1,npc/icon/npc305,null,0,icon_event11_tex,null,0,王涵雨：\n既然贼窝已经被端了，也就没有必要留在这里了。,804054,null,null,null
804054,1,npc/icon/npc305,null,0,icon_event11_tex,null,0,王涵雨：\n我们就去找找这位胖子吧。,804055,null,null,null
804055,3,0,Event02_Tex,0,icon_event11_tex,null,0,你得到了找寻某位武将的线索。,804056,null,null,null
804056,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了45点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
804061,1,npc/icon/npc1016,null,0,icon_event11_tex,null,0,落魄盗贼：\n两位将军一位勇挚刚毅，一看就是手握雄师的将领；另一位年轻气盛，颇有侠义之风。,0,手握雄师的将领在哪？ ,侠义将军在哪？ ,null
804071,1,npc/icon/npc1016,null,0,icon_event11_tex,null,0,落魄盗贼：\n然后我们以为逃过一劫了，没想到又来了一群人！,804072,null,null,null
804072,1,npc/icon/npc1016,null,0,icon_event11_tex,null,0,落魄盗贼：\n这群人简直流氓！从前厅一路打到后堂，把弟兄们挨个揍了一顿，呜呜呜……,0,这群人都是什么来路？,然后呢？,null
804081,1,npc/icon/npc1016,null,0,icon_event11_tex,null,0,落魄盗贼：\n他从井边捡了一块面包状的东西往山下去了。,804082,null,null,null
804082,1,npc/icon/npc305,null,0,icon_event11_tex,null,0,王涵雨：\n既然贼窝已经被端了，也就没有必要留在这里了。,804083,null,null,null
804083,1,npc/icon/npc305,null,0,icon_event11_tex,null,0,王涵雨：\n我们就去找找这位除贼将领吧。,804084,null,null,null
804084,3,0,Event02_Tex,0,icon_event11_tex,null,0,你得到了找寻某位武将的线索。,804085,null,null,null
804085,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了45点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
804091,1,npc/icon/npc1016,null,0,icon_event11_tex,null,0,落魄盗贼：\n他当然是跟着那位将领一起往山下去了。,804092,null,null,null
804092,1,npc/icon/npc305,null,0,icon_event11_tex,null,0,王涵雨：\n既然贼窝已经被端了，也就没有必要留在这里了。,804093,null,null,null
804093,1,npc/icon/npc305,null,0,icon_event11_tex,null,0,王涵雨：\n我们就去找找这位将军吧。,804094,null,null,null
804094,3,0,Event02_Tex,0,icon_event11_tex,null,0,你得到了找寻某位武将的线索。,804095,null,null,null
804095,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了45点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
804101,1,npc/icon/npc1016,null,0,icon_event11_tex,null,0,落魄盗贼：\n他们一个气度非凡，另一个刚进前厅，后院刚满月的少主就哭了；两人一人一个号令，马厩里的马突然都跑了出来……,804102,null,null,null
804102,1,npc/icon/npc305,null,0,icon_event11_tex,null,0,王涵雨：\n………………,0,快告诉我辽神在哪！ ,另一个号令去了哪里？ ,null
804111,1,npc/icon/npc1016,null,0,icon_event11_tex,null,0,落魄盗贼：\n然后，又来了一拨人！,804112,null,null,null
804112,1,npc/icon/npc1016,null,0,icon_event11_tex,null,0,落魄盗贼：\n兄弟们再也忍受不了了，直接跪在地上，希望用哭声打动他们，不再挨揍……,804113,null,null,null
804113,1,npc/icon/npc305,null,0,icon_event11_tex,null,0,王涵雨：\n然后呢？,804114,null,null,null
804114,1,npc/icon/npc1016,null,0,icon_event11_tex,null,0,落魄盗贼：\n没想到，他们比我们哭得更伤心……,0,我想我已经猜到这群人是谁了。,然后呢？,null
804121,1,npc/icon/npc305,null,0,icon_event11_tex,null,0,王涵雨：\n大人不要激动……,804122,null,null,null
804122,1,npc/icon/npc1016,null,0,icon_event11_tex,null,0,落魄盗贼：\n据说山下将要举办最强骑兵大赛，他揍完我们之后，就赶着去参赛了。,804123,null,null,null
804123,1,npc/icon/npc305,null,0,icon_event11_tex,null,0,王涵雨：\n既然贼窝已经被端了，也就没有必要留在这里了。,804124,null,null,null
804124,1,npc/icon/npc305,null,0,icon_event11_tex,null,0,王涵雨：\n我们就去找找辽神吧。,804125,null,null,null
804125,1,npc/icon/npc1016,null,0,icon_event11_tex,null,0,落魄盗贼：\n要找到他可不是这么容易的啊……,804126,null,null,null
804126,3,0,Event02_Tex,0,icon_event11_tex,null,0,你得到了找寻某位武将的线索。,804127,null,null,null
804127,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了45点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
804131,1,npc/icon/npc1016,null,0,icon_event11_tex,null,0,落魄盗贼：\n虽然被他揍了一通，但是寨里兄弟都被他的气度打动了，都跟着他下山去了。,804132,null,null,null
804132,1,npc/icon/npc305,null,0,icon_event11_tex,null,0,王涵雨：\n不愧是……,804133,null,null,null
804133,1,npc/icon/npc305,null,0,icon_event11_tex,null,0,王涵雨：\n大人，我们也赶紧下山寻人吧。,804134,null,null,null
804134,3,0,Event02_Tex,0,icon_event11_tex,null,0,你得到了找寻某位武将的线索。,804135,null,null,null
804135,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了45点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
804141,1,npc/icon/npc1016,null,0,icon_event11_tex,null,0,落魄盗贼：\n领头的那个一边哭一边鼓励我们，于是剩下的兄弟们都被感动了，纷纷表示要跟着他走。,804142,null,null,null
804142,1,npc/icon/npc1016,null,0,icon_event11_tex,null,0,落魄盗贼：\n虽然我觉得其中很大一部分原因是另外那位将军长得太好看了……,0,好看的将军人在何处！ ,这位仁德的将军去了哪里？ ,null
804151,1,npc/icon/npc1016,null,0,icon_event11_tex,null,0,落魄盗贼：\n然后我就遇到你们了！呜呜呜，原以为盗贼会是一份很有钱途的职业，没想到……,804152,null,null,null
804152,1,npc/icon/npc305,null,0,icon_event11_tex,null,0,王涵雨：\n所以嘛，要做个好人啊！,804153,null,null,null
804153,1,npc/icon/npc1016,null,0,icon_event11_tex,null,0,落魄盗贼：\n呜呜……等等！！军师小姐！？,804154,null,null,null
804154,1,npc/icon/npc305,null,0,icon_event11_tex,null,0,王涵雨：\n是、是……怎么了？,804155,null,null,null
804155,1,npc/icon/npc1016,null,0,icon_event11_tex,null,0,落魄盗贼：\n我听说主公正在四处招募将领！你看我合不合适？,804156,null,null,null
804156,1,npc/icon/npc1016,null,0,icon_event11_tex,null,0,落魄盗贼：\n我能打能抗，能攻能受，好好培养一定是也能成为一代名将嘛！,804157,null,null,null
804157,1,npc/icon/npc1016,null,0,icon_event11_tex,null,0,落魄盗贼：\n不如你们别挑了，就带我回去吧！唉不和你说，我回屋收拾收拾行李。要等我哟~,804158,null,null,null
804158,1,npc/icon/npc305,null,0,icon_event11_tex,null,0,王涵雨：\n……………………,804159,null,null,null
804159,3,0,Event02_Tex,0,icon_event11_tex,null,0,经过了漫长的旅途，您招募到了一名落魄的盗贼，说不定几年以后，他真的会变成一名很厉害的将领也说不定呢~新年快乐咯~❤,0,null,null,null
804161,1,npc/icon/npc1016,null,0,icon_event11_tex,null,0,落魄盗贼：\n【斜眼】这个看脸的世界……,804162,null,null,null
804162,1,npc/icon/npc305,null,0,icon_event11_tex,null,0,王涵雨：\n咳咳，快说。,804163,null,null,null
804163,1,npc/icon/npc1016,null,0,icon_event11_tex,null,0,落魄盗贼：\n他当然是领着我们全部的弟兄们下山去了……啧……,804164,null,null,null
804164,1,npc/icon/npc305,null,0,icon_event11_tex,null,0,王涵雨：\n既然贼窝已经被端了，也就没有必要留在这里了。,804165,null,null,null
804165,1,npc/icon/npc305,null,0,icon_event11_tex,null,0,王涵雨：\n我们快抓紧时间去找人吧！,804166,null,null,null
804166,3,0,Event02_Tex,0,icon_event11_tex,null,0,你得到了找寻某位武将的线索。,804167,null,null,null
804167,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了45点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
804171,1,npc/icon/npc1016,null,0,icon_event11_tex,null,0,落魄盗贼：\n他带着我的兄弟们下山去了。,804172,null,null,null
804172,1,npc/icon/npc1016,null,0,icon_event11_tex,null,0,落魄盗贼：\n唉不说了，我也是回来拿行李的，现在我也要跟随那位将军下山了，回见啊！,804173,null,null,null
804173,1,npc/icon/npc305,null,0,icon_event11_tex,null,0,王涵雨：\n…………既然山寨里已经没人了，也就没必要留在这里了。,804174,null,null,null
804174,1,npc/icon/npc305,null,0,icon_event11_tex,null,0,王涵雨：\n我们也下山吧。,804175,null,null,null
804175,3,0,Event02_Tex,0,icon_event11_tex,null,0,你得到了找寻某位武将的线索。,804176,null,null,null
804176,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了45点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
805011,3,0,Event05_Tex,0,icon_event11_tex,null,0,得知盗匪们的猖獗行径之后，你带着大批人马赶到了盗匪的老窝。,805012,null,null,null
805012,1,npc/icon/npc305,null,0,icon_event11_tex,null,0,王涵雨：\n大人，这里便是盗匪们的据点了。,805013,null,null,null
805013,1,npc/icon/npc305,null,0,icon_event11_tex,null,0,王涵雨：\n我们埋伏在这里，等盗匪们出来就可以一网打尽！,805014,null,null,null
805014,3,0,Event05_Tex,0,icon_event11_tex,null,0,一个小时过去了……,805015,null,null,null
805015,3,0,Event05_Tex,0,icon_event11_tex,null,0,两个小时过去了……,805016,null,null,null
805016,3,0,Event05_Tex,0,icon_event11_tex,null,0,你感到边上有个木桶动了动。,0,木桶里藏了个人！ ,不理会。,null
805021,1,npc/icon/npc305,null,0,icon_event11_tex,null,0,王涵雨：\n是谁藏在木桶里？,805022,null,null,null
805022,1,npc/icon/npc130,null,0,icon_event11_tex,null,0,司马懿：\n噤声！,805023,null,null,null
805023,1,npc/icon/npc305,null,0,icon_event11_tex,null,0,王涵雨：\n（小声）莫非你也是来此埋伏的。,805024,null,null,null
805024,1,npc/icon/npc130,null,0,icon_event11_tex,null,0,司马懿：\n正是，既然都是来消灭山贼的，多一人相助也多一分胜算。,805025,null,null,null
805025,3,0,Event06_Tex,0,icon_event11_tex,null,0,埋伏了整整五个小时之后，在司马懿的帮助下，你们轻松地消灭了盗匪。,805026,null,null,null
805026,3,0,Event04_Tex,0,icon_event11_tex,null,0,在你接受乡亲们的感谢的时候，司马懿不知不觉已经离开了。,805027,null,null,null
805027,3,0,Event04_Tex,0,icon_event11_tex,null,0,如此有勇有谋之人，若能为主公效力就好了。,805028,null,null,null
805028,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了45点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
805031,3,0,Event05_Tex,0,icon_event11_tex,null,0,三个小时过去了……,805032,null,null,null
805032,1,npc/icon/npc305,null,0,icon_event11_tex,null,0,王涵雨：\n大人你听！什么声音？,805033,null,null,null
805033,3,0,Event05_Tex,0,icon_event11_tex,null,0,深夜的山林间，突然走出了一只老虎！！！,0,压低身体，老虎不会发现的。 ,危险！先搞定老虎！,null
805041,3,0,Event05_Tex,0,icon_event11_tex,null,0,老虎一步步逼近，眼看着就要发现你们了……,805042,null,null,null
805042,3,0,Event06_Tex,0,icon_event11_tex,null,0,远处突然射来一支箭，准确地刺进了老虎的颈部，老虎倒下了。,805043,null,null,null
805043,1,npc/icon/npc305,null,0,icon_event11_tex,null,0,王涵雨：\n原来是孙权！多谢相救！！,805044,null,null,null
805044,1,npc/icon/npc69,null,0,icon_event11_tex,null,0,孙权：\n不客气，我从乡民们口中得知你们准备夜袭贼窝，特来相助。,805045,null,null,null
805045,3,0,Event06_Tex,0,icon_event11_tex,null,0,老虎的吼声惊动了山寨里的盗匪们，在孙权的帮助下，你们很快铲平了贼窝。,805046,null,null,null
805046,3,0,Event04_Tex,0,icon_event11_tex,null,0,在你接受乡亲们的感谢的时候，孙权却在不知不觉中离开了。,805047,null,null,null
805047,3,0,Event04_Tex,0,icon_event11_tex,null,0,如此有勇有谋之人，若能为主公效力就好了。,805048,null,null,null
805048,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了45点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
805051,3,0,Event06_Tex,0,icon_event11_tex,null,0,危机关头，你冲出了草丛，与老虎搏斗起来。,805052,null,null,null
805052,3,0,Event06_Tex,0,icon_event11_tex,null,0,你正在与老虎搏斗，却发现四周变得嘈杂起来，山寨深处隐隐看到火光。,0,莫非有人放火？！ ,继续与老虎搏斗……,null
805061,3,0,Event06_Tex,0,icon_event11_tex,null,0,你迅速搞定了老虎之后，乘乱混进了山寨内部。,805062,null,null,null
805062,1,npc/icon/npc1006,null,0,icon_event11_tex,null,0,陆逊：\n哈哈哈哈！小小山寨也敢做恶！摆平你们还不容易！,805063,null,null,null
805063,1,npc/icon/npc1006,null,0,icon_event11_tex,null,0,陆逊：\n点火！,805064,null,null,null
805064,3,0,Event06_Tex,0,icon_event11_tex,null,0,陆逊使用火计，对盗匪们造成了大量伤害，你乘乱展开攻势，帮助陆逊一起摆平了作乱的山贼们。,805065,null,null,null
805065,3,0,Event04_Tex,0,icon_event11_tex,null,0,在你接受乡亲们的感谢的时候，陆逊却在不知不觉中离开了。,805066,null,null,null
805066,3,0,Event04_Tex,0,icon_event11_tex,null,0,如此有勇有谋之人，若能为主公效力就好了。,805067,null,null,null
805067,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了45点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
805071,3,0,Event06_Tex,0,icon_event11_tex,null,0,也许火光只是山寨内部违禁燃放烟花爆竹所引起的，眼前还是先解决这只老虎吧！,805072,null,null,null
805072,3,0,Event06_Tex,0,icon_event11_tex,null,0,经过了激烈的搏斗，你终于顺利解决了这只老虎。同时身上也受到了一些伤害。,805073,null,null,null
805073,1,npc/icon/npc305,null,0,icon_event11_tex,null,0,王涵雨：\n大人，你受伤了，疗伤要紧，我们以后再想别的办法对付这群盗匪！,0,好吧，疗伤要紧。 ,不能放弃。,null
805081,3,0,Event02_Tex,0,icon_event11_tex,null,0,因伤势过重，你放弃了埋伏盗匪的计划，准备前往医馆就医。,805082,null,null,null
805082,3,0,Event02_Tex,0,icon_event11_tex,null,0,至于盗匪，似乎已经被其他人摆平了，真是可喜可贺，可喜可贺。,805083,null,null,null
805083,3,0,Event02_Tex,0,icon_event11_tex,null,0,不知道去医馆之后，会不会遇到什么事件呢？,805084,null,null,null
805084,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了45点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
805091,3,0,Event05_Tex,0,icon_event11_tex,null,0,虽然身受重伤，但是你依然决定留在原地，等待剿灭盗匪的时机。,805092,null,null,null
805092,3,0,Event05_Tex,0,icon_event11_tex,null,0,6个小时过去了，眼看着天就要亮了。,805093,null,null,null
805093,1,npc/icon/npc305,null,0,icon_event11_tex,null,0,王涵雨：\n大人你看！山寨的门打开了！！一定是开始行动了！,805094,null,null,null
805094,1,npc/icon/npc305,null,0,icon_event11_tex,null,0,王涵雨：\n我们怎么办？,0,再看看情况！ ,好机会！上！ ,null
805101,3,0,Event04_Tex,0,icon_event11_tex,null,0,寨门打开了，一位将军带着一支车队进入了寨中，你也跟着混了进去。,805102,null,null,null
805102,1,npc/icon/npc75,null,0,icon_event11_tex,null,0,鲁肃：\n各位强盗先生，与其抢民众的财物，不如收下我带来的黄金，加入正规军队吧。,805103,null,null,null
805103,1,npc/icon/npc75,null,0,icon_event11_tex,null,0,鲁肃：\n从此领正当俸禄，为国效力啊！,805104,null,null,null
805104,1,npc/icon/npc1016,null,0,icon_event11_tex,null,0,盗匪：\n你说得对！我们兄弟们决定投靠你们了！,805105,null,null,null
805105,3,0,Event04_Tex,0,icon_event11_tex,null,0,在鲁肃的千金招安下，盗匪们纷纷加入了正规军队，成为了士兵，再也没有人愿意打劫民众了。,805106,null,null,null
805106,3,0,Event04_Tex,0,icon_event11_tex,null,0,乡亲们围着鲁肃感谢了很久，等你挤进人堆里时，他已经离开了。,805107,null,null,null
805107,3,0,Event04_Tex,0,icon_event11_tex,null,0,如此有勇有谋又有财之人，若能为主公效力就好了。,805108,null,null,null
805108,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了45点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
805111,3,0,Event06_Tex,0,icon_event11_tex,null,0,你乘着寨门大开防守懈怠的时候，一举带兵剿灭了盗匪集团。,805112,null,null,null
805112,3,0,Event06_Tex,0,icon_event11_tex,null,0,乡亲们对你非常感激，尤其是那些富商们。,805113,null,null,null
805113,1,npc/icon/npc3001,null,0,icon_event11_tex,null,0,富商：\n真是太感谢大人了！！,805114,null,null,null
805114,1,npc/icon/npc3001,null,0,icon_event11_tex,null,0,富商：\n为了感谢主公和各位将军大人为我们剿灭盗匪，我们富商决定过年一定要去拜访主公！,805115,null,null,null
805115,3,0,Event02_Tex,0,icon_event11_tex,null,0,经过了一系列事件，你并没有为主公带回任何武将。,805116,null,null,null
805116,3,0,Event02_Tex,0,icon_event11_tex,null,0,但是你赢得了富商的爱哦~新年快乐~,0,null,null,null
806011,3,0,Event02_Tex,0,icon_event11_tex,null,0,根据孩子们的指路，你来到了郊外。,806012,null,null,null
806012,1,npc/icon/npc305,null,0,icon_event11_tex,null,0,王涵雨：\n前面有两座道观，该去哪一个呢？,0,人多热闹的那座,人少冷清的那座,null
806021,1,npc/icon/npc1005,null,0,icon_event11_tex,null,0,于吉：\n新年符！新年符！买一张回去平平安安过新年~,806022,null,null,null
806022,1,npc/icon/npc1005,null,0,icon_event11_tex,null,0,于吉：\n这位大人您要买一张吗？,0,买一张吧…… ,骗人的东西！不买！ ,null
806031,1,npc/icon/npc305,null,0,icon_event11_tex,null,0,王涵雨：\n奇怪，边上那座道观香火那么旺，这里居然一个人都没有。,0,既然来了，就摆放一些贡品吧 ,看来找不到什么人了，我们回去吧 ,null
806041,3,0,Event02_Tex,0,icon_event11_tex,null,0,你买下了于吉的符纸，离开了道观。,806042,null,null,null
806042,3,0,Event02_Tex,0,icon_event11_tex,null,0,希望这张符纸可以为主公带来好运吧。,0,null,null,null
806051,1,npc/icon/npc305,null,0,icon_event11_tex,null,0,王涵雨：\n这种骗人的东西，怎么会有人相信嘛。,806052,null,null,null
806052,1,npc/icon/npc1005,null,0,icon_event11_tex,null,0,于吉：\n唉！唉！！二位别走啊！！,806053,null,null,null
806053,3,0,Event02_Tex,0,icon_event11_tex,null,0,你扔下符纸，离开了道观。,806054,null,null,null
806054,3,0,Event02_Tex,0,icon_event11_tex,null,0,这个于吉，究竟是个江湖骗子还是真的道士呢？,0,null,null,null
806061,3,0,Event02_Tex,0,icon_event11_tex,null,0,你摆上了一些贡品，然后离开了这个道观。,0,null,null,null
806071,3,0,Event02_Tex,0,icon_event11_tex,null,0,你转了一圈，没发现什么人，只好离开了这个道观。,0,null,null,null
807011,3,0,Event02_Tex,0,icon_event11_tex,null,0,你正走在路上，突然天上下起了大雨。,0,先找个地方躲雨吧,赶路要紧，这些雨不碍事,null
807021,3,0,Event02_Tex,0,icon_event11_tex,null,0,你走进了一个小亭子，遇到了一名奇怪的商人。,807022,null,null,null
807022,1,npc/icon/npc134,null,0,icon_event11_tex,null,0,黑色商人：\n老兄，这雨可真大啊，这种天还赶路，算你倒霉。,807023,null,null,null
807023,1,npc/icon/npc134,null,0,icon_event11_tex,null,0,黑色商人：\n不过遇到我可就幸运啦！,807024,null,null,null
807024,1,npc/icon/npc134,null,0,icon_event11_tex,null,0,黑色商人：\n我这有很多珍惜的武将卡，新春大甩卖！你要不要买几张？,0,买买买！ ,不好意思，没钱 ,null
807031,3,0,Event02_Tex,0,icon_event11_tex,null,0,你毅然决定继续赶路，这点小雨算得了什么呢。,807032,null,null,null
807032,1,npc/icon/npc305,null,0,icon_event11_tex,null,0,王涵雨：\n大人！你看，前面的人是张角！,807033,null,null,null
807033,1,npc/icon/npc4,null,0,icon_event11_tex,null,0,张角：\n…………怎么是你们！,807034,null,null,null
807034,1,npc/icon/npc4,null,0,icon_event11_tex,null,0,张角：\n我在第一章就被你们打败了，为什么还要来纠缠？,807035,null,null,null
807035,1,npc/icon/npc4,null,0,icon_event11_tex,null,0,张角：\n哼，要打就打，这次我绝对不会输了！！,0,既然你先动手了…… ,等等等等我可不是来打架的！ ,null
807041,1,npc/icon/npc134,null,0,icon_event11_tex,null,0,黑色商人：\n算你识货啊！这些卡片全归你了。,807042,null,null,null
807042,3,0,Event03_Tex,0,icon_event11_tex,null,0,商人塞了一个装着卡片的信封给你之后迅速地离开了小亭子。,807043,null,null,null
807043,3,0,Event03_Tex,0,icon_event11_tex,null,0,总觉得感觉不太妙，不过先拆开信封看看再说吧。,0,null,null,null
807051,1,npc/icon/npc134,null,0,icon_event11_tex,null,0,黑色商人：\n哼，没钱还出来转，去去去。,807052,null,null,null
807052,3,0,Event02_Tex,0,icon_event11_tex,null,0,你不理这个奇怪的商人，等到雨停之后继续赶路。,807053,null,null,null
807053,3,0,Event02_Tex,0,icon_event11_tex,null,0,可惜直到天黑，你都没遇到想找的人，只能先离开了……,0,null,null,null
807061,3,0,Event06_Tex,0,icon_event11_tex,null,0,你和张角在雷雨中打了起来，虽然有天气加持，张角还是败给了你……,807062,null,null,null
807062,1,npc/icon/npc4,null,0,icon_event11_tex,null,0,张角：\n我……我居然又输了……,807063,null,null,null
807063,3,0,Event02_Tex,0,icon_event11_tex,null,0,张角狼狈地逃走了，留下了一群黄巾余党，茫然地不知道该做什么。,0,null,null,null
807071,1,npc/icon/npc4,null,0,icon_event11_tex,null,0,张角：\n…………既然不是想抓我，那是干嘛来了？,807072,null,null,null
807072,3,0,Event04_Tex,0,icon_event11_tex,null,0,你向张角传达了主公的邀请，希望他能加入主公的阵营。,807073,null,null,null
807073,3,0,Event04_Tex,0,icon_event11_tex,null,0,张角犹豫着向你告辞了，他究竟愿不愿意加入呢。,0,null,null,null
