卡牌id,姓名,索引（不超过511）,不在图鉴显示,稀有程度(0普通2觉醒印3堕天印4富商卡6节日卡7不显示分解提示的材料卡),是否稀有卡,国家 1：魏|2：蜀|3：吴|4：群,品质,品质子类型(eg钻石：1觉醒、2堕天、3第三系、4第四系）,分解索引,兵种 0:枪|1:弓|2:骑,风格 1:勇将|2:将军|3:智将|4:策士|5:强袭勇将|6:统帅将军|7:鬼才智将|8:天命策士,卡片类型(1普通2富商3材料卡(例:天命卡)),可用战器,性别,技能ID,普卡技能,真卡技能,鬼卡技能,神卡技能,被动技能1(-1无效),被动技能2,被动技能3,好友普卡技能,好友真卡技能,好友鬼卡技能,好友神卡技能,武力,智力,兵力,部队互斥ID,联协名称1,联协武将1(-1无效),联协加成1,联协名称2,联协武将2,联协加成2,联协名称3,联协武将3,联协加成3,联协名称4,联协武将4,联协加成4,联协名称5,联协武将5,联协加成5,联协名称6,联协武将6,联协加成6,父卡ID,材料卡ID,第三系升星材料数量,父卡进阶,父卡等级,小图片atlas,小图片sprite,大图片,卡片特效(0无特效1扫光2扰动),技能语音,死亡语音,介绍
id,strName,nIndex,nOnlyAvatar,nUncommon,nRare,nCountry,nQuality,nSubQuality,nDecIndex,nMiliType,nStyle,nType,arrWeaponType,nGender,nSkill,nNormalSkill,nRealSkill,nGhostSkill,nGodSkill,nPassiveSkill1,nPassiveSkill2,nPassiveSkill3,nFriendNormalSkill,nFriendRealSkill,nFriendGhostSkill,nFriendGodSkill,fForce,fIntelligence,fTroops,nTroopID,strCoopName1,nCoopID1,fCoopBonus1,strCoopName2,nCoopID2,fCoopBonus2,strCoopName3,nCoopID3,fCoopBonus3,strCoopName4,nCoopID4,fCoopBonus4,strCoopName5,nCoopID5,fCoopBonus5,strCoopName6,nCoopID6,fCoopBonus6,nParentID,nMaterialID,nAdvResAmt,nParentLimStage,nParentLimLevel,strAtlas,strSprite,strCard,nEffect,strSkillVoice,strDeathVoice,strDesc
int,string,int,int,int,int,int,int,int,int,int,int,int,int[6],int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,string,int,double,string,int,double,string,int,double,string,int,double,string,int,double,string,int,double,int,int,int,int,int,string,string,string,int,string,string,string
459,游侠甘宁,463,0,0,1,3,5,1,9,1,5,1,1|0|0|4|0|0,1,14413,14413,14413,14413,14413,608,1909,1108,56815,56815,56815,56815,815,421,616,36,东吴名将,12,0.25,少主知遇,6,0.25,尽释前嫌,26,0.25,吴国双雄,9,0.25,吴国之母,48,0.25,NULL,-1,0,0,435,0,0,0,SmallCardAtlas,UITexture/card_list/scardX5ganning3,cardX5ganning3,0,warrior/X5ganning1S,warrior/X5ganning1D,“宁虽粗猛好杀，然开爽有计略，轻财敬士，能厚养健儿，健儿亦乐为用命”
460,思召袁绍,464,0,0,1,4,5,1,9,2,6,1,1|2|0|0|0|0,1,14433,14433,14433,14433,14433,1208,508,208,56915,56915,56915,56915,631,385,795,52,门下真龙,18,0.25,直言忠臣,66,0.25,帐下勇将,59,0.25,虎牢关之战,19,0.25,次子之妻,77,0.25,NULL,-1,0,0,439,0,0,0,SmallCardAtlas,UITexture/card_list/scardX5yuanshao3,cardX5yuanshao3,0,warrior/X5yuanshao1S,warrior/X5yuanshao1D,“累世公卿立大名，少年意气自纵横。空招俊杰三千客，漫有英雄百万兵。羊质虎皮功不就，凤毛鸡胆事难成。更怜一种伤心处，家难徒延两弟兄。”
461,文帝曹丕,465,0,0,1,1,5,1,9,2,7,1,0|2|0|4|0|0,1,14113,14113,14113,14113,14113,608,1208,208,56615,56615,56615,56615,609,549,678,43,霸业之继,1,0.25,先王之侍,15,0.25,继位之佐,27,0.25,圣贤之妻,77,0.25,女王之助,80,0.2,本是同根生,105,0.15,0,409,0,0,0,SmallCardAtlas,UITexture/card_list/scardX5caopi3,cardX5caopi3,0,warrior/X5caopi1S,warrior/X5caopi1D,“绍即四海，光泽五都，负彰魈茫朝宗万国，允文允武，庶绩咸熙，正践升平，时称宁晏。”
462,斗胆姜维,466,0,0,1,2,5,2,9,2,6,1,0|0|3|0|5|0,1,13873,13873,13873,13873,13873,208,1608,1208,56715,56715,56715,56715,624,611,611,30,衣钵传人,3,0.25,师母,67,0.25,蜀国支柱,4,0.25,刘后主,252,0.25,NULL,-1,0,NULL,-1,0,0,385,0,0,0,SmallCardAtlas,UITexture/card_list/scardX5jiangwei3,cardX5jiangwei3,0,warrior/X5jiangwei1S,warrior/X5jiangwei1D,“大胆应无惧，雄心誓不改。”
463,张郃,471,0,0,0,1,4,0,4,2,1,1,1|2|0|0|0|0,1,15741,15741,15742,15743,15744,1108,1708,1008,52211,52212,52213,52214,95,78,83,73,早年投奔,52,0.25,宕渠之败,22,0.25,定军山之战,17,0.25,街亭败蜀,3,0.25,NULL,-1,0,NULL,-1,0,73,0,0,2,30,SmallCardAtlas,UITexture/card_list/scard73,card73,0,warrior/73S,warrior/73D,五子良将之一，原来是袁绍的部下，投奔曹操后屡见功勋。诸葛亮六出祁山的主要对手。
464,觉醒印·大乔,0,0,2,1,3,5,0,9,1,7,2,0|0|3|0|5|0,2,14661,14661,14661,14661,14661,608,-1,-1,55314,55314,55314,55314,1,1,1,74,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/sX5light,X5light,0,warrior/74S,warrior/74D,与80级鬼级以上大乔可合成“望月大乔”
465,堕天印·大乔,0,0,3,1,3,5,0,9,0,6,2,0|2|0|0|5|0,2,14661,14661,14661,14661,14661,-1,-1,-1,55314,55314,55314,55314,1,1,1,74,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/sX5dark,X5dark,0,warrior/0001,warrior/0001,与80级鬼级以上大乔可合成“堕天大乔”
466,望月大乔,474,0,0,1,3,5,1,9,1,7,1,0|0|3|0|5|0,2,14661,14661,14661,14661,14661,608,1508,1808,55314,55314,55314,55314,489,635,631,74,如意郎君,11,0.25,江东双乔,46,0.25,妹夫聪明,10,0.25,铜雀春深,1,0.25,NULL,-1,0,NULL,-1,0,74,464,0,2,80,SmallCardAtlas,UITexture/card_list/scardX5daqiao1,cardX5daqiao1,0,warrior/X5daqiao1S,warrior/X5daqiao1D,“尽于陌道尽黯然，举望弦月思红颜。来生还为牡丹女，只为君开容颜笑。”
467,堕天大乔,0,0,0,1,3,5,0,9,0,6,1,0|2|0|0|5|0,2,14661,14661,14661,14661,14661,208,1008,1608,55314,55314,55314,55314,456,550,780,74,如意郎君,11,0.25,江东双乔,46,0.25,妹夫聪明,10,0.25,铜雀春深,1,0.25,NULL,-1,0,NULL,-1,0,0,0,0,0,80,SmallCardAtlas,UITexture/card_list/scardX5lusu2,cardX5lusu2,0,warrior/X5lusu2S,warrior/X5lusu2D,“年少粗疏未可轻，榻边视画最分明。直将诸葛同心事，空被张昭识姓名。大业竟从身后定，丰碑自向墓前横。指因风义人争说，细故何能概一身。”
468,觉醒印·黄舞蝶,0,0,2,1,2,5,0,9,1,5,2,0|0|3|4|0|0,2,14681,14681,14681,14681,14681,-1,-1,-1,54221,54222,54223,54224,1,1,1,396,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/sX5light,X5light,0,warrior/0001,warrior/0001,与80级鬼级以上黄舞蝶可合成“惊鸿黄舞蝶”
469,堕天印·黄舞蝶,0,0,3,1,2,5,0,9,0,5,2,0|0|3|4|0|0,2,14681,14681,14681,14681,14681,-1,-1,-1,54221,54222,54223,54224,1,1,1,397,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/sX5dark,X5dark,0,warrior/0001,warrior/0001,与80级鬼级以上黄舞蝶可合成“堕天黄舞蝶”
470,惊鸿黄舞蝶,478,0,0,1,2,5,1,9,1,5,1,0|0|3|4|0|0,2,14681,14681,14681,14681,14681,1108,608,80013,55414,55414,55414,55414,753,416,624,245,虎父无犬女,24,0.25,忠于汉室,18,0.25,蜀之巾帼,67,0.25,葵藿之心,4,0.25,骑射双绝,62,0.25,NULL,-1,0,245,468,0,2,80,SmallCardAtlas,UITexture/card_list/scardX5huangwudie1,cardX5huangwudie1,0,warrior/245S,warrior/245D,“风驰电掣，箭过惊鸿。生命宛如泡影，豪雄尽作灰烟。”
471,堕天黄舞蝶,0,0,0,1,2,5,0,9,0,5,1,0|0|3|4|0|0,2,14681,14681,14681,14681,14681,1208,208,-1,54224,54224,54224,54224,559,401,840,245,虎父无犬女,24,0.25,忠于汉室,18,0.25,蜀之巾帼,67,0.25,葵藿之心,4,0.25,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard245,card245,0,warrior/245S,warrior/245D,蜀将黄忠之女，自幼受父教导，习得一手神射箭法。随父亲一齐投效刘备，一生效忠于蜀国。
472,觉醒印·夏侯渊,0,0,2,1,1,5,0,9,1,5,2,0|2|0|4|0|0,1,14751,14751,14751,14751,14751,-1,-1,-1,55814,55814,55814,55814,1,1,1,254,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/sX5light,X5light,0,warrior/0001,warrior/0001,与80级鬼级以上夏侯渊可合成“武帝夏侯渊”
473,堕天印·夏侯渊,0,0,3,1,1,5,0,9,2,6,2,0|2|0|4|0|0,1,14751,14751,14751,14751,14751,-1,-1,-1,55114,55114,55114,55114,1,1,1,255,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/sX5dark,X5dark,0,warrior/0001,warrior/0001,与80级鬼级以上夏侯渊可合成“虎步夏侯渊”
474,觉醒夏侯渊,0,0,0,1,1,5,0,9,1,5,1,0|2|0|4|0|0,1,14751,14751,14751,14751,14751,1808,108,1208,55814,55814,55814,55814,643,483,853,17,亲兄弟,7,0.25,并肩辅佐,27,0.25,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard17,card17,0,warrior/17S,warrior/17D,“渊为将，赴急疾，常出敌之不意。虎步关右，所向无前。”
475,虎步夏侯渊,479,0,0,1,1,5,2,9,2,6,1,0|2|0|4|0|0,1,14751,14751,14751,14751,14751,1008,1608,80014,55114,55114,55114,55114,630,427,765,17,虎狼之军,7,0.25,勇者得前,8,0.25,视如己出,480,0.25,定军决死,24,0.25,李代桃僵,1,0.25,NULL,-1,0,17,473,0,2,80,SmallCardAtlas,UITexture/card_list/scardX5xiahouyuan2,cardX5xiahouyuan2,0,warrior/X5xiahouyuan2S,warrior/X5xiahouyuan2D,“渊为将，赴急疾，常出敌之不意。虎步关右，所向无前。”
476,觉醒印·小乔,0,0,2,1,3,5,0,9,1,7,2,0|0|0|4|5|0,2,14781,14781,14781,14781,14781,-1,-1,-1,53124,53124,53124,53124,1,1,1,46,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/sX5light,X5light,0,warrior/74S,warrior/74D,与80级鬼级以上小乔可合成“临江小乔”
477,堕天印·小乔,0,0,3,1,3,5,0,9,0,6,2,0|0|0|4|5|0,2,14781,14781,14781,14781,14781,-1,-1,-1,53124,53124,53124,53124,1,1,1,46,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/sX5dark,X5dark,0,warrior/0001,warrior/0001,与80级鬼级以上小乔可合成“堕天小乔”
478,临江小乔,481,0,0,1,3,5,1,9,1,7,1,0|0|0|4|5|0,2,14781,14781,14781,14781,14781,608,1508,80015,53124,53124,53124,53124,472,640,643,46,周郎至爱,10,0.25,江东双乔,74,0.25,姐夫威武,11,0.25,铜雀春深,1,0.25,NULL,-1,0,NULL,-1,0,46,476,0,2,80,SmallCardAtlas,UITexture/card_list/scardX5xiaoqiao1,cardX5xiaoqiao1,0,warrior/X5xiaoqiao1S,warrior/X5xiaoqiao1D,“冯夷空自舞，清音入杳冥。曲终人不见，江上数峰青。”
479,堕天小乔,0,0,0,1,3,5,0,9,0,6,1,0|0|0|4|5|0,2,14781,14781,14781,14781,14781,208,1008,1608,53124,53124,53124,53124,462,570,713,46,周郎至爱,10,0.25,江东双乔,74,0.25,姐夫威武,11,0.25,铜雀春深,1,0.25,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scardX5lusu2,cardX5lusu2,0,warrior/X5lusu2S,warrior/X5lusu2D,“年少粗疏未可轻，榻边视画最分明。直将诸葛同心事，空被张昭识姓名。大业竟从身后定，丰碑自向墓前横。指因风义人争说，细故何能概一身。”
480,夏侯氏,480,0,0,0,1,4,0,4,1,3,1,0|0|0|4|5|0,2,15751,15751,15752,15753,15754,608,1908,-1,52211,52212,52213,52214,85,88,83,480,知恩图报,17,0.25,千里姻缘,22,0.25,长女,79,0.2,次女,209,0.2,从兄,106,0.15,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard303,card303,0,warrior/80S,warrior/80D,夏侯氏为夏侯渊从女，夏侯霸从妹。建安五年，十三四岁的夏侯氏住在谯县，出城拾柴时被张飞所得，张飞知道她是良家女子，于是娶其为妻，之后生下的女儿成为了刘禅的皇后。
481,觉醒印·于吉,0,0,2,1,4,5,0,9,2,8,2,0|0|3|0|5|0,1,14831,14831,14831,14831,14831,-1,-1,-1,54314,54314,54314,54314,1,1,1,251,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/sX5light,X5light,0,warrior/0001,warrior/0001,与80级鬼级以上于吉可合成“妖仙于吉”
482,堕天印·于吉,0,0,3,1,4,5,0,9,1,8,2,0|0|3|0|5|0,1,14831,14831,14831,14831,14831,-1,-1,-1,54314,54314,54314,54314,1,1,1,251,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/sX5dark,X5dark,0,warrior/0001,warrior/0001,与80级鬼级以上于吉可合成“堕天于吉”
483,妖仙于吉,484,0,0,1,4,5,1,9,2,8,1,0|0|3|0|5|0,1,14831,14831,14831,14831,14831,708,208,80016,54314,54314,54314,54314,388,703,707,251,身死咒怨,11,0.25,黄老之道,28,0.25,悬壶济世,247,0.25,正邪之道,300,0.25,NULL,-1,0,NULL,-1,0,251,481,0,2,80,SmallCardAtlas,UITexture/card_list/scardX5yuji1,cardX5yuji1,0,warrior/X5yuji1S,warrior/X5yuji1D,“此子妖妄，能幻惑众心，远使诸将不复相顾君臣之礼，尽委策下楼拜之，不可不除也。”
484,堕天于吉,0,0,0,1,4,5,0,9,1,8,1,0|0|3|0|5|0,1,14831,14831,14831,14831,14831,708,208,80016,54314,54314,54314,54314,388,703,707,251,咒怨,11,0.25,神棍,28,0.25,医道,247,0.25,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scardX5yuji1,cardX5yuji1,0,warrior/X5yuji1S,warrior/X5yuji1D,“此子妖妄，能幻惑众心，远使诸将不复相顾君臣之礼，尽委策下楼拜之，不可不除也。”
485,觉醒印·马云禄,0,0,2,1,2,5,0,9,2,5,2,0|2|3|0|0|0,2,14871,14871,14871,14871,14871,-1,-1,-1,51214,51214,51214,51214,1,1,1,62,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/sX5light,X5light,0,warrior/0001,warrior/0001,与80级鬼级以上马云禄可合成“龙驹马云禄”
486,堕天印·马云禄,0,0,3,1,2,5,0,9,0,6,2,0|2|3|0|0|0,2,14871,14871,14871,14871,14871,-1,-1,-1,51124,51124,51124,51124,1,1,1,62,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/sX5dark,X5dark,0,warrior/0001,warrior/0001,与80级鬼级以上马云禄可合成“堕天马云禄”
487,龙驹马云禄,230,0,0,1,2,5,1,9,2,5,1,0|2|3|0|0|0,2,14871,14871,14871,14871,14871,1909,608,80017,51214,51214,51214,51214,661,393,688,62,如影随形,4,0.25,西凉马氏,13,0.25,血海深仇,1,0.25,弓马无双,245,0.25,品貌超群,90,0.2,媒妁之言,96,0.15,434,485,0,2,80,SmallCardAtlas,UITexture/card_list/scardX5mayunlu1,cardX5mayunlu1,0,warrior/X5mayunlu1S,warrior/X5mayunlu1D,“红颜摧大敌，巾帼震穹苍。凛凛人如在，谁云汉已亡？”
488,堕天马云禄,0,0,0,1,2,5,0,9,0,5,1,0|2|3|0|0|0,2,14871,14871,14871,14871,14871,1909,608,80017,51124,51124,51124,51124,661,393,688,62,将军夫妇,4,0.25,无双哥哥,13,0.25,闺蜜,90,0.2,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scardX5mayunlu2,cardX5mayunlu2,0,warrior/X5mayunlu2S,warrior/X5mayunlu2D,马超的妹妹，是一个虚构的角色。虽然和马超留着一样的英雄血脉，但是女儿身让他在勇武方面逊色一筹。
489,觉醒印·周泰,0,0,2,1,3,5,0,9,0,6,2,0|2|3|0|0|0,1,14911,14911,14911,14911,14911,-1,-1,-1,52124,52124,52124,52124,1,1,1,32,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/sX5light,X5light,0,warrior/0001,warrior/0001,与80级鬼级以上周泰可合成“血痕周泰”
490,堕天印·周泰,0,0,3,1,3,5,0,9,0,6,2,0|2|3|0|0|0,1,14911,14911,14911,14911,14911,-1,-1,-1,55314,55314,55314,55314,1,1,1,32,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/sX5dark,X5dark,0,warrior/0001,warrior/0001,与80级鬼级以上周泰可合成“堕天周泰”
491,血痕周泰,231,0,0,1,3,5,1,9,0,6,1,0|2|3|0|0|0,1,14911,14911,14911,14911,14911,1608,308,80018,52124,52124,52124,52124,553,418,865,32,洋子江海盗,36,0.25,江东十二虎臣,26,0.25,舍命救主,6,0.25,出生入死,57,0.2,续命之恩,247,0.25,大义灭亲,20,0.25,344,489,0,2,80,SmallCardAtlas,UITexture/card_list/scardX5zhoutai1,cardX5zhoutai1,0,warrior/X5zhoutai1S,warrior/X5zhoutai1D,“遍体疮痍犹痛饮，血痕残酒满征衣。”
492,堕天周泰,0,0,0,1,3,5,0,9,0,6,1,0|2|3|0|0|0,1,14911,14911,14911,14911,14911,208,209,1608,55314,55314,55314,55314,553,418,865,32,舍身取义,57,0.25,并肩辅佐,71,0.2,黄金搭档,87,0.2,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scardX5zhoutai2,cardX5zhoutai2,0,warrior/X5zhoutai2S,warrior/X5zhoutai2D,“年少粗疏未可轻，榻边视画最分明。直将诸葛同心事，空被张昭识姓名。大业竟从身后定，丰碑自向墓前横。指因风义人争说，细故何能概一身。”
493,觉醒印·华佗,0,0,2,1,4,5,0,9,0,7,2,0|0|3|4|0|0,1,15011,15011,15011,15011,15011,-1,-1,-1,52124,52124,52124,52124,1,1,1,32,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/sX5light,X5light,0,warrior/0001,warrior/0001,与80级鬼级以上华佗可合成“妙手华佗”
494,堕天印·华佗,0,0,3,1,3,5,0,9,0,6,2,0|0|3|4|0|0,1,14911,14911,14911,14911,14911,-1,-1,-1,55314,55314,55314,55314,1,1,1,32,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/sX5dark,X5dark,0,warrior/0001,warrior/0001,与80级鬼级以上华佗可合成“堕天华佗”
495,妙手华佗,232,0,0,1,4,5,1,9,0,7,1,0|0|3|4|0|0,1,14951,14951,14951,14951,14951,1909,1208,80019,54114,54114,54114,54114,491,591,723,247,不从征召,1,0.25,刮骨之勇,2,0.25,黑与白,5,0.25,起死回生,32,0.25,三教九流,203,0.25,妖医乱国,28,0.25,247,493,0,2,80,SmallCardAtlas,UITexture/card_list/scardX5huatuo1,cardX5huatuo1,0,warrior/247S,warrior/247D,“妙手开岐圣门庭，洁身不屑侍奸雄。”
496,堕天华佗,0,0,0,1,3,5,0,9,0,6,1,0|0|3|4|0|0,1,14911,14911,14911,14911,14911,208,209,1608,55314,55314,55314,55314,553,418,865,32,舍身取义,57,0.25,并肩辅佐,71,0.2,黄金搭档,87,0.2,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scardX5huatuo1,cardX5huatuo1,0,warrior/X5zhoutai2S,warrior/X5zhoutai2D,“妙手开岐圣门庭，洁身不屑侍奸雄。”
497,觉醒印·许褚,0,0,2,1,1,5,0,9,0,5,2,1|0|3|0|0|0,1,10311,10311,10312,10313,10314,-1,-1,-1,51214,51214,51214,51214,1,1,1,31,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/sX5light,X5light,0,Deferred/Audio/warrior/0001,Deferred/Audio/warrior/0001,与80级鬼级以上许褚可合成“混沌许褚”
498,堕天印·许褚,0,0,3,1,3,5,0,9,0,6,2,0|2|3|0|0|0,1,14911,14911,14911,14911,14911,-1,-1,-1,55314,55314,55314,55314,1,1,1,32,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/sX5dark,X5dark,0,Deferred/Audio/warrior/0001,Deferred/Audio/warrior/0001,与80级鬼级以上许褚可合成“堕天许褚”
499,混沌许褚,233,0,0,1,1,5,1,9,0,5,1,1|0|3|0|0|0,1,10315,10315,10315,10315,10315,1008,1108,80020,51414,51414,51414,51414,680,420,750,31,后继有人,15,0.25,点拨之恩,16,0.25,裸衣酣斗,13,0.25,吾之樊哙,1,0.25,忠于职守,49,0.25,NULL,-1,0,31,497,0,2,80,SmallCardAtlas,UITexture/card_list/scardX5xuchu1,cardX5xuchu1,0,Deferred/Audio/warrior/X5xuchu1S,Deferred/Audio/warrior/X5xuchu1D,“许褚、典韦折冲左右，抑亦汉之樊哙也。”
500,节日卡,0,0,6,0,4,1,0,5,1,4,2,1|2|3|4|5|0,1,12101,12101,12102,12103,12104,-1,-1,-1,54411,54412,54413,54414,1,1,1,210,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard3001,card3001,0,warrior/0001,warrior/0001,荆州城内的大富商，为了躲避战火四处奔走，身上携带了大量的卡魂。你不会以为他们是用来上阵战斗的吧？
501,威武王嬴无翳,505,1,0,0,1,5,1,9,2,5,1,1|0|3|0|0|0,1,15011,15011,15011,15011,15011,1608,2008,1108,55614,55614,55614,55614,436,412,464,501,绝世悍将,19,0.25,博古通今,3,0.25,英雄相惜,1,0.25,绝世红颜,34,0.25,NULL,-1,0,NULL,-1,0,0,503,0,0,0,SmallCardAtlas,UITexture/card_list/scardywy,cardywy,0,warrior/ywy_S,warrior/ywy_D,骑射精湛，弑兄继父位。善用人，善带兵，善作战，霸刀一绝，离国在其手中壮大。有谋略而无狡诈之气，有威严而不高高在上。世称“威武王”
502,老帅廉颇,506,1,0,0,1,5,1,9,1,8,1,0|0|3|4|0|0,1,15021,15021,15021,15021,15021,1808,308,1208,55114,55114,55114,55114,380,673,259,502,文无第一,1,0.25,窈窕淑女,34,0.25,武无第二,19,0.25,君子好逑,77,0.25,NULL,-1,0,NULL,-1,0,0,504,0,0,0,SmallCardAtlas,UITexture/card_list/scardlp,cardlp,0,warrior/X5liubei2S,warrior/X5liubei2D,廉颇，嬴姓，廉氏，名颇。与白起、王翦、李牧并称“战国四大名将”，其征战数十年，攻城无数而未尝败绩。以饭量大著称，后世辛弃疾有词曰:“廉颇老矣，尚能饭否?”
503,觉醒印·嬴无翳,0,0,2,0,1,5,0,9,2,5,2,1|0|3|0|0|0,1,15011,15011,15011,15011,15011,-1,-1,-1,55614,55614,55614,55614,1,1,1,503,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/sX5light,X5light,0,warrior/0001,warrior/0001,专属卡升星印·嬴无翳
504,觉醒印·廉颇,0,0,2,0,1,5,0,9,1,8,2,0|0|3|4|0|0,1,15021,15021,15021,15021,15021,-1,-1,-1,55114,55114,55114,55114,1,1,1,504,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/sX5light,X5light,0,warrior/0001,warrior/0001,专属卡升星印·廉颇
505,觉醒印·魔神,0,0,2,0,1,5,0,9,2,6,2,1|0|3|0|0|0,1,15061,15061,15061,15061,15061,-1,-1,-1,56214,56214,56214,56214,1,1,1,505,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/sX5light,X5light,0,warrior/0001,warrior/0001,专属卡升星印·魔神
506,拜印魔神,482,1,0,0,1,5,1,9,2,6,1,1|0|3|0|0|0,1,15061,15061,15061,15061,15061,1608,508,2008,56214,56214,56214,56214,394,246,688,506,天下归心,1,0.25,人中吕布,19,0.25,美艳无双,34,0.25,诸葛武侯,3,0.25,妹妹霸气,510,0.25,NULL,-1,0,0,505,0,0,0,SmallCardAtlas,UITexture/card_list/scardms,cardms,0,warrior/X5caocao1S,warrior/X5caocao1D,漱我沆瀣浆，翱翔九天上。拜印饮仙丹，意欲奋无疆。千秋美名扬，魔神世无双。
507,觉醒印·简小炮,0,0,2,0,4,5,0,9,0,6,2,1|0|3|0|0|0,2,15081,15081,15081,15081,15081,-1,-1,-1,56214,56214,56214,56214,1,1,1,507,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/sX5light,X5light,0,warrior/0001,warrior/0001,专属卡升星印·简小炮
508,萌兽の简小炮,507,1,0,0,4,5,1,9,0,6,1,1|0|3|0|0|0,2,15081,15081,15081,15081,15081,2008,508,1208,56214,56214,56214,56214,413,352,603,508,虓虎之勇,19,0.25,风华绝代,34,0.25,超世之杰,1,0.25,文昭皇后,77,0.25,NULL,-1,0,NULL,-1,0,0,507,0,0,0,SmallCardAtlas,UITexture/card_list/scardjxp,cardjxp,0,warrior/246S,warrior/246D,三国时期第一萌妹子，艳绝貂蝉，怒怼洛神。
